sql_stmt_seq,conflict_or_where_key,source_csv_row
30,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row31 PRD_000027/MAT_000081/USAGE.07
31,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row32 PRD_000027/MAT_000082/USAGE.07
32,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row33 PRD_000027/MAT_000091/USAGE.07
33,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row34 PRD_000027/MAT_000092/USAGE.07
34,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row35 PRD_000027/MAT_000101/USAGE.07
35,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row36 PRD_000027/MAT_000108/USAGE.07
36,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row37 PRD_000027/MAT_000109/USAGE.07
37,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row38 PRD_000027/MAT_000113/USAGE.07
38,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row39 PRD_000027/MAT_000114/USAGE.07
39,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row40 PRD_000027/MAT_000115/USAGE.07
40,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row41 PRD_000027/MAT_000116/USAGE.07
41,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row42 PRD_000027/MAT_000123/USAGE.07
42,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row43 PRD_000027/MAT_000125/USAGE.07
43,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row44 PRD_000028/MAT_000074/USAGE.07
44,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row45 PRD_000028/MAT_000081/USAGE.07
45,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row46 PRD_000028/MAT_000082/USAGE.07
46,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row47 PRD_000028/MAT_000091/USAGE.07
47,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row48 PRD_000028/MAT_000092/USAGE.07
48,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row49 PRD_000028/MAT_000101/USAGE.07
49,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row50 PRD_000028/MAT_000108/USAGE.07
50,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row51 PRD_000028/MAT_000109/USAGE.07
51,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row52 PRD_000028/MAT_000113/USAGE.07
52,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row53 PRD_000028/MAT_000114/USAGE.07
53,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row54 PRD_000028/MAT_000115/USAGE.07
54,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row55 PRD_000028/MAT_000116/USAGE.07
55,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row56 PRD_000028/MAT_000123/USAGE.07
56,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row57 PRD_000028/MAT_000125/USAGE.07
57,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row58 PRD_000029/MAT_000074/USAGE.07
58,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row59 PRD_000029/MAT_000081/USAGE.07
59,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row60 PRD_000029/MAT_000082/USAGE.07
60,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row61 PRD_000029/MAT_000091/USAGE.07
61,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row62 PRD_000029/MAT_000092/USAGE.07
62,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row63 PRD_000029/MAT_000101/USAGE.07
63,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row64 PRD_000029/MAT_000108/USAGE.07
64,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row65 PRD_000029/MAT_000109/USAGE.07
65,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row66 PRD_000029/MAT_000113/USAGE.07
66,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row67 PRD_000029/MAT_000114/USAGE.07
67,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row68 PRD_000029/MAT_000115/USAGE.07
68,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row69 PRD_000029/MAT_000116/USAGE.07
69,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row70 PRD_000029/MAT_000123/USAGE.07
70,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row71 PRD_000029/MAT_000125/USAGE.07
71,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row72 PRD_000031/MAT_000099/USAGE.07
72,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row73 PRD_000031/MAT_000101/USAGE.07
73,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row74 PRD_000031/MAT_000102/USAGE.07
74,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row75 PRD_000031/MAT_000108/USAGE.07
75,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row76 PRD_000031/MAT_000109/USAGE.07
76,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row77 PRD_000031/MAT_000113/USAGE.07
77,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row78 PRD_000031/MAT_000114/USAGE.07
78,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row79 PRD_000031/MAT_000115/USAGE.07
79,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row80 PRD_000031/MAT_000116/USAGE.07
80,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row81 PRD_000031/MAT_000117/USAGE.07
81,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row82 PRD_000031/MAT_000118/USAGE.07
82,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row83 PRD_000031/MAT_000119/USAGE.07
83,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row84 PRD_000031/MAT_000123/USAGE.07
84,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row85 PRD_000031/MAT_000124/USAGE.07
85,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row86 PRD_000031/MAT_000125/USAGE.07
86,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row87 PRD_000031/MAT_000126/USAGE.07
87,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row88 PRD_000047/MAT_000072/USAGE.07
88,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row89 PRD_000047/MAT_000073/USAGE.07
89,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row90 PRD_000047/MAT_000074/USAGE.07
90,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row91 PRD_000047/MAT_000076/USAGE.07
91,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row92 PRD_000047/MAT_000077/USAGE.07
92,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row93 PRD_000047/MAT_000078/USAGE.07
93,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row94 PRD_000047/MAT_000079/USAGE.07
94,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row95 PRD_000047/MAT_000080/USAGE.07
95,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row96 PRD_000047/MAT_000081/USAGE.07
96,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row97 PRD_000047/MAT_000082/USAGE.07
97,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row98 PRD_000047/MAT_000086/USAGE.07
98,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row99 PRD_000047/MAT_000087/USAGE.07
99,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row100 PRD_000047/MAT_000088/USAGE.07
100,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row101 PRD_000047/MAT_000089/USAGE.07
101,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row102 PRD_000047/MAT_000090/USAGE.07
102,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row103 PRD_000047/MAT_000091/USAGE.07
103,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row104 PRD_000047/MAT_000092/USAGE.07
104,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row105 PRD_000047/MAT_000095/USAGE.07
105,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row106 PRD_000047/MAT_000096/USAGE.07
106,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row107 PRD_000047/MAT_000097/USAGE.07
107,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row108 PRD_000047/MAT_000098/USAGE.07
108,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row109 PRD_000047/MAT_000099/USAGE.07
109,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row110 PRD_000047/MAT_000101/USAGE.07
110,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row111 PRD_000047/MAT_000102/USAGE.07
111,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row112 PRD_000047/MAT_000104/USAGE.07
112,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row113 PRD_000047/MAT_000105/USAGE.07
113,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row114 PRD_000047/MAT_000106/USAGE.07
114,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row115 PRD_000047/MAT_000107/USAGE.07
115,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row116 PRD_000047/MAT_000108/USAGE.07
116,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row117 PRD_000047/MAT_000109/USAGE.07
117,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row118 PRD_000047/MAT_000113/USAGE.07
118,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row119 PRD_000047/MAT_000114/USAGE.07
119,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row120 PRD_000047/MAT_000115/USAGE.07
120,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row121 PRD_000047/MAT_000116/USAGE.07
121,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row122 PRD_000047/MAT_000117/USAGE.07
122,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row123 PRD_000047/MAT_000118/USAGE.07
123,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row124 PRD_000047/MAT_000119/USAGE.07
124,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row125 PRD_000047/MAT_000120/USAGE.07
125,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row126 PRD_000047/MAT_000121/USAGE.07
126,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row127 PRD_000047/MAT_000123/USAGE.07
127,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row128 PRD_000047/MAT_000124/USAGE.07
128,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row129 PRD_000047/MAT_000125/USAGE.07
129,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row130 PRD_000047/MAT_000126/USAGE.07
130,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row131 PRD_000047/MAT_000127/USAGE.07
131,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row132 PRD_000047/MAT_000128/USAGE.07
132,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row133 PRD_000047/MAT_000129/USAGE.07
133,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row134 PRD_000047/MAT_000130/USAGE.07
134,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row135 PRD_000048/MAT_000072/USAGE.07
135,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row136 PRD_000048/MAT_000073/USAGE.07
136,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row137 PRD_000048/MAT_000074/USAGE.07
137,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row138 PRD_000048/MAT_000076/USAGE.07
138,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row139 PRD_000048/MAT_000077/USAGE.07
139,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row140 PRD_000048/MAT_000078/USAGE.07
140,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row141 PRD_000048/MAT_000079/USAGE.07
141,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row142 PRD_000048/MAT_000080/USAGE.07
142,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row143 PRD_000048/MAT_000081/USAGE.07
143,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row144 PRD_000048/MAT_000082/USAGE.07
144,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row145 PRD_000048/MAT_000086/USAGE.07
145,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row146 PRD_000048/MAT_000087/USAGE.07
146,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row147 PRD_000048/MAT_000088/USAGE.07
147,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row148 PRD_000048/MAT_000089/USAGE.07
148,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row149 PRD_000048/MAT_000090/USAGE.07
149,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row150 PRD_000048/MAT_000091/USAGE.07
150,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row151 PRD_000048/MAT_000092/USAGE.07
151,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row152 PRD_000048/MAT_000095/USAGE.07
152,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row153 PRD_000048/MAT_000096/USAGE.07
153,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row154 PRD_000048/MAT_000097/USAGE.07
154,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row155 PRD_000048/MAT_000098/USAGE.07
155,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row156 PRD_000048/MAT_000099/USAGE.07
156,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row157 PRD_000048/MAT_000101/USAGE.07
157,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row158 PRD_000048/MAT_000102/USAGE.07
158,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row159 PRD_000048/MAT_000104/USAGE.07
159,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row160 PRD_000048/MAT_000105/USAGE.07
160,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row161 PRD_000048/MAT_000106/USAGE.07
161,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row162 PRD_000048/MAT_000107/USAGE.07
162,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row163 PRD_000048/MAT_000108/USAGE.07
163,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row164 PRD_000048/MAT_000109/USAGE.07
164,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row165 PRD_000048/MAT_000113/USAGE.07
165,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row166 PRD_000048/MAT_000114/USAGE.07
166,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row167 PRD_000048/MAT_000115/USAGE.07
167,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row168 PRD_000048/MAT_000116/USAGE.07
168,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row169 PRD_000048/MAT_000117/USAGE.07
169,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row170 PRD_000048/MAT_000118/USAGE.07
170,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row171 PRD_000048/MAT_000119/USAGE.07
171,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row172 PRD_000048/MAT_000120/USAGE.07
172,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row173 PRD_000048/MAT_000121/USAGE.07
173,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row174 PRD_000048/MAT_000123/USAGE.07
174,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row175 PRD_000048/MAT_000124/USAGE.07
175,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row176 PRD_000048/MAT_000125/USAGE.07
176,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row177 PRD_000048/MAT_000126/USAGE.07
177,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row178 PRD_000048/MAT_000127/USAGE.07
178,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row179 PRD_000048/MAT_000128/USAGE.07
179,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row180 PRD_000048/MAT_000129/USAGE.07
180,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row181 PRD_000048/MAT_000130/USAGE.07
181,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row182 PRD_000068/MAT_000073/USAGE.01
182,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row183 PRD_000068/MAT_000077/USAGE.01
183,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row184 PRD_000068/MAT_000078/USAGE.01
184,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row185 PRD_000068/MAT_000079/USAGE.01
185,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row186 PRD_000068/MAT_000080/USAGE.01
186,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row187 PRD_000068/MAT_000087/USAGE.01
187,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row188 PRD_000068/MAT_000088/USAGE.01
188,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row189 PRD_000068/MAT_000089/USAGE.01
189,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row190 PRD_000068/MAT_000090/USAGE.01
190,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row191 PRD_000068/MAT_000104/USAGE.01
191,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row192 PRD_000068/MAT_000105/USAGE.01
192,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row193 PRD_000068/MAT_000106/USAGE.01
193,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row194 PRD_000068/MAT_000107/USAGE.01
194,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row195 PRD_000068/MAT_000073/USAGE.02
195,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row196 PRD_000068/MAT_000077/USAGE.02
196,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row197 PRD_000068/MAT_000078/USAGE.02
197,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row198 PRD_000068/MAT_000079/USAGE.02
198,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row199 PRD_000068/MAT_000080/USAGE.02
199,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row200 PRD_000068/MAT_000087/USAGE.02
200,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row201 PRD_000068/MAT_000088/USAGE.02
201,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row202 PRD_000068/MAT_000089/USAGE.02
202,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row203 PRD_000068/MAT_000090/USAGE.02
203,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row204 PRD_000068/MAT_000104/USAGE.02
204,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row205 PRD_000068/MAT_000105/USAGE.02
205,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row206 PRD_000068/MAT_000106/USAGE.02
206,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row207 PRD_000068/MAT_000107/USAGE.02
207,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row208 PRD_000069/MAT_000073/USAGE.01
208,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row209 PRD_000069/MAT_000077/USAGE.01
209,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row210 PRD_000069/MAT_000087/USAGE.01
210,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row211 PRD_000069/MAT_000095/USAGE.01
211,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row212 PRD_000069/MAT_000096/USAGE.01
212,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row213 PRD_000069/MAT_000104/USAGE.01
213,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row214 PRD_000069/MAT_000105/USAGE.01
214,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row215 PRD_000069/MAT_000074/USAGE.02
215,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row216 PRD_000069/MAT_000081/USAGE.02
216,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row217 PRD_000069/MAT_000082/USAGE.02
217,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row218 PRD_000069/MAT_000091/USAGE.02
218,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row219 PRD_000069/MAT_000092/USAGE.02
219,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row220 PRD_000069/MAT_000109/USAGE.02
220,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row221 PRD_000071/MAT_000072/USAGE.01
221,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row222 PRD_000071/MAT_000073/USAGE.01
222,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row223 PRD_000071/MAT_000076/USAGE.01
223,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row224 PRD_000071/MAT_000077/USAGE.01
224,"(prd_cd, mat_cd, usage_cd)",05_t_prd_product_materials.csv:row225 PRD_000071/MAT_000078/USAGE.01
