prd_cd,prd_nm,key,src_token,rule_id
PRD_000063,반칼팬시투명스티커,MAT_000162,투명스티커,R-MAT-1
PRD_000064,소량자유형스티커,MAT_000153,유포스티커,R-MAT-1
PRD_000064,소량자유형스티커,MAT_000242,미색스티커,R-MAT-1
PRD_000065,스티커팩,MAT_000242,미색스티커,R-MAT-1
PRD_000066,합판도무송스티커,MAT_000153,유포스티커,R-MAT-1
PRD_000066,합판도무송스티커,MAT_000170,투명데드롱스티커,R-MAT-1
PRD_000066,합판도무송스티커,MAT_000171,은데드롱스티커,R-MAT-1
PRD_000067,타투스티커,MAT_000167,타투전용지,R-MAT-1
PRD_000068,중철책자,__IMPORT__13종,*별도설정,R-MAT-2
PRD_000068,중철책자,__IMPORT__13종,*별도설정,R-MAT-2
PRD_000069,무선책자,__IMPORT__6종,*별도설정,R-MAT-2
PRD_000069,무선책자,__IMPORT__6종,*별도설정,R-MAT-2
PRD_000070,PUR책자,__IMPORT__0종(부재),*별도설정,R-MAT-2-gap
PRD_000070,PUR책자,__IMPORT__0종(부재),*별도설정,R-MAT-2-gap
PRD_000071,트윈링책자,__IMPORT__28종,*별도설정,R-MAT-2
PRD_000071,트윈링책자,__IMPORT__28종,*별도설정,R-MAT-2
PRD_000072,하드커버책자,__IMPORT__0종(부재),*별도설정,R-MAT-2-gap
PRD_000072,하드커버책자,MAT_000246,전용지,R-MAT-1
PRD_000077,레더 하드커버책자,__IMPORT__0종(부재),*별도설정,R-MAT-2-gap
PRD_000077,레더 하드커버책자,MAT_000186,레더(화이트),R-MAT-1
PRD_000082,하드커버 링책자,__IMPORT__0종(부재),*별도설정,R-MAT-2-gap
PRD_000082,하드커버 링책자,MAT_000246,전용지,R-MAT-1
PRD_000088,레더 링바인더,MAT_000186,레더(화이트),R-MAT-1
PRD_000094,엽서북,MAT_000109,몽블랑240,R-MAT-1
PRD_000094,엽서북,__NOMAT__스노우300,스노우300,R-MAT-1-nomaster
PRD_000097,떡메모지,__NOMAT__백모조120,백모조120,R-MAT-1-nomaster
PRD_000182,떡메모지,__NOMAT__백모조120,백모조120,R-MAT-1-nomaster
PRD_000100,포토북 [디자인명],MAT_000105,몽블랑130,R-MAT-1
PRD_000100,포토북 [디자인명],MAT_000105,몽블랑130,R-MAT-1
PRD_000100,포토북 [디자인명],MAT_000105,몽블랑130,R-MAT-1
PRD_000100,포토북 [디자인명],MAT_000105,몽블랑130,R-MAT-1
PRD_000100,포토북 [디자인명],__NOMAT__아트250,아트250+무광코팅,R-MAT-1-nomaster
PRD_000100,포토북 [디자인명],MAT_000008,레더,R-MAT-1
PRD_000100,포토북 [디자인명],__NOMAT__아트250,아트250+무광코팅,R-MAT-1-nomaster
PRD_000100,포토북 [디자인명],__NOMAT__아트250,아트250+무광코팅,R-MAT-1-nomaster
PRD_000100,포토북 [디자인명],MAT_000008,레더,R-MAT-1
PRD_000100,포토북 [디자인명],__NOMAT__아트250,아트250+무광코팅,R-MAT-1-nomaster
PRD_000100,포토북 [디자인명],MAT_000008,레더,R-MAT-1
PRD_000100,포토북 [디자인명],__NOMAT__아트250,아트250+무광코팅,R-MAT-1-nomaster
PRD_000100,포토북 [디자인명],__NOMAT__아트250,아트250+무광코팅,R-MAT-1-nomaster
PRD_000100,포토북 [디자인명],MAT_000008,레더,R-MAT-1
PRD_000100,포토북 [디자인명],__NOMAT__아트250,아트250+무광코팅,R-MAT-1-nomaster
PRD_000108,탁상형캘린더,__IMPORT__8종,*별도설정,R-MAT-2
PRD_000113,탁상형캘린더,__IMPORT__8종,*별도설정,R-MAT-2
PRD_000109,미니탁상형캘린더,__IMPORT__7종,*별도설정,R-MAT-2
PRD_000114,미니탁상형캘린더,__IMPORT__7종,*별도설정,R-MAT-2
PRD_000110,엽서캘린더,__IMPORT__10종,*별도설정,R-MAT-2
PRD_000115,엽서캘린더,__IMPORT__10종,*별도설정,R-MAT-2
PRD_000111,벽걸이캘린더,__IMPORT__22종,*별도설정,R-MAT-2
PRD_000116,벽걸이캘린더,__IMPORT__22종,*별도설정,R-MAT-2
PRD_000112,와이드벽걸이캘린더,MAT_000093,스노우지 250g (3절),R-MAT-1
PRD_000112,와이드벽걸이캘린더,MAT_000111,몽블랑 190g (3절),R-MAT-1
PRD_000112,와이드벽걸이캘린더,MAT_000112,몽블랑 240g (3절),R-MAT-1
PRD_000117,와이드벽걸이캘린더,MAT_000093,스노우지 250g (3절),R-MAT-1
PRD_000117,와이드벽걸이캘린더,MAT_000111,몽블랑 190g (3절),R-MAT-1
PRD_000117,와이드벽걸이캘린더,MAT_000112,몽블랑 240g (3절),R-MAT-1
PRD_000108,탁상형캘린더,MAT_000107,몽블랑 190g,R-MAT-1
PRD_000113,탁상형캘린더,MAT_000107,몽블랑 190g,R-MAT-1
PRD_000109,미니탁상형캘린더,MAT_000107,몽블랑 190g,R-MAT-1
PRD_000114,미니탁상형캘린더,MAT_000107,몽블랑 190g,R-MAT-1
PRD_000110,엽서캘린더,MAT_000107,몽블랑 190g,R-MAT-1
PRD_000115,엽서캘린더,MAT_000107,몽블랑 190g,R-MAT-1
PRD_000111,벽걸이캘린더,MAT_000107,몽블랑 190g,R-MAT-1
PRD_000116,벽걸이캘린더,MAT_000107,몽블랑 190g,R-MAT-1
PRD_000112,와이드벽걸이캘린더,MAT_000111,몽블랑 190g (3절),R-MAT-1
PRD_000117,와이드벽걸이캘린더,MAT_000111,몽블랑 190g (3절),R-MAT-1
PRD_000118,아트프린트포스터,MAT_000176,인화지,R-MAT-1
PRD_000119,아트페이퍼포스터,MAT_000177,매트지,R-MAT-1
PRD_000120,방수포스터,MAT_000178,PET,R-MAT-1
PRD_000121,접착방수포스터,MAT_000179,PVC,R-MAT-1
PRD_000122,접착투명포스터,MAT_000180,투명PVC,R-MAT-1
PRD_000123,아트패브릭포스터,MAT_000181,그래픽천,R-MAT-1
PRD_000124,린넨패브릭포스터,MAT_000184,린넨,R-MAT-1
PRD_000125,캔버스패브릭포스터,MAT_000185,캔버스(옥스포드),R-MAT-1
PRD_000126,레더아트프린트,MAT_000186,레더(화이트),R-MAT-1
PRD_000127,타이벡프린트,MAT_000187,타이벡(하드),R-MAT-1
PRD_000127,타이벡프린트,MAT_000188,타이벡(소프트),R-MAT-1
PRD_000128,메쉬프린트,MAT_000183,메쉬,R-MAT-1
PRD_000133,캔버스 행잉포스터,MAT_000185,캔버스(옥스포드),R-MAT-1
PRD_000134,린넨 우드봉 족자,MAT_000184,린넨,R-MAT-1
PRD_000135,족자포스터,MAT_000178,PET,R-MAT-1
PRD_000136,PET배너,MAT_000178,PET,R-MAT-1
PRD_000137,메쉬배너,MAT_000183,메쉬,R-MAT-1
PRD_000138,일반현수막,MAT_000182,현수막천,R-MAT-1
PRD_000139,메쉬현수막,MAT_000183,메쉬,R-MAT-1
PRD_000140,무광시트커팅,MAT_000212,화이트,R-MAT-1
PRD_000140,무광시트커팅,MAT_000213,블랙,R-MAT-1
PRD_000141,홀로그램 시트커팅,MAT_000257,홀로그램,R-MAT-1
PRD_000142,유광아크릴스티커,MAT_000212,화이트,R-MAT-1
PRD_000142,유광아크릴스티커,MAT_000213,블랙,R-MAT-1
PRD_000143,미러아크릴스티커,MAT_000258,골드,R-MAT-1
PRD_000143,미러아크릴스티커,MAT_000210,실버,R-MAT-1
PRD_000145,미니배너,MAT_000178,PET,R-MAT-1
PRD_000146,아크릴키링,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000147,아크릴마그넷,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000148,아크릴뱃지,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000149,아크릴집게,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000150,아크릴스마트톡,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000151,맥세이프 스마트톡,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000152,아크릴명찰,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000153,아크릴명찰(골드실버),__NOMAT__골드아크릴 3mm,골드아크릴 3mm,R-MAT-1-nomaster
PRD_000153,아크릴명찰(골드실버),__NOMAT__실버아크릴 3mm,실버아크릴 3mm,R-MAT-1-nomaster
PRD_000154,아크릴 머리끈,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000155,아크릴볼펜,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000156,아크릴지비츠,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000157,아크릴네임택,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000158,아크릴 포카키링,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000159,아크릴 코스터,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000160,아크릴자유형스탠드,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000161,판아크릴,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000162,아크릴포카스탠드,__NOMAT__투명아크릴 3mm,투명아크릴 3mm,R-MAT-1-nomaster
PRD_000163,아크릴미니파츠,__NOMAT__투명아크릴 1.5mm,투명아크릴 1.5mm,R-MAT-1-nomaster
PRD_000164,아크릴코롯토,__NOMAT__투명아크릴 8mm,투명아크릴 8mm,R-MAT-1-nomaster
PRD_000167,아크릴코롯토,__NOMAT__투명아크릴 8mm,투명아크릴 8mm,R-MAT-1-nomaster
PRD_000165,포카코롯토,__NOMAT__투명아크릴 8mm,투명아크릴 8mm,R-MAT-1-nomaster
PRD_000166,아크릴카라비너,__NOMAT__투명아크릴 3mm,투명아크릴 3mm+3mm 접합,R-MAT-1-nomaster
PRD_000166,아크릴카라비너,__NOMAT__3mm 접합,투명아크릴 3mm+3mm 접합,R-MAT-1-nomaster
PRD_000164,아크릴코롯토,__NOMAT__투명아크릴(8T),투명아크릴(8T),R-MAT-1-nomaster
PRD_000167,아크릴코롯토,__NOMAT__투명아크릴(8T),투명아크릴(8T),R-MAT-1-nomaster
PRD_000171,지비츠★,__NOMAT__투명아크릴(3T)◀,투명아크릴(3T)◀,R-MAT-1-nomaster
PRD_000172,만년다이어리(소프트커버),__NOMAT__아트250,아트250 + 무광코팅,R-MAT-1-nomaster
PRD_000173,만년다이어리(하드커버),__NOMAT__아트250,아트250 + 무광코팅,R-MAT-1-nomaster
PRD_000174,만년다이어리(레더하드커버),MAT_000008,레더,R-MAT-1
PRD_000175,만년다이어리(레더소프트커버),MAT_000008,레더,R-MAT-1
PRD_000176,먼슬리플래너,__NOMAT__백모조100,백모조100,R-MAT-1-nomaster
PRD_000176,먼슬리플래너,__NOMAT__아트250,아트250 + 무광코팅,R-MAT-1-nomaster
PRD_000177,스프링노트,MAT_000261,무지내지,R-MAT-1
PRD_000177,스프링노트,__NOMAT__백모조100,백모조100,R-MAT-1-nomaster
PRD_000177,스프링노트,__NOMAT__아트250,아트250 + 무광코팅,R-MAT-1-nomaster
PRD_000178,스프링수첩,MAT_000261,무지내지,R-MAT-1
PRD_000178,스프링수첩,__NOMAT__백모조100,백모조100,R-MAT-1-nomaster
PRD_000178,스프링수첩,__NOMAT__아트250,아트250 + 무광코팅,R-MAT-1-nomaster
PRD_000179,메모패드,MAT_000261,무지내지,R-MAT-1
PRD_000179,메모패드,MAT_000261,무지내지,R-MAT-1
PRD_000179,메모패드,__NOMAT__백모조100,백모조100,R-MAT-1-nomaster
PRD_000179,메모패드,__NOMAT__백모조100,백모조100,R-MAT-1-nomaster
PRD_000179,메모패드,__NOMAT__아트250,아트250 + 무광코팅,R-MAT-1-nomaster
PRD_000180,메모패드(내지커스텀) 준비중,__NOMAT__백모조120,백모조120,R-MAT-1-nomaster
PRD_000181,중철노트,MAT_000261,무지내지,R-MAT-1
PRD_000181,중철노트,__NOMAT__백모조100,백모조100,R-MAT-1-nomaster
PRD_000181,중철노트,__NOMAT__아트250,아트250 + 무광코팅,R-MAT-1-nomaster
PRD_000097,떡메모지,__NOMAT__백모조120,백모조120,R-MAT-1-nomaster
PRD_000182,떡메모지,__NOMAT__백모조120,백모조120,R-MAT-1-nomaster
PRD_000193,머그컵,MAT_000212,화이트,R-MAT-1
PRD_000193,머그컵,MAT_000146,반투명,R-MAT-1
PRD_000193,머그컵,MAT_000143,투명,R-MAT-1
PRD_000197,미니매트,MAT_000212,화이트,R-MAT-1
PRD_000197,미니매트,MAT_000213,블랙,R-MAT-1
PRD_000198,피크닉매트,MAT_000212,화이트,R-MAT-1
PRD_000198,피크닉매트,MAT_000213,블랙,R-MAT-1
PRD_000206,반팔티셔츠,MAT_000282,화이트 M,R-MAT-1
PRD_000206,반팔티셔츠,MAT_000283,화이트 L,R-MAT-1
PRD_000206,반팔티셔츠,MAT_000284,화이트 XL,R-MAT-1
PRD_000206,반팔티셔츠,MAT_000285,화이트 XXL,R-MAT-1
PRD_000206,반팔티셔츠,MAT_000286,블랙 M,R-MAT-1
PRD_000206,반팔티셔츠,MAT_000287,블랙 L,R-MAT-1
PRD_000206,반팔티셔츠,MAT_000288,블랙 XL,R-MAT-1
PRD_000206,반팔티셔츠,MAT_000289,블랙 XXL,R-MAT-1
PRD_000209,후드티셔츠,MAT_000292,멜란지 XL,R-MAT-1
PRD_000209,후드티셔츠,MAT_000288,블랙 XL,R-MAT-1
PRD_000217,만년스탬프,MAT_000297,청보라,R-MAT-1
PRD_000217,만년스탬프,MAT_000298,빨강,R-MAT-1
PRD_000217,만년스탬프,MAT_000299,검정,R-MAT-1
PRD_000217,만년스탬프,MAT_000300,파랑,R-MAT-1
PRD_000217,만년스탬프,MAT_000301,초록,R-MAT-1
PRD_000217,만년스탬프,MAT_000302,핑크,R-MAT-1
PRD_000217,만년스탬프,MAT_000303,노랑,R-MAT-1
PRD_000226,아크릴쉐이커코롯토,MAT_000310,핑크글리터,R-MAT-1
PRD_000226,아크릴쉐이커코롯토,MAT_000312,화이트글리터,R-MAT-1
PRD_000226,아크릴쉐이커코롯토,MAT_000314,블루글리터,R-MAT-1
PRD_000226,아크릴쉐이커코롯토,MAT_000315,블랙글리터,R-MAT-1
PRD_000227,미니우치와키링,MAT_000146,반투명,R-MAT-1
PRD_000227,미니우치와키링,MAT_000213,블랙,R-MAT-1
PRD_000241,캔버스 스트랩 라벨파우치,MAT_000213,블랙,R-MAT-1
