prd_cd,prd_nm,key,src_token,rule_id
PRD_000034,펄명함,PROC_000038,금유광,R-PROC-1/4/5/6
PRD_000034,펄명함,PROC_000039,은유광,R-PROC-1/4/5/6
PRD_000034,펄명함,PROC_000041,동박,R-PROC-1/4/5/6
PRD_000034,펄명함,PROC_000040,먹유광,R-PROC-1/4/5/6
PRD_000034,펄명함,PROC_000043,청박,R-PROC-1/4/5/6
PRD_000034,펄명함,PROC_000042,적박,R-PROC-1/4/5/6
PRD_000034,펄명함,PROC_000037,홀로그램,R-PROC-1/4/5/6
PRD_000034,펄명함,PROC_000044,트윙클,R-PROC-1/4/5/6
PRD_000037,오리지널박명함,PROC_000038,금유광,R-PROC-1/4/5/6
PRD_000037,오리지널박명함,PROC_000039,은유광,R-PROC-1/4/5/6
PRD_000037,오리지널박명함,PROC_000040,먹유광,R-PROC-1/4/5/6
PRD_000037,오리지널박명함,PROC_000043,청박,R-PROC-1/4/5/6
PRD_000037,오리지널박명함,PROC_000042,적박,R-PROC-1/4/5/6
PRD_000037,오리지널박명함,PROC_000041,동박,R-PROC-1/4/5/6
PRD_000037,오리지널박명함,PROC_000037,홀로그램,R-PROC-1/4/5/6
PRD_000038,형압명함,PROC_000027,직각,R-PROC-1/4/5/6
PRD_000038,형압명함,PROC_000028,둥근,R-PROC-1/4/5/6
PRD_000038,형압명함,PROC_000052,형압(음각),R-PROC-4emb
PRD_000038,형압명함,PROC_000051,형압(양각),R-PROC-4emb
PRD_000039,투명명함,PROC_000027,직각,R-PROC-1/4/5/6
PRD_000039,투명명함,PROC_000028,둥근,R-PROC-1/4/5/6
PRD_000040,화이트인쇄명함,PROC_000027,직각,R-PROC-1/4/5/6
PRD_000040,화이트인쇄명함,PROC_000028,둥근,R-PROC-1/4/5/6
PRD_000041,스탠다드 쿠폰/상품권,PROC_000029,|줄수블록,R-PROC-2
PRD_000041,스탠다드 쿠폰/상품권,PROC_000030,|줄수블록,R-PROC-2
PRD_000041,스탠다드 쿠폰/상품권,PROC_000031,|개수블록,R-PROC-2
PRD_000041,스탠다드 쿠폰/상품권,PROC_000032,|개수블록,R-PROC-2
PRD_000042,프리미엄 쿠폰/상품권,PROC_000029,|줄수블록,R-PROC-2
PRD_000042,프리미엄 쿠폰/상품권,PROC_000030,|줄수블록,R-PROC-2
PRD_000042,프리미엄 쿠폰/상품권,PROC_000031,|개수블록,R-PROC-2
PRD_000042,프리미엄 쿠폰/상품권,PROC_000032,|개수블록,R-PROC-2
PRD_000042,프리미엄 쿠폰/상품권,PROC_000038,금유광,R-PROC-1/4/5/6
PRD_000042,프리미엄 쿠폰/상품권,PROC_000039,은유광,R-PROC-1/4/5/6
PRD_000042,프리미엄 쿠폰/상품권,PROC_000040,먹유광,R-PROC-1/4/5/6
PRD_000042,프리미엄 쿠폰/상품권,PROC_000043,청박,R-PROC-1/4/5/6
PRD_000042,프리미엄 쿠폰/상품권,PROC_000042,적박,R-PROC-1/4/5/6
PRD_000042,프리미엄 쿠폰/상품권,PROC_000041,동박,R-PROC-1/4/5/6
PRD_000042,프리미엄 쿠폰/상품권,PROC_000037,홀로그램,R-PROC-1/4/5/6
PRD_000047,소량전단지,PROC_000031,|개수블록,R-PROC-2
PRD_000047,소량전단지,PROC_000032,|개수블록,R-PROC-2
PRD_000047,소량전단지,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000047,소량전단지,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000048,접지리플렛,PROC_000031,|개수블록,R-PROC-2
PRD_000048,접지리플렛,PROC_000032,|개수블록,R-PROC-2
PRD_000048,접지리플렛,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000048,접지리플렛,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000049,와이드 접지리플렛,PROC_000031,|개수블록,R-PROC-2
PRD_000049,와이드 접지리플렛,PROC_000032,|개수블록,R-PROC-2
PRD_000049,와이드 접지리플렛,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000049,와이드 접지리플렛,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000049,와이드 접지리플렛,PROC_000060,3단접지,R-PROC-1/4/5/6
PRD_000052,반칼 자유형 스티커,PROC_000054,반칼(자유형),R-PROC-1/4/5/6
PRD_000053,반칼 자유형 투명스티커,PROC_000054,반칼(자유형),R-PROC-1/4/5/6
PRD_000054,반칼 자유형 홀로그램스티커,PROC_000054,반칼(자유형),R-PROC-1/4/5/6
PRD_000055,낱장 자유형 스티커,PROC_000053,완칼(자유형),R-PROC-1/4/5/6
PRD_000056,낱장 자유형 투명스티커,PROC_000053,완칼(자유형),R-PROC-1/4/5/6
PRD_000057,대형 자유형 스티커,PROC_000053,완칼(자유형),R-PROC-1/4/5/6
PRD_000064,소량자유형스티커,PROC_000054,반칼(자유형),R-PROC-1/4/5/6
PRD_000068,중철책자,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000068,중철책자,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000068,중철책자,PROC_000018,중철제본,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000069,무선책자,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000069,무선책자,PROC_000052,형압(음각),R-PROC-4emb
PRD_000069,무선책자,PROC_000051,형압(양각),R-PROC-4emb
PRD_000069,무선책자,PROC_000038,금유광,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000039,은유광,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000040,먹유광,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000041,동박,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000042,적박,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000043,청박,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000037,홀로그램,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000044,트윙클,R-PROC-1/4/5/6
PRD_000069,무선책자,PROC_000019,무선제본,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000070,PUR책자,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000070,PUR책자,PROC_000052,형압(음각),R-PROC-4emb
PRD_000070,PUR책자,PROC_000051,형압(양각),R-PROC-4emb
PRD_000070,PUR책자,PROC_000038,금유광,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000039,은유광,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000040,먹유광,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000041,동박,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000042,적박,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000043,청박,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000037,홀로그램,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000044,트윙클,R-PROC-1/4/5/6
PRD_000070,PUR책자,PROC_000020,PUR제본,R-PROC-1/4/5/6
PRD_000071,트윈링책자,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000071,트윈링책자,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000071,트윈링책자,PROC_000021,트윈링제본,R-PROC-1/4/5/6
PRD_000072,하드커버책자,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000072,하드커버책자,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000072,하드커버책자,PROC_000023,하드커버무선제본,R-PROC-1/4/5/6
PRD_000077,레더 하드커버책자,PROC_000023,하드커버무선제본,R-PROC-1/4/5/6
PRD_000082,하드커버 링책자,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000082,하드커버 링책자,PROC_000014,유광코팅(단면),R-PROC-5
PRD_000082,하드커버 링책자,PROC_000024,하드커버트윈링제본,R-PROC-1/4/5/6
PRD_000094,엽서북,PROC_000015,무광코팅(단면),R-PROC-5
PRD_000094,엽서북,PROC_000022,떡제본,R-PROC-1/4/5/6
PRD_000097,떡메모지,PROC_000022,떡제본,R-PROC-1/4/5/6
PRD_000182,떡메모지,PROC_000022,떡제본,R-PROC-1/4/5/6
PRD_000108,탁상형캘린더,PROC_000076,수축포장,R-PROC-1/4/5/6
PRD_000113,탁상형캘린더,PROC_000076,수축포장,R-PROC-1/4/5/6
PRD_000109,미니탁상형캘린더,PROC_000076,수축포장,R-PROC-1/4/5/6
PRD_000114,미니탁상형캘린더,PROC_000076,수축포장,R-PROC-1/4/5/6
PRD_000118,아트프린트포스터,PROC_000015,무광코팅,R-PROC-5
PRD_000118,아트프린트포스터,PROC_000014,유광코팅,R-PROC-5
PRD_000120,방수포스터,PROC_000015,무광코팅,R-PROC-5
PRD_000120,방수포스터,PROC_000014,유광코팅,R-PROC-5
PRD_000121,접착방수포스터,PROC_000015,무광코팅,R-PROC-5
PRD_000121,접착방수포스터,PROC_000014,유광코팅,R-PROC-5
PRD_000129,폼보드,PROC_000015,무광코팅,R-PROC-5
PRD_000129,폼보드,PROC_000014,유광코팅,R-PROC-5
PRD_000129,폼보드,PROC_000008,화이트보드,R-PROC-3
PRD_000130,포맥스보드,PROC_000015,무광코팅,R-PROC-5
PRD_000130,포맥스보드,PROC_000014,유광코팅,R-PROC-5
PRD_000130,포맥스보드,PROC_000008,화이트포맥스(3mm),R-PROC-3
PRD_000131,프레임리스우드액자,PROC_000015,무광코팅,R-PROC-5
PRD_000131,프레임리스우드액자,PROC_000014,유광코팅,R-PROC-5
PRD_000136,PET배너,PROC_000015,무광코팅,R-PROC-5
PRD_000136,PET배너,PROC_000014,유광코팅,R-PROC-5
PRD_000138,일반현수막,PROC_000079,타공(4개),R-PROC-1/4/5/6
PRD_000139,메쉬현수막,PROC_000079,타공(4개),R-PROC-1/4/5/6
PRD_000145,미니배너,PROC_000015,무광코팅,R-PROC-5
PRD_000145,미니배너,PROC_000014,유광코팅,R-PROC-5
PRD_000173,만년다이어리(하드커버),PROC_000076,수축포장,R-PROC-1/4/5/6
PRD_000177,스프링노트,PROC_000021,트윈링제본(좌철+실버링),R-PROC-1/4/5/6
PRD_000177,스프링노트,PROC_000076,수축포장,R-PROC-1/4/5/6
PRD_000178,스프링수첩,PROC_000021,트윈링제본(상철+실버링),R-PROC-1/4/5/6
PRD_000179,메모패드,PROC_000022,떡제본,R-PROC-1/4/5/6
PRD_000181,중철노트,PROC_000018,중철제본,R-PROC-1/4/5/6
PRD_000097,떡메모지,PROC_000022,떡제본,R-PROC-1/4/5/6
PRD_000182,떡메모지,PROC_000022,떡제본,R-PROC-1/4/5/6
PRD_000227,미니우치와키링,PROC_000083,에폭시,R-PROC-1/4/5/6
