적용일,공정,판형사이즈,인쇄옵션,수량(이상),단가,비고
,PROC_000004,SIZ_000475,POPT_000009,1800,160.0,
,PROC_000004,SIZ_000475,POPT_000001,1800,210.0,
,PROC_000004,SIZ_000475,POPT_000002,1800,420.0,
,PROC_000004,SIZ_000475,POPT_000008,2000,81.0,
,PROC_000004,SIZ_000475,POPT_000009,2000,160.0,
,PROC_000004,SIZ_000475,POPT_000001,2000,210.0,
,PROC_000004,SIZ_000475,POPT_000002,2000,420.0,
,PROC_000004,SIZ_000475,POPT_000008,2500,75.0,
,PROC_000004,SIZ_000475,POPT_000009,2500,150.0,
,PROC_000004,SIZ_000475,POPT_000001,2500,210.0,
,PROC_000004,SIZ_000475,POPT_000002,2500,420.0,
,PROC_000004,SIZ_000475,POPT_000008,3000,75.0,
,PROC_000004,SIZ_000475,POPT_000009,3000,150.0,
,PROC_000004,SIZ_000475,POPT_000001,3000,210.0,
,PROC_000004,SIZ_000475,POPT_000002,3000,410.0,
,PROC_000004,SIZ_000475,POPT_000008,3500,68.0,
,PROC_000004,SIZ_000475,POPT_000009,3500,135.0,
,PROC_000004,SIZ_000475,POPT_000001,3500,210.0,
,PROC_000004,SIZ_000475,POPT_000002,3500,410.0,
,PROC_000004,SIZ_000475,POPT_000008,4000,68.0,
,PROC_000004,SIZ_000475,POPT_000009,4000,135.0,
,PROC_000004,SIZ_000475,POPT_000001,4000,200.0,
,PROC_000004,SIZ_000475,POPT_000002,4000,410.0,
,PROC_000004,SIZ_000475,POPT_000008,4500,61.0,
,PROC_000004,SIZ_000475,POPT_000009,4500,122.0,
,PROC_000004,SIZ_000475,POPT_000001,4500,200.0,
,PROC_000004,SIZ_000475,POPT_000002,4500,400.0,
,PROC_000004,SIZ_000475,POPT_000008,5000,61.0,
,PROC_000004,SIZ_000475,POPT_000009,5000,122.0,
,PROC_000004,SIZ_000475,POPT_000001,5000,200.0,
,PROC_000004,SIZ_000475,POPT_000002,5000,400.0,
,PROC_000004,SIZ_000475,POPT_000008,6000,54.0,
,PROC_000004,SIZ_000475,POPT_000009,6000,108.0,
,PROC_000004,SIZ_000475,POPT_000001,6000,200.0,
,PROC_000004,SIZ_000475,POPT_000002,6000,400.0,
,PROC_000004,SIZ_000475,POPT_000008,7000,54.0,
,PROC_000004,SIZ_000475,POPT_000009,7000,108.0,
,PROC_000004,SIZ_000475,POPT_000001,7000,200.0,
,PROC_000004,SIZ_000475,POPT_000002,7000,400.0,
,PROC_000004,SIZ_000475,POPT_000008,8000,54.0,
,PROC_000004,SIZ_000475,POPT_000009,8000,108.0,
,PROC_000004,SIZ_000475,POPT_000001,8000,200.0,
,PROC_000004,SIZ_000475,POPT_000002,8000,400.0,
,PROC_000004,SIZ_000475,POPT_000008,9000,54.0,
,PROC_000004,SIZ_000475,POPT_000009,9000,108.0,
,PROC_000004,SIZ_000475,POPT_000001,9000,190.0,
,PROC_000004,SIZ_000475,POPT_000002,9000,390.0,
,PROC_000004,SIZ_000475,POPT_000008,10000,54.0,
,PROC_000004,SIZ_000475,POPT_000009,10000,108.0,
,PROC_000004,SIZ_000475,POPT_000001,10000,190.0,
,PROC_000004,SIZ_000475,POPT_000002,10000,390.0,
,PROC_000004,SIZ_000475,POPT_000008,1000000,54.0,
,PROC_000004,SIZ_000475,POPT_000009,1000000,108.0,
,PROC_000004,SIZ_000475,POPT_000001,1000000,190.0,
,PROC_000004,SIZ_000475,POPT_000002,1000000,390.0,
