category,cell,col,row,type,raw,norm,sheet_grade,sheet_match,live_grade,live_prd_cd,live_opt_n,live_priced,status,reason
01 엽서,A2,A,2,section,▶︎엽서,엽서,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
02 스티커,B2,B,2,section,▶︎자유형 스티커,자유형스티커,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
03 인쇄홍보물,C2,C,2,section,▶︎명함,명함,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
04 포스터,D2,D,2,section,▶︎아트포스터,아트포스터,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
05 사인,E2,E,2,section,▶︎배너/현수막,배너현수막,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
06 책자,F2,F,2,section,▶︎책자,책자,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
07 캘린더,G2,G,2,section,▶︎탁상형캘린더,탁상형캘린더,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
08 문구,H2,H,2,section,▶︎플래너,플래너,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
09 아크릴,I2,I,2,section,▶︎단품형,단품형,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
10 라이프,J2,J,2,section,▶︎소품,소품,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
11 에코백,K2,K,2,section,▶︎레더파우치,레더파우치,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
12 포장,L2,L,2,section,▶︎포장재,포장재,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
01 엽서,A3,A,3,product,프리미엄엽서,프리미엄엽서,exact,디지털인쇄:프리미엄엽서,exact,PRD_000016,41,Y,✅정상등록가능,라이브 opt=41·price사슬=Y
02 스티커,B3,B,3,product,반칼 자유형 스티커,반칼자유형스티커,exact,스티커:반칼 자유형 스티커,exact,PRD_000052,7,Y,✅정상등록가능,라이브 opt=7·price사슬=Y
03 인쇄홍보물,C3,C,3,product,프리미엄명함,프리미엄명함,exact,디지털인쇄:프리미엄명함,exact,PRD_000031,30,Y,✅정상등록가능,라이브 opt=30·price사슬=Y
04 포스터,D3,D,3,product,아트프린트포스터,아트프린트포스터,exact,실사:아트프린트포스터,exact,PRD_000118,2,Y,✅정상등록가능,라이브 opt=2·price사슬=Y
05 사인,E3,E,3,product,PET배너,PET배너,exact,실사:PET배너,exact,PRD_000136,4,Y,✅정상등록가능,라이브 opt=4·price사슬=Y
06 책자,F3,F,3,product,중철책자,중철책자,exact,책자:중철책자,exact,PRD_000068,35,Y,✅정상등록가능,라이브 opt=35·price사슬=Y
07 캘린더,G3,G,3,product,탁상형캘린더,탁상형캘린더,exact,캘린더:탁상형캘린더,exact,PRD_000108,0,N,🟡신규출시,라이브 존재(PRD_000108)·결손:옵션0/가격사슬X
08 문구,H3,H,3,product,만년다이어리(레더소프트커버),만년다이어리레더소프트커버,exact,문구:만년다이어리(레더소프트커버),exact,PRD_000175,0,N,🟡신규출시,라이브 존재(PRD_000175)·결손:옵션0/가격사슬X
09 아크릴,I3,I,3,product,아크릴키링,아크릴키링,exact,아크릴:아크릴키링,exact,PRD_000146,0,Y,🟡신규출시,라이브 존재(PRD_000146)·결손:옵션0
10 라이프,J3,J,3,product,틴거울,틴거울,exact,굿즈파우치:틴거울,exact,PRD_000183,0,N,🟡신규출시,라이브 존재(PRD_000183)·결손:옵션0/가격사슬X
11 에코백,K3,K,3,product,레더 플랫 파우치,레더플랫파우치,exact,굿즈파우치:레더 플랫 파우치,exact,PRD_000230,0,N,🟡신규출시,라이브 존재(PRD_000230)·결손:옵션0/가격사슬X
12 포장,L3,L,3,product,인쇄배경지(OPP봉투타입),인쇄배경지OPP봉투타입,exact,디지털인쇄:인쇄배경지(OPP봉투타입),exact,PRD_000043,0,Y,🟡신규출시,라이브 존재(PRD_000043)·결손:옵션0
01 엽서,A4,A,4,product,코팅엽서,코팅엽서,exact,디지털인쇄:코팅엽서,exact,PRD_000017,8,Y,✅정상등록가능,라이브 opt=8·price사슬=Y
02 스티커,B4,B,4,product,반칼 자유형 투명스티커,반칼자유형투명스티커,exact,스티커:반칼 자유형 투명스티커,exact,PRD_000053,4,Y,✅정상등록가능,라이브 opt=4·price사슬=Y
03 인쇄홍보물,C4,C,4,product,코팅명함,코팅명함,exact,디지털인쇄:코팅명함,exact,PRD_000032,8,Y,✅정상등록가능,라이브 opt=8·price사슬=Y
04 포스터,D4,D,4,product,아트페이퍼포스터,아트페이퍼포스터,exact,실사:아트페이퍼포스터,exact,PRD_000119,0,Y,🟡신규출시,라이브 존재(PRD_000119)·결손:옵션0
05 사인,E4,E,4,product,메쉬배너,메쉬배너,exact,실사:메쉬배너,exact,PRD_000137,1,Y,✅정상등록가능,라이브 opt=1·price사슬=Y
06 책자,F4,F,4,product,무선책자,무선책자,exact,책자:무선책자,exact,PRD_000069,32,Y,✅정상등록가능,라이브 opt=32·price사슬=Y
07 캘린더,G4,G,4,product,미니탁상형캘린더,미니탁상형캘린더,exact,캘린더:미니탁상형캘린더,exact,PRD_000109,0,N,🟡신규출시,라이브 존재(PRD_000109)·결손:옵션0/가격사슬X
08 문구,H4,H,4,product,만년다이어리(레더하드커버),만년다이어리레더하드커버,exact,문구:만년다이어리(레더하드커버),exact,PRD_000174,0,N,🟡신규출시,라이브 존재(PRD_000174)·결손:옵션0/가격사슬X
09 아크릴,I4,I,4,product,아크릴마그넷,아크릴마그넷,exact,아크릴:아크릴마그넷,exact,PRD_000147,0,N,🟡신규출시,라이브 존재(PRD_000147)·결손:옵션0/가격사슬X
10 라이프,J4,J,4,product,컴팩트거울,컴팩트거울,exact,굿즈파우치:컴팩트거울,exact,PRD_000184,0,N,🟡신규출시,라이브 존재(PRD_000184)·결손:옵션0/가격사슬X
11 에코백,K4,K,4,product,레더 슬림 파우치,레더슬림파우치,exact,굿즈파우치:레더 슬림 파우치,exact,PRD_000231,0,N,🟡신규출시,라이브 존재(PRD_000231)·결손:옵션0/가격사슬X
12 포장,L4,L,4,product,인쇄배경지(투명케이스타입),인쇄배경지투명케이스타입,exact,디지털인쇄:인쇄배경지(투명케이스타입),exact,PRD_000044,0,Y,🟡신규출시,라이브 존재(PRD_000044)·결손:옵션0
01 엽서,A5,A,5,product,스탠다드엽서,스탠다드엽서,exact,디지털인쇄:스탠다드엽서,exact,PRD_000018,15,Y,✅정상등록가능,라이브 opt=15·price사슬=Y
02 스티커,B5,B,5,product,반칼 자유형 홀로그램스티커,반칼자유형홀로그램스티커,exact,스티커:반칼 자유형 홀로그램스티커,exact,PRD_000054,0,Y,🟡신규출시,라이브 존재(PRD_000054)·결손:옵션0
03 인쇄홍보물,C5,C,5,product,스탠다드명함,스탠다드명함,exact,디지털인쇄:스탠다드명함,exact,PRD_000033,11,Y,✅정상등록가능,라이브 opt=11·price사슬=Y
04 포스터,D5,D,5,product,방수포스터,방수포스터,exact,실사:방수포스터,exact,PRD_000120,2,Y,✅정상등록가능,라이브 opt=2·price사슬=Y
05 사인,E5,E,5,product,일반현수막,일반현수막,exact,실사:일반현수막,exact,PRD_000138,18,Y,✅정상등록가능,라이브 opt=18·price사슬=Y
06 책자,F5,F,5,product,PUR책자,PUR책자,exact,책자:PUR책자,exact,PRD_000070,0,Y,🟡신규출시,라이브 존재(PRD_000070)·결손:옵션0
07 캘린더,G5,G,5,product,엽서캘린더,엽서캘린더,exact,캘린더:엽서캘린더,exact,PRD_000110,0,N,🟡신규출시,라이브 존재(PRD_000110)·결손:옵션0/가격사슬X
08 문구,H5,H,5,product,만년다이어리(소프트커버),만년다이어리소프트커버,exact,문구:만년다이어리(소프트커버),exact,PRD_000172,0,N,🟡신규출시,라이브 존재(PRD_000172)·결손:옵션0/가격사슬X
09 아크릴,I5,I,5,product,아크릴뱃지,아크릴뱃지,exact,아크릴:아크릴뱃지,exact,PRD_000148,0,N,🟡신규출시,라이브 존재(PRD_000148)·결손:옵션0/가격사슬X
10 라이프,J5,J,5,product,카드거울,카드거울,exact,굿즈파우치:카드거울,exact,PRD_000185,0,N,🟡신규출시,라이브 존재(PRD_000185)·결손:옵션0/가격사슬X
11 에코백,K5,K,5,product,레더 삼각 파우치,레더삼각파우치,exact,굿즈파우치:레더 삼각 파우치,exact,PRD_000232,0,N,🟡신규출시,라이브 존재(PRD_000232)·결손:옵션0/가격사슬X
12 포장,L5,L,5,product,인쇄헤더택,인쇄헤더택,exact,디지털인쇄:인쇄헤더택,exact,PRD_000045,0,Y,🟡신규출시,라이브 존재(PRD_000045)·결손:옵션0
01 엽서,A6,A,6,product,투명엽서,투명엽서,exact,디지털인쇄:투명엽서,exact,PRD_000019,0,N,🟡신규출시,라이브 존재(PRD_000019)·결손:옵션0/가격사슬X
02 스티커,B6,B,6,product,소량 자유형 스티커,소량자유형스티커,exact,스티커:소량자유형스티커,exact,PRD_000064,0,Y,🟡신규출시,라이브 존재(PRD_000064)·결손:옵션0
03 인쇄홍보물,C6,C,6,product,펄명함,펄명함,exact,디지털인쇄:펄명함,exact,PRD_000034,0,N,🟡신규출시,라이브 존재(PRD_000034)·결손:옵션0/가격사슬X
04 포스터,D6,D,6,product,접착방수포스터,접착방수포스터,exact,실사:접착방수포스터,exact,PRD_000121,2,Y,✅정상등록가능,라이브 opt=2·price사슬=Y
05 사인,E6,E,6,product,메쉬현수막,메쉬현수막,exact,실사:메쉬현수막,exact,PRD_000139,3,Y,✅정상등록가능,라이브 opt=3·price사슬=Y
06 책자,F6,F,6,product,트윈링책자,트윈링책자,exact,책자:트윈링책자,exact,PRD_000071,60,Y,✅정상등록가능,라이브 opt=60·price사슬=Y
08 문구,H6,H,6,product,만년다이어리(하드커버),만년다이어리하드커버,exact,문구:만년다이어리(하드커버),exact,PRD_000173,0,N,🟡신규출시,라이브 존재(PRD_000173)·결손:옵션0/가격사슬X
09 아크릴,I6,I,6,product,아크릴집게,아크릴집게,exact,아크릴:아크릴집게,exact,PRD_000149,0,N,🟡신규출시,라이브 존재(PRD_000149)·결손:옵션0/가격사슬X
10 라이프,J6,J,6,product,사각손거울,사각손거울,exact,굿즈파우치:사각손거울,exact,PRD_000186,0,N,🟡신규출시,라이브 존재(PRD_000186)·결손:옵션0/가격사슬X
11 에코백,K6,K,6,product,레더 볼륨 파우치,레더볼륨파우치,exact,굿즈파우치:레더 볼륨 파우치,exact,PRD_000233,0,N,🟡신규출시,라이브 존재(PRD_000233)·결손:옵션0/가격사슬X
01 엽서,A7,A,7,product,화이트인쇄엽서,화이트인쇄엽서,exact,디지털인쇄:화이트인쇄엽서,exact,PRD_000020,0,Y,🟡신규출시,라이브 존재(PRD_000020)·결손:옵션0
02 스티커,B7,B,7,product,낱장 자유형 스티커,낱장자유형스티커,exact,스티커:낱장 자유형 스티커,exact,PRD_000055,3,Y,✅정상등록가능,라이브 opt=3·price사슬=Y
03 인쇄홍보물,C7,C,7,product,투명명함,투명명함,exact,디지털인쇄:투명명함,exact,PRD_000039,0,N,🟡신규출시,라이브 존재(PRD_000039)·결손:옵션0/가격사슬X
04 포스터,D7,D,7,product,접착투명포스터,접착투명포스터,exact,실사:접착투명포스터,exact,PRD_000122,1,Y,✅정상등록가능,라이브 opt=1·price사슬=Y
07 캘린더,G7,G,7,section,▶︎벽걸이캘린더,벽걸이캘린더,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
08 문구,H7,H,7,product,먼슬리플래너,먼슬리플래너,exact,문구:먼슬리플래너,exact,PRD_000176,0,N,🟡신규출시,라이브 존재(PRD_000176)·결손:옵션0/가격사슬X
09 아크릴,I7,I,7,product,아크릴스마트톡,아크릴스마트톡,exact,아크릴:아크릴스마트톡,exact,PRD_000150,0,N,🟡신규출시,라이브 존재(PRD_000150)·결손:옵션0/가격사슬X
10 라이프,J7,J,7,product,블랙사각손거울,블랙사각손거울,exact,굿즈파우치:블랙사각손거울,exact,PRD_000187,0,N,🟡신규출시,라이브 존재(PRD_000187)·결손:옵션0/가격사슬X
11 에코백,K7,K,7,product,레더 스트링 파우치,레더스트링파우치,exact,굿즈파우치:레더 스트링 파우치,exact,PRD_000234,0,N,🟡신규출시,라이브 존재(PRD_000234)·결손:옵션0/가격사슬X
12 포장,L7,L,7,section,▶︎봉투/케이스,봉투케이스,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
01 엽서,A8,A,8,product,핑크별색엽서,핑크별색엽서,exact,디지털인쇄:핑크별색엽서,exact,PRD_000021,0,Y,🟡신규출시,라이브 존재(PRD_000021)·결손:옵션0
02 스티커,B8,B,8,product,낱장 자유형 투명스티커,낱장자유형투명스티커,exact,스티커:낱장 자유형 투명스티커,exact,PRD_000056,0,Y,🟡신규출시,라이브 존재(PRD_000056)·결손:옵션0
03 인쇄홍보물,C8,C,8,product,화이트인쇄명함,화이트인쇄명함,exact,디지털인쇄:화이트인쇄명함,exact,PRD_000040,0,N,🟡신규출시,라이브 존재(PRD_000040)·결손:옵션0/가격사슬X
05 사인,E8,E,8,section,▶︎시트커팅/스티커,시트커팅스티커,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
06 책자,F8,F,8,section,▶︎하드커버,하드커버,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
07 캘린더,G8,G,8,product,벽걸이캘린더,벽걸이캘린더,exact,캘린더:벽걸이캘린더,exact,PRD_000111,0,N,🟡신규출시,라이브 존재(PRD_000111)·결손:옵션0/가격사슬X
09 아크릴,I8,I,8,product,맥세이프 스마트톡,맥세이프스마트톡,exact,아크릴:맥세이프 스마트톡,exact,PRD_000151,0,N,🟡신규출시,라이브 존재(PRD_000151)·결손:옵션0/가격사슬X
11 에코백,K8,K,8,product,레더 스트링 원형파우치,레더스트링원형파우치,exact,굿즈파우치:레더 스트링 원형파우치,exact,PRD_000235,0,N,🟡신규출시,라이브 존재(PRD_000235)·결손:옵션0/가격사슬X
12 포장,L8,L,8,product,OPP접착봉투,OPP접착봉투,exact,상품악세사리:OPP접착봉투,exact,PRD_000001,0,N,🟡신규출시,라이브 존재(PRD_000001)·결손:옵션0/가격사슬X
01 엽서,A9,A,9,product,금은별색엽서,금은별색엽서,exact,디지털인쇄:금은별색엽서,exact,PRD_000022,0,Y,🟡신규출시,라이브 존재(PRD_000022)·결손:옵션0
02 스티커,B9,B,9,product,대형 자유형 스티커,대형자유형스티커,exact,스티커:대형 자유형 스티커,exact,PRD_000057,0,Y,🟡신규출시,라이브 존재(PRD_000057)·결손:옵션0
03 인쇄홍보물,C9,C,9,product,모양명함,모양명함,exact,디지털인쇄:모양명함,exact,PRD_000035,0,N,🟡신규출시,라이브 존재(PRD_000035)·결손:옵션0/가격사슬X
04 포스터,D9,D,9,section,▶︎패브릭포스터,패브릭포스터,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
05 사인,E9,E,9,product,무광시트커팅,무광시트커팅,exact,실사:무광시트커팅,exact,PRD_000140,0,Y,🟡신규출시,라이브 존재(PRD_000140)·결손:옵션0
06 책자,F9,F,9,product,하드커버책자,하드커버책자,exact,책자:하드커버책자,exact,PRD_000072,0,N,🟡신규출시,라이브 존재(PRD_000072)·결손:옵션0/가격사슬X
07 캘린더,G9,G,9,product,와이드벽걸이캘린더,와이드벽걸이캘린더,exact,캘린더:와이드벽걸이캘린더,exact,PRD_000112,0,N,🟡신규출시,라이브 존재(PRD_000112)·결손:옵션0/가격사슬X
09 아크릴,I9,I,9,product,아크릴명찰,아크릴명찰,exact,아크릴:아크릴명찰,exact,PRD_000152,0,N,🟡신규출시,라이브 존재(PRD_000152)·결손:옵션0/가격사슬X
10 라이프,J9,J,9,section,▶︎라이프,라이프,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
11 에코백,K9,K,9,product,레더 플랫 클러치,레더플랫클러치,exact,굿즈파우치:레더 플랫 클러치,exact,PRD_000236,0,N,🟡신규출시,라이브 존재(PRD_000236)·결손:옵션0/가격사슬X
12 포장,L9,L,9,product,OPP비접착봉투,OPP비접착봉투,exact,상품악세사리:OPP비접착봉투,exact,PRD_000002,0,N,🟡신규출시,라이브 존재(PRD_000002)·결손:옵션0/가격사슬X
01 엽서,A10,A,10,product,모양엽서,모양엽서,exact,디지털인쇄:모양엽서,exact,PRD_000023,0,Y,🟡신규출시,라이브 존재(PRD_000023)·결손:옵션0
03 인쇄홍보물,C10,C,10,product,미니모양명함,미니모양명함,exact,디지털인쇄:미니모양명함,exact,PRD_000036,0,N,🟡신규출시,라이브 존재(PRD_000036)·결손:옵션0/가격사슬X
04 포스터,D10,D,10,product,아트패브릭포스터,아트패브릭포스터,exact,실사:아트패브릭포스터,exact,PRD_000123,0,Y,🟡신규출시,라이브 존재(PRD_000123)·결손:옵션0
05 사인,E10,E,10,product,홀로그램시트커팅,홀로그램시트커팅,exact,실사:홀로그램 시트커팅,exact,PRD_000141,0,Y,🟡신규출시,라이브 존재(PRD_000141)·결손:옵션0
06 책자,F10,F,10,product,레더하드커버책자,레더하드커버책자,exact,책자:레더 하드커버책자,exact,PRD_000077,0,N,🟡신규출시,라이브 존재(PRD_000077)·결손:옵션0/가격사슬X
08 문구,H10,H,10,section,▶︎노트,노트,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
09 아크릴,I10,I,10,product,골드실버아크릴명찰,골드실버아크릴명찰,none,,none,,,,❌미출시,라이브 부재(D-3 partial 과매칭 철회: 아크릴명찰 PRD_000152와 별개 상품)
10 라이프,J10,J,10,product,머그컵,머그컵,exact,굿즈파우치:머그컵,exact,PRD_000193,0,N,🟡신규출시,라이브 존재(PRD_000193)·결손:옵션0/가격사슬X
11 에코백,K10,K,10,product,레더 삼각 클러치,레더삼각클러치,exact,굿즈파우치:레더 삼각 클러치,exact,PRD_000237,0,N,🟡신규출시,라이브 존재(PRD_000237)·결손:옵션0/가격사슬X
12 포장,L10,L,10,product,투명케이스,투명케이스,exact,상품악세사리:투명케이스,exact,PRD_000009,0,N,🟡신규출시,라이브 존재(PRD_000009)·결손:옵션0/가격사슬X
02 스티커,B11,B,11,section,▶︎규격 스티커,규격스티커,-,➖N/A(section),-,,,,➖N/A,섹션 헤더(비상품)
