sheet,type,row_seq,ref,col,fill_rgb,fill_meaning,font_rgb,comment_author,comment_text,has_constraint_star,is_formula,formula,hyperlink,col_hidden,text
디지털인쇄,cell,7,AM7,추가상품(옵션)_추가가격,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AN7,가격공식,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AO7,AO,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AP7,AP,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AQ7,AQ,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,7,AR7,AR,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,A8,구분,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,B8,ID,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,C8,MES ITEM_CD,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,D8,상품명,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,E8,사이즈(필수),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,F8,판수,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,G8,파일사양_블리드,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,H8,파일사양_작업사이즈,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,I8,파일사양_재단사이즈,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,J8,파일사양_출력용지규격,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,K8,파일사양_파일명약어,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,L8,파일사양_출력파일,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,M8,파일사양_폴더,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,N8,주문방법(필수)_업로드,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,O8,주문방법(필수)_편집기,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,P8,종이(필수),,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,Q8,인쇄(옵션),,,FFA5A5A5,,,,,,,,
디지털인쇄,cell,8,R8,별색인쇄(옵션)_화이트,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,S8,별색인쇄(옵션)_클리어,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,T8,별색인쇄(옵션)_핑크,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,U8,별색인쇄(옵션)_금색,,,Values must be of type <class 'str'>,,,,,,,,
디지털인쇄,cell,8,V8,별색인쇄(옵션)_은색,,,Values must be of type <class 'str'>,,,,,,,,
