sheet,row_seq,ref,col,axis,meta_json
출력소재(IMPORT),6,B6,중분류,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,C6,종이명,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""백색모조지 220g\"")""}"
출력소재(IMPORT),6,D6,평량,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),220.0)""}"
출력소재(IMPORT),6,E6,파일명약어,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""백모조\"")""}"
출력소재(IMPORT),6,F6,구매정보,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,G6,전지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""국전(939*636)\"")""}"
출력소재(IMPORT),6,H6,연당가,price,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),141280.0)""}"
출력소재(IMPORT),6,I6,"가격
(국4절)",price,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),70.64)""}"
출력소재(IMPORT),6,J6,가격(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,K6,종이사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""316x467\"")""}"
출력소재(IMPORT),6,L6,프리미엄엽서,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),6,M6,스탠다드엽서,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),6,N6,2단접지카드 / 3단접지카드 / 미니접지카드,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),6,O6,프리미엄명함,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,P6,소량전단지/접지리플렛 :: 소량전단지포스터/리플렛팜플렛 :: 코팅/오시/접지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),6,Q6,중철내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,R6,중철표지,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,S6,무선내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,T6,무선표지 :: 코팅/오시,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),6,U6,트윈링내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,V6,트윈링표지 :: 코팅/오시,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),6,W6,탁상형캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,X6,미니탁상형캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,Y6,엽서캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),6,Z6,벽걸이캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),7,A7,대분류 :: 구분,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,B7,중분류,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,C7,종이명,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""아트지 100g\"")""}"
출력소재(IMPORT),7,D7,평량,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),100.0)""}"
출력소재(IMPORT),7,E7,파일명약어,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""아트\"")""}"
출력소재(IMPORT),7,F7,구매정보,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,G7,전지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""국전(939*636)\"")""}"
출력소재(IMPORT),7,H7,연당가,price,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),61130.0)""}"
출력소재(IMPORT),7,I7,"가격
(국4절)",price,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),30.565)""}"
출력소재(IMPORT),7,J7,가격(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,K7,종이사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""316x467\"")""}"
출력소재(IMPORT),7,L7,프리미엄엽서,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,M7,스탠다드엽서,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,N7,2단접지카드 / 3단접지카드 / 미니접지카드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,O7,프리미엄명함,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,P7,소량전단지/접지리플렛 :: 소량전단지포스터/리플렛팜플렛 :: 코팅/오시/접지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),7,Q7,중철내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,R7,중철표지,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,S7,무선내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,T7,무선표지 :: 코팅/오시,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,U7,트윈링내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),7,V7,트윈링표지 :: 코팅/오시,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),7,W7,탁상형캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,X7,미니탁상형캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,Y7,엽서캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),7,Z7,벽걸이캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,A8,대분류 :: 구분,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,B8,중분류,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,C8,종이명,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""아트지 120g\"")""}"
출력소재(IMPORT),8,D8,평량,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),120.0)""}"
출력소재(IMPORT),8,E8,파일명약어,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""아트\"")""}"
출력소재(IMPORT),8,F8,구매정보,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,G8,전지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""국전(939*636)\"")""}"
출력소재(IMPORT),8,H8,연당가,price,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),73350.0)""}"
출력소재(IMPORT),8,I8,"가격
(국4절)",price,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),36.675)""}"
출력소재(IMPORT),8,J8,가격(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,K8,종이사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""316x467\"")""}"
출력소재(IMPORT),8,L8,프리미엄엽서,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,M8,스탠다드엽서,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,N8,2단접지카드 / 3단접지카드 / 미니접지카드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,O8,프리미엄명함,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,P8,소량전단지/접지리플렛 :: 소량전단지포스터/리플렛팜플렛 :: 코팅/오시/접지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),8,Q8,중철내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),8,R8,중철표지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),8,S8,무선내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),8,T8,무선표지 :: 코팅/오시,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,U8,트윈링내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),8,V8,트윈링표지 :: 코팅/오시,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),8,W8,탁상형캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,X8,미니탁상형캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,Y8,엽서캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),8,Z8,벽걸이캘린더,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,A9,대분류 :: 구분,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,B9,중분류,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,C9,종이명,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""아트지 150g\"")""}"
출력소재(IMPORT),9,D9,평량,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),150.0)""}"
출력소재(IMPORT),9,E9,파일명약어,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""아트\"")""}"
출력소재(IMPORT),9,F9,구매정보,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,G9,전지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""국전(939*636)\"")""}"
출력소재(IMPORT),9,H9,연당가,price,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),93300.0)""}"
출력소재(IMPORT),9,I9,"가격
(국4절)",price,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),46.65)""}"
출력소재(IMPORT),9,J9,가격(3절),price,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,K9,종이사이즈,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""316x467\"")""}"
출력소재(IMPORT),9,L9,프리미엄엽서,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,M9,스탠다드엽서,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,N9,2단접지카드 / 3단접지카드 / 미니접지카드,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,O9,프리미엄명함,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,P9,소량전단지/접지리플렛 :: 소량전단지포스터/리플렛팜플렛 :: 코팅/오시/접지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),9,Q9,중철내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),9,R9,중철표지,product,"{""font_rgb"": ""Values must be of type <class 'str'>"", ""is_formula"": true, ""formula"": ""=IFERROR(__xludf.DUMMYFUNCTION(\""\""\""COMPUTED_VALUE\""\""\""),\""●\"")""}"
출력소재(IMPORT),9,S9,무선내지,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
출력소재(IMPORT),9,T9,무선표지 :: 코팅/오시,product,"{""font_rgb"": ""Values must be of type <class 'str'>""}"
