sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,01 엽서,02 스티커,03 인쇄홍보물,04 포스터,05 사인,06 책자,07 캘린더,08 문구,09 아크릴,10 라이프,11 에코백,12 포장,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,cell_meta_json
MAP,54,,false,false,,,,,,,,,,,,우치와키링,린넨 에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,55,,false,false,,,,,,,,,,,,오마모리키링,캔버스 심플백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,56,,false,false,,,,,,,,,,,,,캔버스 포켓심플백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,57,,false,false,,,,,,,,,,,,▶︎패션,캔버스 포켓숄더백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,58,,false,false,,,,,,,,,,,,양말,캔버스 에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,59,,false,false,,,,,,,,,,,,반팔티셔츠,캔버스 숄더백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,60,,false,false,,,,,,,,,,,,후드티셔츠,,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,61,,false,false,,,,,,,,,,,,,▶︎타이벡에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,62,,false,false,,,,,,,,,,,,▶︎폰케이스&액세서리,타이벡 에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,63,,false,false,,,,,,,,,,,,밴드톡,타이벡 보냉에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,64,,false,false,,,,,,,,,,,,폰스트랩,타이벡 보냉미니백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,65,,false,false,,,,,,,,,,,,→아크릴 스마트톡,타이벡보냉보틀백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,66,,false,false,,,,,,,,,,,,→맥세이프 스마트톡,타이벡 양면 백팩,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,68,,false,false,,,,,,,,,,,,,▶︎메쉬에코백,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
