sheet,row_seq,prd_nm,_anchor_ffilled,_row_hidden,_work_size_col,_work_size_value,01 엽서,02 스티커,03 인쇄홍보물,04 포스터,05 사인,06 책자,07 캘린더,08 문구,09 아크릴,10 라이프,11 에코백,12 포장,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,cell_meta_json
MAP,13,,false,false,,,2단접지카드,반칼 정사각 스티커,,,→대형스티커,▶︎포토북,→우드거치대,메모패드,아크릴네임택,코르크코스터,▶︎패브릭파우치,캘린더봉투,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,14,,false,false,,,3단접지카드,반칼직사각스티커,▶︎전단지/리플랫,▶︎아트프린트,,심플모던포토북,→우드행거,중철노트,아크릴포카키링,우드코스터,캔버스 플랫 파우치,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,15,,false,false,,,미니접지카드,반칼띠지스티커,소량전단지,레더아트프린트,▶︎POP,여행포토북,,떡메모지,아크릴코스터,규조토코스터,캔버스 삼각 파우치,▶︎라벨/포장스티커,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,16,,false,false,,,지그재그엽서,반칼팬시스티커,접지리플렛,타이벡프린트,미니스탠딩보드,큐티키즈포토북,▶︎디자인캘린더,,아크릴머리끈,린넨코스터,캔버스 스트랩 라벨파우치,라벨/택,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,17,,false,false,,,,반칼팬시투명스티커,와이드접지리플랫,메쉬프린트,미니배너,,탁상형캘린더,▶︎홀더/클립보드,아크릴카라비너,→아크릴코스터,광목 스트링 라벨파우치,→반칼원형스티커,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,18,,false,false,,,▶︎엽서북,합판도무송스티커,,,,,엽서캘린더,레더링바인더,,워터북보틀,린넨 스트링 파우치,→반칼띠지스티커,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""fill_rgb"": ""Values must be of type <class 'str'>"", ""fill_meaning"": null, ""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,19,,false,false,,,엽서북,,▶︎쿠폰/상품권,▶︎보드액자,,,벽걸이캘린더,클립보드,▶︎조합형,극세사클리너,,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,20,,false,false,,,,▶︎특수스티커,스탠다드 쿠폰/상품권,폼보드,, ,,투명클립보드,아크릴자유형스탠드,극세사타월,▶︎타이벡파우치,▶︎포장부자재,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,21,,false,false,,,▶︎포토카드,타투스티커,프리미엄 상품권/쿠폰,포맥스보드,,,,,판아크릴,벨벳쿠션,타이벡 플랫 파우치,자석고정용고무판,,,,,,,,,,,,,,,"{""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,22,,false,false,,,포토카드,,,프레임리스액자,,,,▶︎데스크소품,아크릴포카스탠드,→아크릴마그넷,타이벡 슬림 파우치,,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,23,,false,false,,,투명포토카드,▶︎스티커팩,▶︎봉투/홀더 외,레더아트액자,,,,만년스탬프,,,타이벡 삼각 파우치,▶︎상품액세서리,,,,,,,,,,,,,,,"{""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,24,,false,false,,,종이슬로건,스티커팩,봉투제작,족자포스터,,  ,,자석북마크,▶︎코롯토,,타이벡 스트링 파우치,우드거치대,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
MAP,25,,false,false,,,→말랑 포카홀더,,→만년스탬프,캔버스행잉포스터,,,,→아크릴집게,아크릴코롯토,▶︎여행/아웃도어,타이벡 플랫 클러치,우드행거,,,,,,,,,,,,,,,"{""01 엽서"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""02 스티커"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""03 인쇄홍보물"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""04 포스터"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""05 사인"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""06 책자"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""07 캘린더"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""08 문구"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""09 아크릴"": {""fill_rgb"": ""FFFFFF00"", ""fill_meaning"": ""신규"", ""font_rgb"": ""Values must be of type <class 'str'>""}, ""10 라이프"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""11 에코백"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""12 포장"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""M"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""N"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""O"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""P"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Q"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""R"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""S"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""T"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""U"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""V"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""W"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""X"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Y"": {""font_rgb"": ""Values must be of type <class 'str'>""}, ""Z"": {""font_rgb"": ""Values must be of type <class 'str'>""}}"
