prd_cd,prd_nm,edge,remediation_class,note
PRD_000149,아크릴집게,E4,needs_authority,PRICE_MISSING OPV_001023#1:mat_cd=MAT_000424
PRD_000149,아크릴집게,E4,needs_authority,PRICE_MISSING OPV_001024#1:mat_cd=MAT_000425
PRD_000149,아크릴집게,E4,needs_authority,"UNCOVERED mat_cd: 2개 값 그리드 매칭 없음 값=['MAT_000424', 'MAT_000425']"
PRD_000149,아크릴집게,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000149,아크릴집게,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '굿즈가공' 공정 제공하나 가격 comp 없음
PRD_000149,아크릴집게,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000149,아크릴집게,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴집게' max 10000 > 최대구간 1×10
PRD_000150,아크릴스마트톡,E4,needs_authority,PRICE_MISSING OPV_000966#1:mat_cd=MAT_000426
PRD_000150,아크릴스마트톡,E4,needs_authority,PRICE_MISSING OPV_000967#1:mat_cd=MAT_000427
PRD_000150,아크릴스마트톡,E4,needs_authority,"UNCOVERED mat_cd: 2개 값 그리드 매칭 없음 값=['MAT_000426', 'MAT_000427']"
PRD_000150,아크릴스마트톡,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000150,아크릴스마트톡,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000150,아크릴스마트톡,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴스마트톡' max 10000 > 최대구간 1×10
PRD_000151,맥세이프 스마트톡,E4,needs_authority,UNCOVERED mat_cd: 1개 값 그리드 매칭 없음 값=['MAT_000428']
PRD_000151,맥세이프 스마트톡,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000007|siz_cd=SIZ_000011|siz_height=50.0|siz_width=50.0|qty=1
PRD_000151,맥세이프 스마트톡,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000007|siz_cd=SIZ_000011|siz_height=80.0|siz_width=80.0|qty=1
PRD_000151,맥세이프 스마트톡,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000007|siz_cd=SIZ_000211|siz_height=50.0|siz_width=50.0|qty=1
PRD_000151,맥세이프 스마트톡,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000007|siz_cd=SIZ_000211|siz_height=80.0|siz_width=80.0|qty=1
PRD_000151,맥세이프 스마트톡,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000007|siz_cd=SIZ_000222|siz_height=50.0|siz_width=50.0|qty=1
PRD_000151,맥세이프 스마트톡,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000007|siz_cd=SIZ_000222|siz_height=80.0|siz_width=80.0|qty=1
PRD_000151,맥세이프 스마트톡,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000151,맥세이프 스마트톡,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000151,맥세이프 스마트톡,Q1,review,초대량 저청구 검토(INFO_MAX): '맥세이프 스마트톡' max 10000 > 최대구간 1×10
PRD_000152,아크릴명찰,E4,needs_authority,PRICE_MISSING OPV_001025#1:mat_cd=MAT_000421
PRD_000152,아크릴명찰,E4,needs_authority,PRICE_MISSING OPV_001026#1:mat_cd=MAT_000423
PRD_000152,아크릴명찰,E4,needs_authority,"UNCOVERED mat_cd: 2개 값 그리드 매칭 없음 값=['MAT_000421', 'MAT_000423']"
PRD_000152,아크릴명찰,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000152,아크릴명찰,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000152,아크릴명찰,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴명찰' max 10000 > 최대구간 1×10
PRD_000153,아크릴명찰(골드실버),Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴명찰(골드실버)' max 10000 > 최대구간 1×10
PRD_000154,아크릴 머리끈,E4,needs_authority,PRICE_MISSING OPV_001031#1:mat_cd=MAT_000429
PRD_000154,아크릴 머리끈,E4,needs_authority,UNCOVERED mat_cd: 1개 값 그리드 매칭 없음 값=['MAT_000429']
PRD_000154,아크릴 머리끈,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000154,아크릴 머리끈,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000154,아크릴 머리끈,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴 머리끈' max 10000 > 최대구간 1×10
PRD_000155,아크릴볼펜,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000155,아크릴볼펜,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000155,아크릴볼펜,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴볼펜' max 10000 > 최대구간 1×10
PRD_000156,아크릴지비츠,E3,needs_design,MISSING_DIM opt_cd: 상품 등록값 0 · 그리드엔 2개 값 존재 값=[]
PRD_000156,아크릴지비츠,E3,review,차원 누락(MISSING·opt_cd): 손님선택 2값이 단가행에 없음
PRD_000156,아크릴지비츠,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000386|print_opt_cd=POPT_000007|siz_cd=SIZ_000216|siz_height=20.0|siz_width=20.0|qty=100
PRD_000156,아크릴지비츠,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000386|print_opt_cd=POPT_000007|siz_cd=SIZ_000216|siz_height=35.0|siz_width=35.0|qty=100
PRD_000156,아크릴지비츠,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000386|print_opt_cd=POPT_000007|siz_cd=SIZ_000336|siz_height=20.0|siz_width=20.0|qty=100
PRD_000156,아크릴지비츠,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000386|print_opt_cd=POPT_000007|siz_cd=SIZ_000336|siz_height=35.0|siz_width=35.0|qty=100
PRD_000156,아크릴지비츠,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000386|print_opt_cd=POPT_000007|siz_cd=SIZ_000353|siz_height=20.0|siz_width=20.0|qty=100
PRD_000156,아크릴지비츠,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000386|print_opt_cd=POPT_000007|siz_cd=SIZ_000353|siz_height=35.0|siz_width=35.0|qty=100
PRD_000156,아크릴지비츠,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000386|print_opt_cd=POPT_000007|siz_cd=SIZ_000354|siz_height=20.0|siz_width=20.0|qty=100
PRD_000156,아크릴지비츠,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000386|print_opt_cd=POPT_000007|siz_cd=SIZ_000354|siz_height=35.0|siz_width=35.0|qty=100
PRD_000156,아크릴지비츠,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000156,아크릴지비츠,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000156,아크릴지비츠,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴지비츠' max 10000 > 최대구간 1×10
PRD_000157,아크릴네임택,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000157,아크릴네임택,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000157,아크릴네임택,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴네임택' max 10000 > 최대구간 1×10
PRD_000158,아크릴 포카키링,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000006|siz_cd=SIZ_000406|qty=1
PRD_000158,아크릴 포카키링,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000158,아크릴 포카키링,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴 포카키링' max 10000 > 최대구간 1×10
PRD_000159,아크릴코스터,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000159,아크릴코스터,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000159,아크릴코스터,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴코스터' max 10000 > 최대구간 1×10
PRD_000160,아크릴자유형스탠드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000160,아크릴자유형스탠드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000160,아크릴자유형스탠드,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴자유형스탠드' max 10000 > 최대구간 1×10
PRD_000161,판아크릴,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000161,판아크릴,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000161,판아크릴,Q1,review,초대량 저청구 검토(INFO_MAX): '판아크릴' max 10000 > 최대구간 1×10
PRD_000162,아크릴포카스탠드,E4,needs_authority,ZERO_FINAL print_opt_cd=POPT_000006|siz_cd=SIZ_000364|qty=1
PRD_000162,아크릴포카스탠드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000162,아크릴포카스탠드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000162,아크릴포카스탠드,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴포카스탠드' max 10000 > 최대구간 1×10
PRD_000163,아크릴미니파츠,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000163,아크릴미니파츠,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000163,아크릴미니파츠,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴미니파츠' max 10000 > 최대구간 1×10
PRD_000164,아크릴코롯토,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000164,아크릴코롯토,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '레이저커팅' 공정 제공하나 가격 comp 없음
PRD_000164,아크릴코롯토,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴코롯토' max 10000 > 최대구간 1×10
PRD_000165,아크릴포카코롯토,E4,needs_authority,ZERO_FINAL mat_cd=MAT_000416|print_opt_cd=POPT_000006|siz_cd=SIZ_000507|qty=1
PRD_000165,아크릴포카코롯토,E4,review,계산불가(PRICED-0-STRUCT): 공식 바인딩 있으나 wired 1개 전부 단가행 0 → PRICE 반드시 0
PRD_000166,아크릴카라비너,G1,review,
PRD_000166,아크릴카라비너,Q1,review,초대량 저청구 검토(INFO_MAX): '아크릴카라비너' max 10000 > 최대구간 1×10
PRD_000168,,E4,review,계산불가(PRICED-0-STRUCT): 공식 바인딩 있으나 wired 1개 전부 단가행 0 → PRICE 반드시 0
PRD_000169,,E4,review,계산불가(PRICED-0-STRUCT): 공식 바인딩 있으나 wired 1개 전부 단가행 0 → PRICE 반드시 0
PRD_000170,,E4,review,계산불가(PRICED-0-STRUCT): 공식 바인딩 있으나 wired 1개 전부 단가행 0 → PRICE 반드시 0
PRD_000172,만년다이어리(소프트커버),Q1,review,초대량 저청구 검토(INFO_MAX): '만년다이어리(소프트커버)' max 500 > 최대구간 1×10
PRD_000173,만년다이어리(하드커버),Q1,review,초대량 저청구 검토(INFO_MAX): '만년다이어리(하드커버)' max 500 > 최대구간 1×10
PRD_000174,만년다이어리(레더하드커버),Q1,review,초대량 저청구 검토(INFO_MAX): '만년다이어리(레더하드커버)' max 500 > 최대구간 1×10
PRD_000175,만년다이어리(레더소프트커버),Q1,review,초대량 저청구 검토(INFO_MAX): '만년다이어리(레더소프트커버)' max 500 > 최대구간 1×10
PRD_000176,먼슬리플래너,Q1,review,초대량 저청구 검토(INFO_MAX): '먼슬리플래너' max 500 > 최대구간 1×10
PRD_000177,스프링노트,G1,review,
PRD_000177,스프링노트,Q1,review,초대량 저청구 검토(INFO_MAX): '스프링노트' max 1000 > 최대구간 1×10
PRD_000177,스프링노트,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000301', 'siz_cd': 'SIZ_000171', 'mat_cd': 'MAT_000081', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000302'}]|mode=strict|qty=1"
PRD_000178,스프링수첩,Q1,review,초대량 저청구 검토(INFO_MAX): '스프링수첩' max 500 > 최대구간 1×10
PRD_000179,메모패드,Q1,review,초대량 저청구 검토(INFO_MAX): '메모패드' max 1000 > 최대구간 1×10
PRD_000179,메모패드,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000305', 'siz_cd': 'SIZ_000614', 'mat_cd': 'MAT_000081', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000306'}]|mode=strict|qty=1"
PRD_000181,중철노트,Q1,review,초대량 저청구 검토(INFO_MAX): '중철노트' max 500 > 최대구간 1×10
PRD_000181,중철노트,S1,review,"SET_MEMBER_NO_SOURCE copies=1|members=[{'sub_prd_cd': 'PRD_000307', 'siz_cd': 'SIZ_000382', 'mat_cd': 'MAT_000081', 'print_opt_cd': 'POPT_000001'}, {'sub_prd_cd': 'PRD_000308'}]|mode=strict|qty=1"
PRD_000186,사각손거울,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000193,머그컵,G1,review,
PRD_000194,워터북보틀,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000197,미니매트,W4,review,ANCHOR_DELETED OPV_000452#1:mat_cd=MAT_000255
PRD_000197,미니매트,W4,review,ANCHOR_DELETED OPV_000453#1:mat_cd=MAT_000256
PRD_000198,피크닉매트,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000198,피크닉매트,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000198,피크닉매트,W4,review,ANCHOR_DELETED OPV_000454#1:mat_cd=MAT_000255
PRD_000198,피크닉매트,W4,review,ANCHOR_DELETED OPV_000455#1:mat_cd=MAT_000256
PRD_000200,핀버튼,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '전사인쇄' 공정 제공하나 가격 comp 없음
PRD_000201,레더스트랩키링,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000202,키캡키링,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '전사인쇄' 공정 제공하나 가격 comp 없음
PRD_000203,LED투명키캡키링,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000215,클립보드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '디지털인쇄' 공정 제공하나 가격 comp 없음
PRD_000215,클립보드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '무광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000216,투명클립보드,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 'UV평판인쇄' 공정 제공하나 가격 comp 없음
PRD_000217,만년스탬프,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '도장가공' 공정 제공하나 가격 comp 없음
PRD_000217,만년스탬프,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '도장인쇄' 공정 제공하나 가격 comp 없음
PRD_000220,폰스트랩,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '전사인쇄' 공정 제공하나 가격 comp 없음
PRD_000226,아크릴쉐이커코롯토,E3,review,차원 누락(MISSING·siz_cd): 손님선택 1값이 단가행에 없음
PRD_000226,아크릴쉐이커코롯토,E4,review,PRICE_GAP siz_cd=SIZ_000506|qty=1
PRD_000226,아크릴쉐이커코롯토,E4,needs_authority,UNCOVERED siz_cd: 1개 값 그리드 매칭 없음 값=['SIZ_000506']
PRD_000226,아크릴쉐이커코롯토,E4,needs_authority,ZERO_FINAL siz_cd=SIZ_000506|qty=1
PRD_000230,레더플랫파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000230,레더플랫파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000231,레더슬림파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000231,레더슬림파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000232,레더삼각파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000232,레더삼각파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000233,레더볼륨파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000233,레더볼륨파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000238,레더아이패드노트북파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000238,레더아이패드노트북파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000239,캔버스 플랫 파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '부착' 공정 제공하나 가격 comp 없음
PRD_000240,캔버스 삼각 파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '부착' 공정 제공하나 가격 comp 없음
PRD_000243,린넨 스트링 파우치,W4,review,MASTER_DELETED OPV_000709#1:siz_cd=SIZ_000587
PRD_000244,타이벡플랫파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000244,타이벡플랫파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000245,타이벡슬림파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000246,타이벡삼각파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000246,타이벡삼각파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000247,타이벡스트링파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000247,타이벡스트링파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000249,메쉬슬림파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '오버로크' 공정 제공하나 가격 comp 없음
PRD_000249,메쉬슬림파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000252,레더슬림미니파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000254,레더볼륨미니파우치,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000267,린넨 에코백,W4,review,ANCHOR_DELETED OPV_000758#1:mat_cd=MAT_000332
PRD_000267,린넨 에코백,W4,review,ANCHOR_DELETED OPV_000759#1:mat_cd=MAT_000333
PRD_000273,타이벡양면백팩,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000274,타이벡보냉보틀백,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000280,레더라벨제작,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '패브릭출력' 공정 제공하나 가격 comp 없음
PRD_000288,중철책자-표지,E3,review,차원 누락(MISSING·proc_cd): 손님선택 1값이 단가행에 없음
PRD_000288,중철책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '유광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E3,review,차원 누락(MISSING·plt_siz_cd): 손님선택 1값이 단가행에 없음
PRD_000290,무선책자-표지,E3,review,차원 누락(MISSING·proc_cd): 손님선택 11값이 단가행에 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '금유광' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '동박' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '먹유광' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '유광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '은유광' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '적박' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '청박' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '트윙클박' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '형압(양각)' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '형압(음각)' 공정 제공하나 가격 comp 없음
PRD_000290,무선책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '홀로그램박' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E3,review,차원 누락(MISSING·plt_siz_cd): 손님선택 1값이 단가행에 없음
PRD_000292,PUR책자-표지,E3,review,차원 누락(MISSING·proc_cd): 손님선택 11값이 단가행에 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '금유광' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '동박' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '먹유광' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '유광라미네이팅' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '은유광' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '적박' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '청박' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '트윙클박' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '형압(양각)' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '형압(음각)' 공정 제공하나 가격 comp 없음
PRD_000292,PUR책자-표지,E4,review,공정 무료화(UNCOVERED_PROCESS): 상품이 '홀로그램박' 공정 제공하나 가격 comp 없음
