comp_price_id,comp_cd,apply_ymd,siz_cd,mat_cd,min_qty,unit_price
3099,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000216,MAT_000153,2000,39200.00
3100,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000217,MAT_000084,2000,30900.00
3101,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000217,MAT_000153,2000,41500.00
3102,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000218,MAT_000084,2000,36000.00
3103,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000218,MAT_000153,2000,54600.00
3104,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000219,MAT_000084,2000,28000.00
3105,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000219,MAT_000153,2000,35600.00
3106,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000220,MAT_000084,2000,30500.00
3107,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000220,MAT_000153,2000,39800.00
3108,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000221,MAT_000084,2000,33000.00
3109,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000221,MAT_000153,2000,46300.00
3110,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000222,MAT_000084,2000,36000.00
3111,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000222,MAT_000153,2000,54600.00
3112,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000223,MAT_000084,2000,70000.00
3113,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000223,MAT_000153,2000,80700.00
3114,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,MAT_000084,3000,40000.00
3115,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,MAT_000153,3000,52200.00
3116,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,MAT_000084,3000,41500.00
3117,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,MAT_000153,3000,55600.00
3118,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,MAT_000084,3000,43000.00
3119,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,MAT_000153,3000,62700.00
3120,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000215,MAT_000084,3000,40000.00
3121,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000215,MAT_000153,3000,52200.00
3122,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000216,MAT_000084,3000,40000.00
3123,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000216,MAT_000153,3000,52200.00
3124,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000217,MAT_000084,3000,41500.00
3125,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000217,MAT_000153,3000,55600.00
3126,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000218,MAT_000084,3000,49000.00
3127,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000218,MAT_000153,3000,75700.00
3128,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000219,MAT_000084,3000,37000.00
3129,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000219,MAT_000153,3000,47300.00
3130,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000220,MAT_000084,3000,40600.00
3131,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000220,MAT_000153,3000,52800.00
3132,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000221,MAT_000084,3000,44000.00
3133,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000221,MAT_000153,3000,62700.00
3134,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000222,MAT_000084,3000,48000.00
3135,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000222,MAT_000153,3000,75700.00
3136,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000223,MAT_000084,3000,95000.00
3137,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000223,MAT_000153,3000,120800.00
3138,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,MAT_000084,4000,50000.00
3139,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,MAT_000153,4000,65300.00
3140,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,MAT_000084,4000,51500.00
3141,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,MAT_000153,4000,69900.00
3142,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,MAT_000084,4000,54000.00
3143,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,MAT_000153,4000,79400.00
3144,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000215,MAT_000084,4000,50000.00
3145,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000215,MAT_000153,4000,65300.00
3146,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000216,MAT_000084,4000,50000.00
3147,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000216,MAT_000153,4000,65300.00
3148,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000217,MAT_000084,4000,51500.00
3149,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000217,MAT_000153,4000,69900.00
3150,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000218,MAT_000084,4000,62000.00
3151,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000218,MAT_000153,4000,97200.00
3152,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000219,MAT_000084,4000,46500.00
3153,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000219,MAT_000153,4000,59400.00
3154,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000220,MAT_000084,4000,51000.00
3155,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000220,MAT_000153,4000,65900.00
3156,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000221,MAT_000084,4000,55000.00
3157,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000221,MAT_000153,4000,79400.00
3158,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000222,MAT_000084,4000,60000.00
3159,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000222,MAT_000153,4000,97200.00
3160,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000223,MAT_000084,4000,120000.00
3161,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000223,MAT_000153,4000,155300.00
3162,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,MAT_000084,5000,60000.00
3163,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000212,MAT_000153,5000,78300.00
3164,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,MAT_000084,5000,62000.00
3165,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000213,MAT_000153,5000,84100.00
3166,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,MAT_000084,5000,64500.00
3167,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000214,MAT_000153,5000,96000.00
3168,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000215,MAT_000084,5000,60000.00
3169,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000215,MAT_000153,5000,78300.00
3170,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000216,MAT_000084,5000,60000.00
3171,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000216,MAT_000153,5000,78300.00
3172,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000217,MAT_000084,5000,62000.00
3173,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000217,MAT_000153,5000,84100.00
3174,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000218,MAT_000084,5000,76000.00
3175,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000218,MAT_000153,5000,118500.00
3176,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000219,MAT_000084,5000,55500.00
3177,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000219,MAT_000153,5000,71100.00
3178,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000220,MAT_000084,5000,61000.00
3179,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000220,MAT_000153,5000,78900.00
3180,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000221,MAT_000084,5000,66000.00
3181,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000221,MAT_000153,5000,96000.00
3182,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000222,MAT_000084,5000,72000.00
3183,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000222,MAT_000153,5000,118500.00
3184,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000223,MAT_000084,5000,150000.00
3185,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000223,MAT_000153,5000,189900.00
3186,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000084,1000,18000.00
3187,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000153,1000,22500.00
3188,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000084,1000,22000.00
3189,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000153,1000,29500.00
3190,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000084,1000,18000.00
3191,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000153,1000,22500.00
3192,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000084,1000,20000.00
3193,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000153,1000,26100.00
3194,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000084,1000,22000.00
3195,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000153,1000,29500.00
3196,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000084,1000,18000.00
3197,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000153,1000,22500.00
3198,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000084,1000,20300.00
3199,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000153,1000,26700.00
3200,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000084,1000,22000.00
3201,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000153,1000,29500.00
3202,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000084,1000,22000.00
3203,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000153,1000,29500.00
3204,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000084,1000,21500.00
3205,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000153,1000,28500.00
3206,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000084,1000,24000.00
3207,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000153,1000,33300.00
3208,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000084,1000,27000.00
3209,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000153,1000,37900.00
3210,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000084,1000,29500.00
3211,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000153,1000,42500.00
3212,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000084,1000,32000.00
3213,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000153,1000,47300.00
3214,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000084,2000,27000.00
3215,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000153,2000,34300.00
3216,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000084,2000,33000.00
3217,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000153,2000,46300.00
3218,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000084,2000,27000.00
3219,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000153,2000,34300.00
3220,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000084,2000,30000.00
3221,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000153,2000,39200.00
3222,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000084,2000,33000.00
3223,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000153,2000,46300.00
3224,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000084,2000,27000.00
3225,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000153,2000,34300.00
3226,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000084,2000,30500.00
3227,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000153,2000,39800.00
3228,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000084,2000,33000.00
3229,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000153,2000,46300.00
3230,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000084,2000,33000.00
3231,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000153,2000,46300.00
3232,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000084,2000,43000.00
3233,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000153,2000,56900.00
3234,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000084,2000,48000.00
3235,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000153,2000,62700.00
3236,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000084,2000,54000.00
3237,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000153,2000,68600.00
3238,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000084,2000,59000.00
3239,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000153,2000,74700.00
3240,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000084,2000,64000.00
3241,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000153,2000,80700.00
3242,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000084,3000,36000.00
3243,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000153,3000,46300.00
3244,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000084,3000,44000.00
3245,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000153,3000,62700.00
3246,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000084,3000,36000.00
3247,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000153,3000,46300.00
3248,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000084,3000,40000.00
3249,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000153,3000,52200.00
3250,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000084,3000,44000.00
3251,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000153,3000,62700.00
3252,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000084,3000,36000.00
3253,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000153,3000,46300.00
3254,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000084,3000,40600.00
3255,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000153,3000,52800.00
3256,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000084,3000,44000.00
3257,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000153,3000,62700.00
3258,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000084,3000,44000.00
3259,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000153,3000,62700.00
3260,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000084,3000,64500.00
3261,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000153,3000,85500.00
3262,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000084,3000,72000.00
3263,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000153,3000,92400.00
3264,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000084,3000,76000.00
3265,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000153,3000,99500.00
3266,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000084,3000,84000.00
3267,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000153,3000,106800.00
3268,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000084,3000,90000.00
3269,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000153,3000,113900.00
3270,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000084,4000,45000.00
3271,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000153,4000,58000.00
3272,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000084,4000,55000.00
3273,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000153,4000,79400.00
3274,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000084,4000,45000.00
3275,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000153,4000,58000.00
3276,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000084,4000,50000.00
3277,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000153,4000,65300.00
3278,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000084,4000,55000.00
3279,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000153,4000,79400.00
3280,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000084,4000,45000.00
3281,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000153,4000,58000.00
3282,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000084,4000,51000.00
3283,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000153,4000,65900.00
3284,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000084,4000,55000.00
3285,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000153,4000,79400.00
3286,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000084,4000,55000.00
3287,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000153,4000,79400.00
3288,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000084,4000,86000.00
3289,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000153,4000,113900.00
3290,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000084,4000,95000.00
3291,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000153,4000,122100.00
3292,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000084,4000,100000.00
3293,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000153,4000,130500.00
3294,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000084,4000,110000.00
3295,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000153,4000,138700.00
3296,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000084,4000,115000.00
3297,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000153,4000,146900.00
3298,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000084,5000,54000.00
3299,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000224,MAT_000153,5000,69900.00
3300,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000084,5000,66000.00
3301,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000226,MAT_000153,5000,96000.00
3302,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000084,5000,54000.00
3303,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000228,MAT_000153,5000,69900.00
3304,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000084,5000,60000.00
3305,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000230,MAT_000153,5000,78300.00
3306,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000084,5000,66000.00
3307,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000232,MAT_000153,5000,96000.00
3308,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000084,5000,54000.00
3309,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000234,MAT_000153,5000,69900.00
3310,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000084,5000,61000.00
3311,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000236,MAT_000153,5000,78900.00
3312,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000084,5000,66000.00
3313,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000238,MAT_000153,5000,96000.00
3314,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000084,5000,66000.00
3315,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000240,MAT_000153,5000,96000.00
3316,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000084,5000,107500.00
3317,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000242,MAT_000153,5000,142300.00
3318,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000084,5000,120000.00
3319,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000244,MAT_000153,5000,151700.00
3320,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000084,5000,125000.00
3321,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000245,MAT_000153,5000,161300.00
3322,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000084,5000,135000.00
3323,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000247,MAT_000153,5000,170700.00
3324,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000084,5000,140000.00
3325,COMP_GANGPAN_PRINT,2026-06-01,SIZ_000249,MAT_000153,5000,180100.00
