code,display_name,raw_value_json,unit,semantic_axis,product_bindings,price_dependent,source,note
SIZ_000263,152x102,"{""work_w"": ""152.00"", ""work_h"": ""102.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000264,318x110,"{""work_w"": ""318.00"", ""work_h"": ""110.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000265,288x145,"{""work_w"": ""288.00"", ""work_h"": ""145.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000266,70x120,"{""work_w"": ""70.00"", ""work_h"": ""120.00"", ""cut_w"": ""70.00"", ""cut_h"": ""120.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,live,cp_rows=56
SIZ_000267,74x124,"{""work_w"": ""74.00"", ""work_h"": ""124.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000268,72x120,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""72.00"", ""cut_h"": ""120.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000269,8x8(200x200mm),"{""work_w"": ""200.00"", ""work_h"": ""200.00"", ""cut_w"": ""200.00"", ""cut_h"": ""200.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000270,203x203,"{""work_w"": ""203.00"", ""work_h"": ""203.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000271,201x199,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""201.00"", ""cut_h"": ""199.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000272,460x235,"{""work_w"": ""460.00"", ""work_h"": ""235.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000273,420x213,"{""work_w"": ""420.00"", ""work_h"": ""213.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000274,10x10(250x250mm),"{""work_w"": ""250.00"", ""work_h"": ""250.00"", ""cut_w"": ""250.00"", ""cut_h"": ""250.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000275,254x254,"{""work_w"": ""254.00"", ""work_h"": ""254.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000276,252x250,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""252.00"", ""cut_h"": ""250.00""}",mm,치수미상/라벨형,prd_sizes=0;plate=0,N,live,
SIZ_000277,556x285,"{""work_w"": ""556.00"", ""work_h"": ""285.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000278,352x248,"{""work_w"": ""352.00"", ""work_h"": ""248.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000279,314x224,"{""work_w"": ""314.00"", ""work_h"": ""224.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000280,472x334,"{""work_w"": ""472.00"", ""work_h"": ""334.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000281,440x313,"{""work_w"": ""440.00"", ""work_h"": ""313.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000282,224x149,"{""work_w"": ""224.00"", ""work_h"": ""149.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000283,134x224,"{""work_w"": ""134.00"", ""work_h"": ""224.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000284,94x104,"{""work_w"": ""94.00"", ""work_h"": ""104.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000285,152x64,"{""work_w"": ""152.00"", ""work_h"": ""64.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000286,149x149,"{""work_w"": ""149.00"", ""work_h"": ""149.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000287,224x134,"{""work_w"": ""224.00"", ""work_h"": ""134.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000288,149x304,"{""work_w"": ""149.00"", ""work_h"": ""304.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000289,214x301,"{""work_w"": ""214.00"", ""work_h"": ""301.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000290,214x424,"{""work_w"": ""214.00"", ""work_h"": ""424.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000291,304x424,"{""work_w"": ""304.00"", ""work_h"": ""424.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=0,N,live,del_yn=Y(논리삭제)
SIZ_000292,304x629,"{""work_w"": ""304.00"", ""work_h"": ""629.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000293,A1(594x841mm),"{""work_w"": ""594.00"", ""work_h"": ""841.00"", ""cut_w"": ""594.00"", ""cut_h"": ""841.00""}",mm,작업+재단 보유,prd_sizes=11;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000294,A1 (594X841),"{""work_w"": ""594.00"", ""work_h"": ""841.00"", ""cut_w"": ""594.00"", ""cut_h"": ""841.00""}",mm,작업+재단 보유,prd_sizes=0;plate=12,N,live,
SIZ_000295,A3세로(297x420mm),"{""work_w"": ""297.00"", ""work_h"": ""420.00"", ""cut_w"": ""297.00"", ""cut_h"": ""420.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000296,A3가로(420x297mm),"{""work_w"": ""420.00"", ""work_h"": ""297.00"", ""cut_w"": ""420.00"", ""cut_h"": ""297.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000297,A2세로(420x594mm),"{""work_w"": ""420.00"", ""work_h"": ""594.00"", ""cut_w"": ""420.00"", ""cut_h"": ""594.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000298,A2가로(594x420mm),"{""work_w"": ""594.00"", ""work_h"": ""420.00"", ""cut_w"": ""594.00"", ""cut_h"": ""420.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000299,594x420,"{""work_w"": ""594.00"", ""work_h"": ""420.00"", ""cut_w"": ""594.00"", ""cut_h"": ""420.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000300,A1세로(594x841mm),"{""work_w"": ""594.00"", ""work_h"": ""841.00"", ""cut_w"": ""594.00"", ""cut_h"": ""841.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000301,A1가로(841x594mm),"{""work_w"": ""841.00"", ""work_h"": ""594.00"", ""cut_w"": ""841.00"", ""cut_h"": ""594.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,del_yn=Y(논리삭제)
SIZ_000302,841x594,"{""work_w"": ""841.00"", ""work_h"": ""594.00"", ""cut_w"": ""841.00"", ""cut_h"": ""594.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000303,426x600,"{""work_w"": ""426.00"", ""work_h"": ""600.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000304,5x5(127x127mm),"{""work_w"": ""127.00"", ""work_h"": ""127.00"", ""cut_w"": ""127.00"", ""cut_h"": ""127.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000305,207x207,"{""work_w"": ""207.00"", ""work_h"": ""207.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000306,5x7(127x178mm),"{""work_w"": ""127.00"", ""work_h"": ""178.00"", ""cut_w"": ""127.00"", ""cut_h"": ""178.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000307,207x258,"{""work_w"": ""207.00"", ""work_h"": ""258.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000308,8x8(203x203mm),"{""work_w"": ""203.00"", ""work_h"": ""203.00"", ""cut_w"": ""203.00"", ""cut_h"": ""203.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000309,283x283,"{""work_w"": ""283.00"", ""work_h"": ""283.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000310,8x10(203x254mm),"{""work_w"": ""203.00"", ""work_h"": ""254.00"", ""cut_w"": ""203.00"", ""cut_h"": ""254.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000311,283x334,"{""work_w"": ""283.00"", ""work_h"": ""334.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000312,290x377,"{""work_w"": ""290.00"", ""work_h"": ""377.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000313,377x500,"{""work_w"": ""377.00"", ""work_h"": ""500.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000314,210x347,"{""work_w"": ""210.00"", ""work_h"": ""347.00"", ""cut_w"": ""210.00"", ""cut_h"": ""347.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000315,A3,"{""work_w"": ""297.00"", ""work_h"": ""420.00"", ""cut_w"": ""297.00"", ""cut_h"": ""420.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=18
SIZ_000316,297x470,"{""work_w"": ""297.00"", ""work_h"": ""470.00"", ""cut_w"": ""297.00"", ""cut_h"": ""470.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000317,A2,"{""work_w"": ""420.00"", ""work_h"": ""594.00"", ""cut_w"": ""420.00"", ""cut_h"": ""594.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,Y,both,cp_rows=12
SIZ_000318,420x644,"{""work_w"": ""420.00"", ""work_h"": ""644.00"", ""cut_w"": ""420.00"", ""cut_h"": ""644.00""}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000319,300x600,"{""work_w"": ""300.00"", ""work_h"": ""600.00"", ""cut_w"": ""300.00"", ""cut_h"": ""600.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,Y,live,cp_rows=1
SIZ_000320,900x1200,"{""work_w"": ""900.00"", ""work_h"": ""1200.00"", ""cut_w"": ""900.00"", ""cut_h"": ""1200.00""}",mm,작업+재단 보유,prd_sizes=2;plate=2,Y,live,cp_rows=1
SIZ_000321,600x1800,"{""work_w"": ""600.00"", ""work_h"": ""1800.00"", ""cut_w"": ""600.00"", ""cut_h"": ""1800.00""}",mm,작업+재단 보유,prd_sizes=2;plate=2,Y,live,cp_rows=2
SIZ_000322,5000x900,"{""work_w"": ""5000.00"", ""work_h"": ""900.00"", ""cut_w"": ""5000.00"", ""cut_h"": ""900.00""}",mm,작업+재단 보유,prd_sizes=2;plate=2,N,live,
SIZ_000323,900x900,"{""work_w"": ""900.00"", ""work_h"": ""900.00"", ""cut_w"": ""900.00"", ""cut_h"": ""900.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000324,290x90,"{""work_w"": ""290.00"", ""work_h"": ""90.00"", ""cut_w"": ""290.00"", ""cut_h"": ""90.00""}",mm,작업+재단 보유,prd_sizes=2;plate=2,Y,live,cp_rows=2
SIZ_000325,290x190,"{""work_w"": ""290.00"", ""work_h"": ""190.00"", ""cut_w"": ""290.00"", ""cut_h"": ""190.00""}",mm,작업+재단 보유,prd_sizes=2;plate=2,Y,live,cp_rows=2
SIZ_000326,390x290,"{""work_w"": ""390.00"", ""work_h"": ""290.00"", ""cut_w"": ""390.00"", ""cut_h"": ""290.00""}",mm,작업+재단 보유,prd_sizes=2;plate=2,Y,live,cp_rows=2
SIZ_000327,590x390,"{""work_w"": ""590.00"", ""work_h"": ""390.00"", ""cut_w"": ""590.00"", ""cut_h"": ""390.00""}",mm,작업+재단 보유,prd_sizes=2;plate=2,Y,live,cp_rows=2
SIZ_000328,180x420,"{""work_w"": ""180.00"", ""work_h"": ""420.00"", ""cut_w"": ""180.00"", ""cut_h"": ""420.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,Y,live,cp_rows=5
SIZ_000329,20x30,"{""work_w"": ""20.00"", ""work_h"": ""30.00"", ""cut_w"": ""20.00"", ""cut_h"": ""30.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000330,30x30,"{""work_w"": ""30.00"", ""work_h"": ""30.00"", ""cut_w"": ""30.00"", ""cut_h"": ""30.00""}",mm,작업+재단 보유,prd_sizes=8;plate=1,N,live,
SIZ_000331,30x40,"{""work_w"": ""30.00"", ""work_h"": ""40.00"", ""cut_w"": ""30.00"", ""cut_h"": ""40.00""}",mm,작업+재단 보유,prd_sizes=2;plate=1,N,live,
SIZ_000332,30x70,"{""work_w"": ""30.00"", ""work_h"": ""70.00"", ""cut_w"": ""30.00"", ""cut_h"": ""70.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000333,40x40,"{""work_w"": ""40.00"", ""work_h"": ""40.00"", ""cut_w"": ""40.00"", ""cut_h"": ""40.00""}",mm,작업+재단 보유,prd_sizes=7;plate=1,N,live,
SIZ_000334,40x50,"{""work_w"": ""40.00"", ""work_h"": ""50.00"", ""cut_w"": ""40.00"", ""cut_h"": ""50.00""}",mm,작업+재단 보유,prd_sizes=2;plate=1,N,live,
SIZ_000335,40x60,"{""work_w"": ""40.00"", ""work_h"": ""60.00"", ""cut_w"": ""40.00"", ""cut_h"": ""60.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000336,20x20,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""20.00"", ""cut_h"": ""20.00""}",mm,치수미상/라벨형,prd_sizes=4;plate=0,N,live,
SIZ_000337,24x24,"{""work_w"": ""24.00"", ""work_h"": ""24.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=3,N,live,
SIZ_000338,34x34,"{""work_w"": ""34.00"", ""work_h"": ""34.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=5,N,live,
SIZ_000339,34x44,"{""work_w"": ""34.00"", ""work_h"": ""44.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000340,44x44,"{""work_w"": ""44.00"", ""work_h"": ""44.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=5,N,live,
SIZ_000341,44x54,"{""work_w"": ""44.00"", ""work_h"": ""54.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000342,54x54,"{""work_w"": ""54.00"", ""work_h"": ""54.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=5,N,live,
SIZ_000343,64x64,"{""work_w"": ""64.00"", ""work_h"": ""64.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=3,N,live,
SIZ_000344,70x60,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""70.00"", ""cut_h"": ""60.00""}",mm,치수미상/라벨형,prd_sizes=2;plate=0,N,live,
SIZ_000345,74x64,"{""work_w"": ""74.00"", ""work_h"": ""64.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000346,60x20,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""60.00"", ""cut_h"": ""20.00""}",mm,치수미상/라벨형,prd_sizes=2;plate=0,N,live,
SIZ_000347,64x24,"{""work_w"": ""64.00"", ""work_h"": ""24.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000348,70x25,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""70.00"", ""cut_h"": ""25.00""}",mm,치수미상/라벨형,prd_sizes=2;plate=0,N,live,
SIZ_000349,74x29,"{""work_w"": ""74.00"", ""work_h"": ""29.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000350,80x30,"{""work_w"": """", ""work_h"": """", ""cut_w"": ""80.00"", ""cut_h"": ""30.00""}",mm,치수미상/라벨형,prd_sizes=2;plate=0,N,live,
SIZ_000351,84x34,"{""work_w"": ""84.00"", ""work_h"": ""34.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000352,15x15,"{""work_w"": ""15.00"", ""work_h"": ""15.00"", ""cut_w"": ""15.00"", ""cut_h"": ""15.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000353,25x25,"{""work_w"": ""25.00"", ""work_h"": ""25.00"", ""cut_w"": ""25.00"", ""cut_h"": ""25.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000354,35x35,"{""work_w"": ""35.00"", ""work_h"": ""35.00"", ""cut_w"": ""35.00"", ""cut_h"": ""35.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000355,100x100mm원형,"{""work_w"": ""100.00"", ""work_h"": ""100.00"", ""cut_w"": ""100.00"", ""cut_h"": ""100.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000356,100x100mm사각,"{""work_w"": ""100.00"", ""work_h"": ""100.00"", ""cut_w"": ""100.00"", ""cut_h"": ""100.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000357,120x60,"{""work_w"": ""120.00"", ""work_h"": ""60.00"", ""cut_w"": ""120.00"", ""cut_h"": ""60.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000358,120x90,"{""work_w"": ""120.00"", ""work_h"": ""90.00"", ""cut_w"": ""120.00"", ""cut_h"": ""90.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000359,120x120,"{""work_w"": ""120.00"", ""work_h"": ""120.00"", ""cut_w"": ""120.00"", ""cut_h"": ""120.00""}",mm,작업+재단 보유,prd_sizes=2;plate=1,N,live,
SIZ_000360,120x150,"{""work_w"": ""120.00"", ""work_h"": ""150.00"", ""cut_w"": ""120.00"", ""cut_h"": ""150.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000361,120x180,"{""work_w"": ""120.00"", ""work_h"": ""180.00"", ""cut_w"": ""120.00"", ""cut_h"": ""180.00""}",mm,작업+재단 보유,prd_sizes=2;plate=1,N,live,
SIZ_000362,124x124,"{""work_w"": ""124.00"", ""work_h"": ""124.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000363,124x184,"{""work_w"": ""124.00"", ""work_h"": ""184.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000364,68x103,"{""work_w"": ""68.00"", ""work_h"": ""103.00"", ""cut_w"": ""68.00"", ""cut_h"": ""103.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000365,120x50,"{""work_w"": ""120.00"", ""work_h"": ""50.00"", ""cut_w"": ""120.00"", ""cut_h"": ""50.00""}",mm,작업+재단 보유,prd_sizes=1;plate=1,N,live,
SIZ_000366,40x69mm자물쇠,"{""work_w"": ""40.00"", ""work_h"": ""69.00"", ""cut_w"": ""40.00"", ""cut_h"": ""69.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000367,43x71mm하트자물쇠,"{""work_w"": ""43.00"", ""work_h"": ""71.00"", ""cut_w"": ""43.00"", ""cut_h"": ""71.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000368,59x54mm하트,"{""work_w"": ""59.00"", ""work_h"": ""54.00"", ""cut_w"": ""59.00"", ""cut_h"": ""54.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000369,68x70mm원형,"{""work_w"": ""68.00"", ""work_h"": ""70.00"", ""cut_w"": ""68.00"", ""cut_h"": ""70.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000370,60x70,"{""work_w"": ""60.00"", ""work_h"": ""70.00"", ""cut_w"": ""60.00"", ""cut_h"": ""70.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000371,60x80,"{""work_w"": ""60.00"", ""work_h"": ""80.00"", ""cut_w"": ""60.00"", ""cut_h"": ""80.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000372,60x90,"{""work_w"": ""60.00"", ""work_h"": ""90.00"", ""cut_w"": ""60.00"", ""cut_h"": ""90.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000373,60x100,"{""work_w"": ""60.00"", ""work_h"": ""100.00"", ""cut_w"": ""60.00"", ""cut_h"": ""100.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000374,60x110,"{""work_w"": ""60.00"", ""work_h"": ""110.00"", ""cut_w"": ""60.00"", ""cut_h"": ""110.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000375,130x190,"{""work_w"": ""130.00"", ""work_h"": ""190.00"", ""cut_w"": ""130.00"", ""cut_h"": ""190.00""}",mm,작업+재단 보유,prd_sizes=4;plate=0,N,live,
SIZ_000376,150x216,"{""work_w"": ""150.00"", ""work_h"": ""216.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000377,90x145,"{""work_w"": ""90.00"", ""work_h"": ""145.00"", ""cut_w"": ""90.00"", ""cut_h"": ""145.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000378,94x149,"{""work_w"": ""94.00"", ""work_h"": ""149.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000379,144x206,"{""work_w"": ""144.00"", ""work_h"": ""206.00"", ""cut_w"": ""144.00"", ""cut_h"": ""206.00""}",mm,작업+재단 보유,prd_sizes=2;plate=0,N,live,
SIZ_000380,B5 (182X257),"{""work_w"": ""182.00"", ""work_h"": ""257.00"", ""cut_w"": ""182.00"", ""cut_h"": ""257.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,live,
SIZ_000381,186x261,"{""work_w"": ""186.00"", ""work_h"": ""261.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000382,216x154,"{""work_w"": ""216.00"", ""work_h"": ""154.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000383,57x91,"{""work_w"": ""57.00"", ""work_h"": ""91.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000384,S(75x130mm),"{""work_w"": ""75.00"", ""work_h"": ""130.00"", ""cut_w"": ""75.00"", ""cut_h"": ""130.00""}",mm,작업+재단 보유,prd_sizes=2;plate=0,N,both,
SIZ_000385,85x140,"{""work_w"": ""85.00"", ""work_h"": ""140.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000386,M(95x166mm),"{""work_w"": ""95.00"", ""work_h"": ""166.00"", ""cut_w"": ""95.00"", ""cut_h"": ""166.00""}",mm,작업+재단 보유,prd_sizes=2;plate=0,N,both,
SIZ_000387,105x176,"{""work_w"": ""105.00"", ""work_h"": ""176.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000388,L(120x218mm),"{""work_w"": ""120.00"", ""work_h"": ""218.00"", ""cut_w"": ""120.00"", ""cut_h"": ""218.00""}",mm,작업+재단 보유,prd_sizes=2;plate=0,N,both,
SIZ_000389,130x228,"{""work_w"": ""130.00"", ""work_h"": ""228.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=2,N,live,
SIZ_000390,112x112,"{""work_w"": ""112.00"", ""work_h"": ""112.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000391,110x110,"{""work_w"": ""110.00"", ""work_h"": ""110.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000392,190x80,"{""work_w"": ""190.00"", ""work_h"": ""80.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000393,94x193,"{""work_w"": ""94.00"", ""work_h"": ""193.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000394,110x185,"{""work_w"": ""110.00"", ""work_h"": ""185.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000395,290x290,"{""work_w"": ""290.00"", ""work_h"": ""290.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000396,45x45cm,"{""work_w"": ""450.00"", ""work_h"": ""450.00"", ""cut_w"": ""450.00"", ""cut_h"": ""450.00""}",mm,작업+재단 보유,prd_sizes=1;plate=0,N,both,
SIZ_000397,450x450,"{""work_w"": ""450.00"", ""work_h"": ""450.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
SIZ_000398,280x200,"{""work_w"": ""280.00"", ""work_h"": ""200.00"", ""cut_w"": """", ""cut_h"": """"}",mm,작업+재단 보유,prd_sizes=0;plate=1,N,live,
