comp_price_id,comp_cd,apply_ymd,siz_cd,clr_cd,mat_cd,proc_cd,opt_cd,print_opt_cd,plt_siz_cd,coat_side_cnt,spot_side_cnt,page_cnt,bdl_qty,min_qty,siz_width,siz_height,unit_price
46,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,200,-1,-1,600.00
49,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,250,-1,-1,300.00
50,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,250,-1,-1,600.00
53,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,300,-1,-1,250.00
54,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,300,-1,-1,500.00
57,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,400,-1,-1,200.00
58,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,400,-1,-1,400.00
61,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,500,-1,-1,180.00
62,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,500,-1,-1,360.00
65,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,700,-1,-1,160.00
66,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,700,-1,-1,320.00
69,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,900,-1,-1,140.00
70,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,900,-1,-1,280.00
73,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,1000,-1,-1,130.00
74,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,1000,-1,-1,260.00
77,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,1500,-1,-1,120.00
78,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,1500,-1,-1,240.00
81,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,2500,-1,-1,110.00
82,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,2500,-1,-1,220.00
85,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,5000,-1,-1,100.00
86,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,5000,-1,-1,200.00
89,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,1,-1,-1,-1,1000000,-1,-1,100.00
90,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000499,2,-1,-1,-1,1000000,-1,-1,200.00
93,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,1,-1,-1,3000.00
94,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,1,-1,-1,6000.00
97,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,2,-1,-1,2500.00
98,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,2,-1,-1,5000.00
101,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,5,-1,-1,2000.00
102,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,5,-1,-1,4000.00
105,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,10,-1,-1,1500.00
106,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,10,-1,-1,3000.00
109,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,20,-1,-1,1200.00
110,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,20,-1,-1,2400.00
113,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,30,-1,-1,1200.00
114,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,30,-1,-1,2400.00
117,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,40,-1,-1,1050.00
118,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,40,-1,-1,2100.00
121,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,50,-1,-1,1050.00
122,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,50,-1,-1,2100.00
125,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,70,-1,-1,900.00
126,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,70,-1,-1,1800.00
129,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,100,-1,-1,750.00
130,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,100,-1,-1,1500.00
133,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,150,-1,-1,600.00
134,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,150,-1,-1,1200.00
137,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,200,-1,-1,450.00
138,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,200,-1,-1,900.00
141,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,250,-1,-1,450.00
142,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,250,-1,-1,900.00
145,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,300,-1,-1,380.00
146,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,300,-1,-1,760.00
149,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,400,-1,-1,300.00
150,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,400,-1,-1,600.00
153,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,500,-1,-1,270.00
154,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,500,-1,-1,540.00
157,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,700,-1,-1,240.00
158,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,700,-1,-1,480.00
161,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,900,-1,-1,210.00
162,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,900,-1,-1,420.00
165,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,1000,-1,-1,200.00
166,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,1000,-1,-1,400.00
169,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,1500,-1,-1,180.00
170,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,1500,-1,-1,360.00
173,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,2500,-1,-1,170.00
174,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,2500,-1,-1,340.00
177,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,5000,-1,-1,150.00
178,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,5000,-1,-1,300.00
181,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,1,-1,-1,-1,1000000,-1,-1,150.00
182,COMP_COAT_MATTE,2026-06-01,"","","",PROC_000015,"","",SIZ_000077,2,-1,-1,-1,1000000,-1,-1,300.00
1416,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,20.00,20.00,5000.00
1420,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,60.00,20.00,6800.00
1425,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,20.00,30.00,5400.00
1426,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,30.00,30.00,6200.00
1428,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,50.00,30.00,7400.00
1431,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,80.00,30.00,9400.00
1435,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,30.00,40.00,6800.00
1436,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,40.00,40.00,7600.00
1438,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,60.00,40.00,9400.00
1442,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,100.00,40.00,12800.00
1445,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,40.00,50.00,8400.00
1446,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,50.00,50.00,9600.00
1448,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,70.00,50.00,11600.00
1449,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,80.00,50.00,12800.00
1450,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,90.00,50.00,13800.00
1451,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,100.00,50.00,14800.00
1454,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,40.00,60.00,9400.00
1456,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,60.00,60.00,11800.00
1457,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,70.00,60.00,13200.00
1460,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,100.00,60.00,17000.00
1462,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,30.00,70.00,8600.00
1464,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,50.00,70.00,11600.00
1465,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,60.00,70.00,13200.00
1466,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,70.00,70.00,14600.00
1469,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,100.00,70.00,19000.00
1472,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,40.00,80.00,11000.00
1474,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,60.00,80.00,14400.00
1476,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,80.00,80.00,17800.00
1478,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,100.00,80.00,21200.00
1482,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,50.00,90.00,13800.00
1483,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,60.00,90.00,15600.00
1486,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,90.00,90.00,21400.00
1487,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,100.00,90.00,23400.00
1492,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,60.00,100.00,17000.00
1493,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,70.00,100.00,19000.00
1495,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,90.00,100.00,23400.00
1496,COMP_ACRYL_MIRROR3T,2026-06-01,"","","","","","","",-1,-1,-1,-1,-1,100.00,100.00,25400.00
1519,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,1,-1,-1,6000.00
1520,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,1,-1,-1,7000.00
1525,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,50,-1,-1,6000.00
1526,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,50,-1,-1,7000.00
1531,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,100,-1,-1,12000.00
1532,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,100,-1,-1,14000.00
1537,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,300,-1,-1,17000.00
1538,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,300,-1,-1,19000.00
1543,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,500,-1,-1,19000.00
1544,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,500,-1,-1,21000.00
1549,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,1000,-1,-1,29000.00
1550,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,1000,-1,-1,33000.00
1555,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,2000,-1,-1,49000.00
1556,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,2000,-1,-1,53000.00
1561,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,3000,-1,-1,69000.00
1562,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,3000,-1,-1,73000.00
1567,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,4000,-1,-1,89000.00
1568,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,4000,-1,-1,93000.00
1573,COMP_PP_PERF_2L,2026-06-01,"","","","","","","",-1,-1,-1,-1,5000,-1,-1,109000.00
1574,COMP_PP_PERF_3L,2026-06-01,"","","","","","","",-1,-1,-1,-1,5000,-1,-1,103000.00
1713,COMP_ENV_MAKING,2026-06-01,SIZ_000191,"",MAT_000159,"","","","",-1,-1,-1,-1,1000,-1,-1,96000.00
1715,COMP_ENV_MAKING,2026-06-01,SIZ_000192,"",MAT_000159,"","","","",-1,-1,-1,-1,1000,-1,-1,48000.00
1717,COMP_ENV_MAKING,2026-06-01,SIZ_000193,"",MAT_000159,"","","","",-1,-1,-1,-1,1000,-1,-1,48000.00
1719,COMP_ENV_MAKING,2026-06-01,SIZ_000194,"",MAT_000159,"","","","",-1,-1,-1,-1,1000,-1,-1,134000.00
1721,COMP_ENV_MAKING,2026-06-01,SIZ_000191,"",MAT_000159,"","","","",-1,-1,-1,-1,2000,-1,-1,192000.00
1723,COMP_ENV_MAKING,2026-06-01,SIZ_000192,"",MAT_000159,"","","","",-1,-1,-1,-1,2000,-1,-1,96000.00
1725,COMP_ENV_MAKING,2026-06-01,SIZ_000193,"",MAT_000159,"","","","",-1,-1,-1,-1,2000,-1,-1,96000.00
1727,COMP_ENV_MAKING,2026-06-01,SIZ_000194,"",MAT_000159,"","","","",-1,-1,-1,-1,2000,-1,-1,272000.00
1729,COMP_ENV_MAKING,2026-06-01,SIZ_000191,"",MAT_000159,"","","","",-1,-1,-1,-1,3000,-1,-1,288000.00
1731,COMP_ENV_MAKING,2026-06-01,SIZ_000192,"",MAT_000159,"","","","",-1,-1,-1,-1,3000,-1,-1,144000.00
1733,COMP_ENV_MAKING,2026-06-01,SIZ_000193,"",MAT_000159,"","","","",-1,-1,-1,-1,3000,-1,-1,144000.00
1735,COMP_ENV_MAKING,2026-06-01,SIZ_000194,"",MAT_000159,"","","","",-1,-1,-1,-1,3000,-1,-1,400000.00
1737,COMP_ENV_MAKING,2026-06-01,SIZ_000191,"",MAT_000159,"","","","",-1,-1,-1,-1,4000,-1,-1,384000.00
1739,COMP_ENV_MAKING,2026-06-01,SIZ_000192,"",MAT_000159,"","","","",-1,-1,-1,-1,4000,-1,-1,192000.00
1741,COMP_ENV_MAKING,2026-06-01,SIZ_000193,"",MAT_000159,"","","","",-1,-1,-1,-1,4000,-1,-1,192000.00
1743,COMP_ENV_MAKING,2026-06-01,SIZ_000194,"",MAT_000159,"","","","",-1,-1,-1,-1,4000,-1,-1,536000.00
1745,COMP_ENV_MAKING,2026-06-01,SIZ_000191,"",MAT_000159,"","","","",-1,-1,-1,-1,5000,-1,-1,480000.00
1747,COMP_ENV_MAKING,2026-06-01,SIZ_000192,"",MAT_000159,"","","","",-1,-1,-1,-1,5000,-1,-1,240000.00
1749,COMP_ENV_MAKING,2026-06-01,SIZ_000193,"",MAT_000159,"","","","",-1,-1,-1,-1,5000,-1,-1,240000.00
1751,COMP_ENV_MAKING,2026-06-01,SIZ_000194,"",MAT_000159,"","","","",-1,-1,-1,-1,5000,-1,-1,672000.00
1753,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,1,-1,-1,5000.00
1754,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,1,-1,-1,6000.00
1756,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,2,-1,-1,3000.00
1757,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,2,-1,-1,4000.00
1759,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,3,-1,-1,2000.00
1760,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,3,-1,-1,3000.00
1762,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,4,-1,-1,1500.00
1763,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,4,-1,-1,2000.00
1765,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,5,-1,-1,1000.00
1766,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,5,-1,-1,1500.00
1768,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,6,-1,-1,900.00
1769,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,6,-1,-1,1400.00
1771,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,7,-1,-1,900.00
1772,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,7,-1,-1,1300.00
1774,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,8,-1,-1,800.00
1775,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,8,-1,-1,1100.00
1777,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,9,-1,-1,800.00
1778,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,9,-1,-1,1000.00
1780,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,10,-1,-1,700.00
1781,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,10,-1,-1,800.00
1783,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,15,-1,-1,650.00
1784,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,15,-1,-1,750.00
1786,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,20,-1,-1,600.00
1787,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,20,-1,-1,700.00
1789,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,25,-1,-1,550.00
1790,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,25,-1,-1,650.00
1792,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,30,-1,-1,500.00
1793,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,30,-1,-1,600.00
1795,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,35,-1,-1,480.00
1796,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,35,-1,-1,570.00
1798,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,40,-1,-1,460.00
1799,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,40,-1,-1,540.00
1801,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,45,-1,-1,440.00
1802,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,45,-1,-1,510.00
1804,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,50,-1,-1,420.00
1805,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,50,-1,-1,480.00
1807,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,60,-1,-1,390.00
1808,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,60,-1,-1,450.00
1810,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,70,-1,-1,360.00
1811,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,70,-1,-1,420.00
1813,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,80,-1,-1,330.00
1814,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,80,-1,-1,390.00
1816,COMP_FOLD_CARD_2H,2026-06-01,"","","","","","","",-1,-1,-1,-1,90,-1,-1,300.00
1817,COMP_FOLD_CARD_3H,2026-06-01,"","","","","","","",-1,-1,-1,-1,90,-1,-1,360.00
