kind,prd_cd,prd_nm,frm_cd,disp_seq,comp_cd,comp_nm,prc_typ_cd,siz_cd,siz_nm,siz_width,siz_height,opt_cd,mat_cd,proc_cd,min_qty,unit_price,opt_nm,mat_nm
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,2600.00,,,,,52000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,1200.00,,,,,20000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,2400.00,,,,,38400.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,2400.00,,,,,28800.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1200.00,1600.00,,,,,38400.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,1600.00,,,,,32000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,1000.00,,,,,20000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,800.00,,,,,20000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,3000.00,,,,,60000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1200.00,2800.00,,,,,67200.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,2200.00,,,,,35200.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,600.00,,,,,12000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1200.00,2600.00,,,,,62400.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,2600.00,,,,,41600.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,2000.00,,,,,24000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,2000.00,,,,,32000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1200.00,2200.00,,,,,52800.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,1800.00,,,,,36000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,2200.00,,,,,44000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,2800.00,,,,,44800.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,1400.00,,,,,20000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,1600.00,,,,,25600.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,2800.00,,,,,33600.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,1200.00,,,,,20000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,2000.00,,,,,40000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,800.00,,,,,12000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,1000.00,,,,,20000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1200.00,3000.00,,,,,72000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,2400.00,,,,,48000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,1400.00,,,,,28000.00,,
main,PRD_000118,아트프린트포스터,PRF_POSTER_ARTPRINT,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,1800.00,,,,,21600.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,1600.00,,,,,25600.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,2800.00,,,,,44800.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,3000.00,,,,,54000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,1400.00,,,,,22400.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,2000.00,,,,,36000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,2200.00,,,,,35200.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,1600.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,2600.00,,,,,31200.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,2000.00,,,,,32000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,800.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,800.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,1600.00,,,,,28800.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,2800.00,,,,,50400.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,2000.00,,,,,24000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,2200.00,,,,,26400.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,2600.00,,,,,46800.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,1800.00,,,,,28800.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,1200.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,3000.00,,,,,36000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,1400.00,,,,,25200.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,600.00,,,,,12000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,1200.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,800.00,,,,,12000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,1200.00,,,,,21600.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,1000.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,1400.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,600.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,1800.00,,,,,21600.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,1000.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,2800.00,,,,,33600.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,600.00,,,,,12000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,2600.00,,,,,41600.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,2200.00,,,,,39600.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,1000.00,,,,,20000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,600.00,2400.00,,,,,28800.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,3000.00,,,,,48000.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,800.00,2400.00,,,,,38400.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,2400.00,,,,,43200.00,,
main,PRD_000119,아트페이퍼포스터,PRF_POSTER_ARTPAPER,1,COMP_POSTER_ARTPAPER_MATTE,실사 완제품가 (아트페이퍼포스터),PRICE_TYPE.01,,,900.00,1800.00,,,,,32400.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,1200.00,,,,,20000.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,1800.00,,,,,21600.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,2800.00,,,,,44800.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,2200.00,,,,,35200.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,2800.00,,,,,33600.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1200.00,1800.00,,,,,43200.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,600.00,1600.00,,,,,20000.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1200.00,2400.00,,,,,57600.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,2200.00,,,,,44000.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,600.00,,,,,12000.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,1800.00,,,,,36000.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,2000.00,,,,,32000.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,1400.00,,,,,22400.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,800.00,1600.00,,,,,25600.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1000.00,2000.00,,,,,40000.00,,
main,PRD_000120,방수포스터,PRF_POSTER_WATERPROOF,1,COMP_POSTER_ARTPRINT_PHOTO,실사 완제품가 (아트프린트포스터·접착방수포스터·아트패브릭포스터·방수포스터),PRICE_TYPE.01,,,1200.00,3000.00,,,,,72000.00,,
