prd_cd,prd_nm,frm_cd,comp_cd,comp_nm,요구축,위젯축,미충족축
PRD_000146,아크릴키링,PRF_ACRYL_KEYRING,COMP_ACRYL_KEYRING,키링 열쇠고리,"min_qty,opt_cd","OPT_000157,mat_cd,qty,siz_cd",opt_cd
PRD_000147,아크릴마그넷,PRF_ACRYL_MAGNET,COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,"mat_cd,min_qty,siz_height,siz_width","OPT_000295,mat_cd,qty,siz_cd","siz_height,siz_width"
PRD_000147,아크릴마그넷,PRF_ACRYL_MAGNET,COMP_ACRYL_MAGNET,마그넷 자석부착,"min_qty,opt_cd","OPT_000295,mat_cd,qty,siz_cd",opt_cd
PRD_000148,아크릴뱃지,PRF_ACRYL_BADGE,COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,"mat_cd,min_qty,siz_height,siz_width","OPT_000296,mat_cd,qty,siz_cd","siz_height,siz_width"
PRD_000148,아크릴뱃지,PRF_ACRYL_BADGE,COMP_ACRYL_BADGE,뱃지 부속,"min_qty,opt_cd","OPT_000296,mat_cd,qty,siz_cd",opt_cd
PRD_000149,아크릴집게,PRF_ACRYL_CLIP,COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,"mat_cd,min_qty,siz_height,siz_width","OPT_000297,mat_cd,qty,siz_cd","siz_height,siz_width"
PRD_000149,아크릴집게,PRF_ACRYL_CLIP,COMP_ACRYL_CLIP,집게 부속,"min_qty,opt_cd","OPT_000297,mat_cd,qty,siz_cd",opt_cd
PRD_000150,아크릴스마트톡,PRF_ACRYL_SMARTTOK,COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,"mat_cd,min_qty,siz_height,siz_width","OPT_000270,mat_cd,qty,siz_cd","siz_height,siz_width"
PRD_000150,아크릴스마트톡,PRF_ACRYL_SMARTTOK,COMP_ACRYL_SMARTTOK,스마트톡 바디,"min_qty,opt_cd","OPT_000270,mat_cd,qty,siz_cd",opt_cd
PRD_000152,아크릴명찰,PRF_ACRYL_NAMETAG,COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,"mat_cd,min_qty,siz_height,siz_width","OPT_000298,mat_cd,qty,siz_cd","siz_height,siz_width"
PRD_000152,아크릴명찰,PRF_ACRYL_NAMETAG,COMP_ACRYL_NAMETAG_PIN,명찰 부속,"min_qty,opt_cd","OPT_000298,mat_cd,qty,siz_cd",opt_cd
PRD_000153,아크릴명찰(골드실버),PRF_ACRYL_NAMETAG_GS,COMP_ACRYL_NAMETAG_GS_OPTION,아크릴명찰(골드실버) 가공옵션,"min_qty,opt_cd","OPT_000299,mat_cd,qty,siz_cd",opt_cd
PRD_000154,아크릴 머리끈,PRF_ACRYL_HAIRBAND,COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,"mat_cd,min_qty,siz_height,siz_width","OPT_000301,mat_cd,qty,siz_cd","siz_height,siz_width"
PRD_000154,아크릴 머리끈,PRF_ACRYL_HAIRBAND,COMP_ACRYL_BLACK_HAIR_BAND,아크릴 머리끈,"min_qty,opt_cd","OPT_000301,mat_cd,qty,siz_cd",opt_cd
PRD_000156,아크릴지비츠,PRF_ZIBITZ_ACRYL,COMP_ACRYL_ZIBITZ,아크릴지비츠 가공(투명/스핀) 완제품가,"min_qty,opt_cd","OPT_000300,mat_cd,qty,siz_cd",opt_cd
PRD_000159,아크릴코스터,PRF_CLR_ACRYL,COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,"mat_cd,min_qty,siz_height,siz_width","mat_cd,qty,siz_cd","siz_height,siz_width"
PRD_000161,판아크릴,PRF_CLR_ACRYL,COMP_ACRYL_CLEAR3T,투명아크릴 인쇄가공비,"mat_cd,min_qty,siz_height,siz_width","mat_cd,qty,siz_cd","siz_height,siz_width"
PRD_000164,아크릴코롯토,PRF_COROTTO_ACRYL,COMP_ACRYL_COROTTO,아크릴코롯토 인쇄가공비,"siz_height,siz_width","mat_cd,qty,siz_cd","siz_height,siz_width"
