PROC_000017,제본,,"{""inputs"": [{""key"": ""방향"", ""help"": ""좌철/상철"", ""type"": ""string""}, {""key"": ""묶음단위"", ""help"": ""50장1권/100장1권 — 떡제본"", ""type"": ""string""}, {""key"": ""책등"", ""type"": ""number"", ""unit"": ""mm""}, {""key"": ""고리형"", ""help"": ""트윈링 고리 변형"", ""type"": ""boolean"", ""default"": false}]}",4,Y,"필수, 단일",2026-06-03 12:46:02.974607,,N,
PROC_000018,중철제본,PROC_000017,,1,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000019,무선제본,PROC_000017,,2,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000020,PUR제본,PROC_000017,,3,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000021,트윈링제본,PROC_000017,,4,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000022,떡제본,PROC_000017,,5,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000023,하드커버무선제본,PROC_000017,,6,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000024,하드커버트윈링제본,PROC_000017,,7,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000025,레이플랫제본,PROC_000017,,8,Y,포토북 전용,2026-06-03 12:46:02.974607,2026-06-18 02:10:28.132098,Y,2026-06-18 02:10:28.132098
PROC_000026,귀돌이,,,5,Y,Corner Rounding,2026-06-03 12:46:02.974607,,N,
PROC_000027,직각,PROC_000026,,1,Y,default 재단,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000028,둥근,PROC_000026,,2,Y,R 라운딩,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000029,오시,,"{""inputs"": [{""key"": ""줄수"", ""max"": 3, ""min"": 0, ""type"": ""integer"", ""unit"": ""줄""}]}",6,Y,Crease 누름선,2026-06-03 12:46:02.974607,2026-06-16 22:13:21.185374,N,
PROC_000030,미싱,,"{""inputs"": [{""key"": ""줄수"", ""max"": 3, ""min"": 0, ""type"": ""integer"", ""unit"": ""줄""}]}",7,Y,Perforation 점선 절취,2026-06-03 12:46:02.974607,,N,
PROC_000031,가변텍스트,PROC_000085,,1,Y,,2026-06-03 12:46:02.974607,2026-06-17 01:35:21.102991,N,
PROC_000032,가변이미지,PROC_000085,,2,Y,,2026-06-03 12:46:02.974607,2026-06-17 01:35:21.102991,N,
PROC_000033,박,,"{""inputs"": [{""key"": ""크기"", ""type"": ""number"", ""unit"": ""mm""}]}",10,Y,foil — 박색상별 자식,2026-06-03 12:46:02.974607,,N,
PROC_000034,금,PROC_000033,,1,Y,디지털인쇄 4종,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000035,은,PROC_000033,,2,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000036,핑크,PROC_000033,,3,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000037,홀로그램,PROC_000033,,4,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000038,금유광,PROC_000033,,5,Y,책자 추가 D-26,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000039,은유광,PROC_000033,,6,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000040,먹유광,PROC_000033,,7,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000041,동박,PROC_000033,,8,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000042,적박,PROC_000033,,9,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000043,청박,PROC_000033,,10,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000044,트윙클,PROC_000033,,11,Y,특수박 r31,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000045,펄박,PROC_000033,,12,Y,일반박 r8,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000046,백박,PROC_000033,,13,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000047,녹박,PROC_000033,,14,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000048,금무광,PROC_000033,,15,Y,대형박 r14,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000049,은무광,PROC_000033,,16,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000050,형압,,"{""inputs"": [{""key"": ""크기"", ""type"": ""number"", ""unit"": ""mm""}]}",11,Y,embossing,2026-06-03 12:46:02.974607,2026-06-17 01:35:21.102991,N,
PROC_000051,양각,PROC_000050,,1,Y,,2026-06-03 12:46:02.974607,2026-06-17 01:35:21.102991,N,
PROC_000052,음각,PROC_000050,,2,Y,,2026-06-03 12:46:02.974607,2026-06-17 01:35:21.102991,N,
PROC_000053,완칼,,"{""inputs"": [{""key"": ""모양"", ""type"": ""string"", ""required"": false}]}",12,Y,"Die Cut, 종이+후지 자름",2026-06-03 12:46:02.974607,,N,
PROC_000054,반칼,,"{""inputs"": [{""key"": ""모양"", ""type"": ""string""}, {""key"": ""조각수"", ""min"": 1, ""type"": ""integer"", ""unit"": ""개""}]}",13,Y,"Kiss Cut, 종이만 (스티커)",2026-06-03 12:46:02.974607,,N,
PROC_000055,스티커완칼,,"{""inputs"": [{""key"": ""조각수"", ""min"": 1, ""type"": ""integer""}]}",14,Y,Die Cut + 조각수,2026-06-03 12:46:02.974607,,N,
PROC_000056,접지,,,15,Y,그룹 root,2026-06-03 12:46:02.974607,,N,
PROC_000057,가로접지,PROC_000056,,1,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000058,세로접지,PROC_000056,,2,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000059,2단접지,PROC_000056,,3,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000060,3단접지,PROC_000056,,4,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000061,4단접지,PROC_000056,,5,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000062,5단접지,PROC_000056,,6,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000063,6단접지,PROC_000056,,7,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000064,8단접지,PROC_000056,,8,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000065,2단가로접지,PROC_000056,,9,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000066,2단세로접지,PROC_000056,,10,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000067,3단가로접지,PROC_000056,,11,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000068,3단세로접지,PROC_000056,,12,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000069,4단가로접지,PROC_000056,,13,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000070,4단세로접지,PROC_000056,,14,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000071,병풍접지,PROC_000056,,15,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000072,롤접지,PROC_000056,,16,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000073,6단오시접지,PROC_000056,,17,Y,복합 (D8 결정 4-1),2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000074,6단미싱접지,PROC_000056,,18,Y,복합,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000075,포장,,,16,Y,,2026-06-03 12:46:02.974607,,N,
PROC_000076,수축포장,PROC_000075,,1,Y,기본,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000077,낱개,PROC_000075,,2,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000078,묶음,PROC_000075,,3,Y,,2026-06-03 12:46:02.974607,2026-06-03 12:46:02.974607,N,
PROC_000079,타공,,"{""inputs"": [{""key"": ""구수"", ""max"": 8, ""min"": 1, ""type"": ""integer"", ""unit"": ""개""}]}",17,Y,D-24,2026-06-03 12:46:02.974607,,N,
PROC_000080,봉제,,"{""inputs"": [{""key"": ""유형"", ""type"": ""enum"", ""values"": [""오버로크"", ""오버로크+리본끈"", ""말아박기"", ""말아박기+면끈"", ""봉미싱(7cm)""]}, {""key"": ""폭"", ""type"": ""number"", ""unit"": ""mm""}]}",18,Y,D-24,2026-06-03 12:46:02.974607,2026-06-17 22:17:43.191502,N,
PROC_000081,부착,,"{""inputs"": [{""key"": ""대상"", ""type"": ""enum"", ""values"": [""라벨"", ""맥세이프"", ""끈"", ""테입""]}]}",19,Y,D-24,2026-06-03 12:46:02.974607,,N,
PROC_000082,족자제작,,"{""inputs"": [{""key"": ""모양"", ""type"": ""enum"", ""values"": [""사각"", ""원형""]}]}",20,Y,b.9 실사 전용,2026-06-03 12:46:02.974607,,N,
PROC_000083,에폭시,,,21,Y,b.12 굿즈파우치 전용,2026-06-03 12:46:02.974607,,N,
PROC_000084,열재단,,,,Y,silsa 열재단 옵션 공정. 천 자체 열절단(추가 자재 없는 순수 process). M-1 ① 확정·완칼 PROC_053 차용 폐기. flat(param 없음).,2026-06-08 16:18:36.27302,,N,
PROC_000085,가변데이타,,"{""inputs"": [{""key"": ""개수"", ""max"": 3, ""min"": 0, ""type"": ""integer"", ""unit"": ""개""}]}",22,Y,,2026-06-17 00:54:46.515485,2026-06-17 01:35:21.102991,N,
PROC_000086,미싱,PROC_000030,,1,Y,,2026-06-17 00:54:46.99786,,N,
PROC_000087,반칼,PROC_000054,,1,Y,,2026-06-17 00:54:47.283779,,N,
PROC_000088,봉제,PROC_000080,,1,Y,,2026-06-17 00:54:47.583124,,N,
PROC_000089,부착,PROC_000081,,1,Y,,2026-06-17 00:54:47.868967,,N,
PROC_000090,오시,PROC_000029,,1,Y,,2026-06-17 00:54:48.156304,,N,
PROC_000091,완칼,PROC_000053,,1,Y,,2026-06-17 00:54:48.43941,,N,
PROC_000092,타공,PROC_000079,,1,Y,,2026-06-17 00:54:48.722875,,N,
PROC_000093,족자제작,PROC_000082,,1,Y,,2026-06-17 00:54:49.008685,,N,
PROC_000094,스티커완칼,PROC_000055,,1,Y,,2026-06-17 00:54:49.293309,,N,
PROC_000095,에폭시,PROC_000083,,1,Y,,2026-06-17 00:54:49.578186,,N,
PROC_000096,열재단,PROC_000084,,1,Y,,2026-06-17 00:54:49.862747,,N,
PROC_000097,UV,PROC_000002,,1,Y,,2026-06-17 01:41:06.307047,,N,
PROC_000098,싸바리바인더,PROC_000017,,9,Y,,2026-06-17 15:05:29.853446,,N,
PROC_000099,벽걸이캘리더제본,PROC_000017,,10,Y,,2026-06-17 15:05:50.035901,,N,
PROC_000100,탁상형캘린더제본(220),PROC_000017,,11,Y,,2026-06-17 15:06:22.831787,,N,
PROC_000101,탁상형캘린더제본(130),PROC_000017,,12,Y,,2026-06-17 15:06:38.394778,,N,
PROC_000102,탁상형캘린더제본(미니),PROC_000017,,13,Y,,2026-06-17 15:06:51.674357,,N,
