productId,name,category,selType,unit,pjoin,useCases,n_covertypes,n_sizes,n_papers,n_colors,n_prsjob,n_awkjob,n_prodadd,n_optioninfo,ordqty_type,ordqty_min,ordqty_max,ordqty_interval,prepayRequired,dlvygrpno,pricing_status,pricing_source,has_template,pricing_jobpresetno,pricing_error
40146,투명포토카드,굿즈/다꾸/굿즈,M,매,0,merchandise|promotion|photo|display,1,1,1,2,1,0,0,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40147,메시지카드,굿즈/다꾸/굿즈,M,매,0,merchandise|promotion,1,2,4,2,1,5,0,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40148,인스,굿즈/다꾸/다꾸,M,매,0,merchandise|promotion,1,1,6,2,1,1,0,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40149,도무송,굿즈/다꾸/다꾸,M,매,0,merchandise|promotion,1,1,7,2,1,1,0,0,select,500,100000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40150,소량인스,굿즈/다꾸/다꾸,M,매,0,merchandise|promotion,1,1,4,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40151,소량도무송,굿즈/다꾸/다꾸,M,매,0,merchandise|promotion,1,1,2,1,1,0,0,0,select,1,300,,True,1,requires-configuration,/std/prod/jobcost,False,,
40159,유포시트지,사인제품/시트지,M,개,9,,1,1,4,1,1,1,1,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40160,메쉬배너,사인제품/배너,M,개,9,banner|large-format,1,2,1,1,1,1,4,0,select,1,1000,,True,,requires-configuration,/std/prod/jobcost,False,,
40161,투명배너,사인제품/배너,M,개,9,banner|large-format,1,2,1,2,1,1,4,0,select,1,1000,,True,,requires-configuration,/std/prod/jobcost,False,,
40162,미니 투명배너,사인제품/배너,M,개,9,banner|large-format,1,2,1,2,1,1,1,0,select,1,1000,,True,18,requires-configuration,/std/prod/jobcost,False,,
40163,폼보드,사인제품/사각보드,M,개,9,,1,10,2,1,1,0,0,0,select,1,100,,True,,requires-configuration,/std/prod/jobcost,False,,
40164,포맥스보드,사인제품/사각보드,M,개,9,,1,10,5,1,1,1,1,0,select,1,100,,True,,requires-configuration,/std/prod/jobcost,False,,
40165,PVC시트지(수성잉크),사인제품/시트지,M,개,9,,1,1,4,1,1,1,1,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40166,PVC시트지(UV잉크),사인제품/시트지,M,개,9,,1,1,1,1,1,1,1,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40167,투명시트지,사인제품/시트지,M,개,9,,1,1,1,2,1,1,1,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40168,반투명시트지,사인제품/시트지,M,개,9,,1,1,1,1,1,1,1,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40170,거울버튼,판촉물/버튼,M,개,0,,1,2,4,1,1,0,0,0,select,1,5000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40171,자석버튼,판촉물/버튼,M,개,0,,1,2,4,1,1,0,0,0,select,1,5000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40172,PP홀더(박),홀더,M,매,0,,1,1,1,1,1,2,0,0,select,300,10000,,True,,requires-configuration,/std/prod/jobcost,False,,
40174,소량PP홀더(칼라),홀더,M,매,0,,1,1,2,1,1,0,0,0,select,1,200,,True,,requires-configuration,/std/prod/jobcost,False,,
40179,종이슬로건,굿즈/다꾸/굿즈,M,매,0,merchandise|promotion,1,3,5,2,1,1,0,0,select,10,100,,True,11,requires-configuration,/std/prod/jobcost,False,,
40180,미니배너,굿즈/다꾸/굿즈,M,개,9,banner|large-format|merchandise|promotion,1,2,1,1,1,1,1,0,select,1,1000,,True,18,requires-configuration,/std/prod/jobcost,False,,
40181,미니 투명배너,굿즈/다꾸/굿즈,M,개,9,banner|large-format|merchandise|promotion,1,2,1,1,1,1,1,0,select,1,1,,True,18,requires-configuration,/std/prod/jobcost,False,,
40182,소량포스터,굿즈/다꾸/굿즈,M,매,0,flyer|poster|merchandise|promotion,1,4,15,2,1,2,2,0,select,1,500,,True,6,requires-configuration,/std/prod/jobcost,False,,
40183,엽서SET,굿즈/다꾸/굿즈,M,개,0,stationery|merchandise|promotion,1,2,2,2,1,0,0,0,select,1,100,,True,12,requires-configuration,/std/prod/jobcost,False,,
40184,캔버스액자,굿즈/다꾸/굿즈,M,개,0,merchandise|promotion|photo|display,1,6,1,1,1,1,0,0,select,1,100,,False,,requires-configuration,/std/prod/jobcost,False,,
40185,핀버튼,굿즈/다꾸/굿즈,M,개,0,merchandise|promotion,1,6,4,1,1,0,0,0,select,1,5000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40186,거울버튼,굿즈/다꾸/굿즈,M,개,0,merchandise|promotion,1,2,4,1,1,0,0,0,select,1,5000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40187,자석버튼,굿즈/다꾸/굿즈,M,개,0,merchandise|promotion,1,2,4,1,1,0,0,0,select,1,5000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40189,떡메모지,굿즈/다꾸/굿즈,M,권,0,merchandise|promotion,1,11,1,1,1,1,1,0,select,20,1000,,True,10,requires-configuration,/std/prod/jobcost,False,,
40191,핫템샘플팩,와우기획상품,M,개,9,,1,0,0,0,1,0,0,0,select,1,100,,True,1,requires-configuration,/std/prod/jobcost,False,,
40192,합지명함,명함/프리미엄명함,M,매,0,business-card|corporate-identity,1,4,1,2,1,4,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40193,종이자석광고지(패턴),자석제품,M,매,0,,1,9,1,4,1,2,0,0,select,1000,20000,,True,60,requires-configuration,/std/prod/jobcost,False,,
40194,하이브리드명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,2,1,2,1,1,3,0,select,200,2000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40196,무선책자,책자,M,부,1,booklet|catalog,3,4,152,30,15,9,0,0,select,1,10000,,True,,requires-configuration,/std/prod/jobcost,True,9,상품단가 확인요청 JSON Format을 확인바랍니다.Column '[target_bound]' cannot be null
40197,물통스프링배너 거치대,부자재,S,개,9,banner|large-format,1,3,0,0,1,0,0,0,select,1,10,,False,,requires-configuration,/std/prod/jobcost,False,,
40198,중철책자,책자,M,부,1,booklet|catalog,2,4,208,24,10,11,0,0,select,1,10000,,True,,requires-configuration,/std/prod/jobcost,True,17,상품단가 확인요청 JSON Format을 확인바랍니다.Column '[target_bound]' cannot be null
40200,특가책자(무선),책자,M,부,1,booklet|catalog,3,4,21,14,3,4,0,0,select,1,500,,True,,requires-configuration,/std/prod/jobcost,True,14,상품단가 확인요청 JSON Format을 확인바랍니다.Column '[target_bound]' cannot be null
40201,윤전책자,책자,M,부,1,booklet|catalog,3,3,18,14,3,4,0,0,select,50,1000,,True,,requires-configuration,/std/prod/jobcost,True,25,상품단가 확인요청 JSON Format을 확인바랍니다.Column '[target_bound]' cannot be null
40202,엽서봉투(무지),부자재,M,매,9,stationery,1,3,0,0,1,0,0,0,select,100,1000,,True,,requires-configuration,/std/prod/jobcost,False,,
40203,투명하이브리드명함,명함/후가공명함,M,매,0,business-card|corporate-identity,1,1,1,1,1,0,3,0,select,100,1000,,True,1,requires-configuration,/std/prod/jobcost,False,,
40204,소량리플렛(인디고),디지털인쇄,M,매,1,,1,4,54,2,1,12,0,0,input,1,200000,1,True,5,requires-configuration,/std/prod/jobcost,False,,
40206,조각자석,부자재,M,개,9,,1,1,0,0,1,0,0,0,select,1000,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40208,한장 포스터 캘린더,캘린더,M,매,0,flyer|poster,1,2,9,1,1,2,1,0,select,1,500,,True,,requires-configuration,/std/prod/jobcost,False,,
40210,우드 스탠드 캘린더,캘린더,M,개,0,,1,2,1,1,1,1,0,0,select,1,50,,True,,requires-configuration,/std/prod/jobcost,False,,
40211,우드스탠드,부자재,M,개,9,,1,0,0,0,1,0,0,0,select,1,1,,False,,requires-configuration,/std/prod/jobcost,False,,
40214,종이컵,카페용품,M,개,9,,1,5,2,2,1,0,0,0,select,1000,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40215,에어홀더,카페용품,M,개,9,,1,4,1,1,1,0,0,0,select,1000,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40216,컵뚜껑,카페용품,M,개,9,,1,4,1,1,1,0,0,1,select,1000,10000,,False,,requires-configuration,/std/prod/jobcost,False,,
40232,소량 탁상용캘린더,캘린더,M,개,0,,1,3,2,1,1,2,0,0,select,1,300,,False,,requires-configuration,/std/prod/jobcost,False,,
40267,네임스티커,스티커/팬시스티커,M,매,0,sticker|label,1,4,4,1,1,0,0,0,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
40269,포토스티커,스티커/팬시스티커,M,매,0,sticker|label|photo|display,1,4,4,1,1,0,0,0,select,1,200,,True,1,requires-configuration,/std/prod/jobcost,False,,
