prd_cd,prd_nm,attr,분류,expected_key,actual_key,note
PRD_000082,하드커버 링책자,material,EXTRA,,MAT_000002,placeholder expected 존재(직접대조불가)
PRD_000184,컴팩트거울,material,EXTRA,,MAT_000262,
PRD_000159,아크릴 코스터,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000244,타이벡 플랫 파우치,material,EXTRA,,MAT_000319,
PRD_000244,타이벡 플랫 파우치,material,EXTRA,,MAT_000327,
PRD_000244,타이벡 플랫 파우치,material,EXTRA,,MAT_000320,
PRD_000029,3단접지카드,material,MISSING,__IMPORT__14종,(actual 0행),placeholder-MISSING
PRD_000148,아크릴뱃지,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000270,캔버스에코백,material,EXTRA,,MAT_000336,
PRD_000100,포토북 [디자인명],material,MISSING,MAT_000008,,
PRD_000100,포토북 [디자인명],material,EXTRA,,MAT_000186,placeholder expected 존재(직접대조불가)
PRD_000100,포토북 [디자인명],material,EXTRA,,MAT_000251,placeholder expected 존재(직접대조불가)
PRD_000100,포토북 [디자인명],material,EXTRA,,MAT_000250,placeholder expected 존재(직접대조불가)
PRD_000100,포토북 [디자인명],material,EXTRA,,MAT_000005,placeholder expected 존재(직접대조불가)
PRD_000100,포토북 [디자인명],material,EXTRA,,MAT_000006,placeholder expected 존재(직접대조불가)
PRD_000100,포토북 [디자인명],material,EXTRA,,MAT_000007,placeholder expected 존재(직접대조불가)
PRD_000169,아크릴입체블럭,material,EXTRA,,MAT_000192,
PRD_000151,맥세이프 스마트톡,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000220,폰스트랩,material,EXTRA,,MAT_000272,
PRD_000220,폰스트랩,material,EXTRA,,MAT_000271,
PRD_000044,인쇄배경지(투명케이스타입),material,EXTRA,,MAT_000091,placeholder expected 존재(직접대조불가)
PRD_000231,레더 슬림 파우치,material,EXTRA,,MAT_000319,
PRD_000231,레더 슬림 파우치,material,EXTRA,,MAT_000320,
PRD_000250,메쉬볼륨파우치,material,EXTRA,,MAT_000328,
PRD_000193,머그컵,material,MISSING,MAT_000212,,
PRD_000193,머그컵,material,EXTRA,,MAT_000255,
PRD_000193,머그컵,material,EXTRA,,MAT_000268,
PRD_000147,아크릴마그넷,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000017,코팅엽서,material,EXTRA,,MAT_000081,placeholder expected 존재(직접대조불가)
PRD_000017,코팅엽서,material,EXTRA,,MAT_000082,placeholder expected 존재(직접대조불가)
PRD_000018,스탠다드엽서,material,MISSING,__IMPORT__7종,(actual 0행),placeholder-MISSING
PRD_000031,프리미엄명함,material,MISSING,__IMPORT__16종,(actual 0행),placeholder-MISSING
PRD_000088,레더 링바인더,material,EXTRA,,MAT_000004,
PRD_000088,레더 링바인더,material,EXTRA,,MAT_000248,
PRD_000088,레더 링바인더,material,EXTRA,,MAT_000001,
PRD_000088,레더 링바인더,material,EXTRA,,MAT_000003,
PRD_000088,레더 링바인더,material,EXTRA,,MAT_000247,
PRD_000088,레더 링바인더,material,EXTRA,,MAT_000002,
PRD_000088,레더 링바인더,material,EXTRA,,MAT_000249,
PRD_000025,투명포토카드,material,MISSING,MAT_000147,,
PRD_000025,투명포토카드,material,MISSING,MAT_000144,,
PRD_000025,투명포토카드,material,EXTRA,,MAT_000178,
PRD_000108,탁상형캘린더,material,MISSING,MAT_000107,,
PRD_000108,탁상형캘린더,material,EXTRA,,MAT_000252,placeholder expected 존재(직접대조불가)
PRD_000108,탁상형캘린더,material,EXTRA,,MAT_000253,placeholder expected 존재(직접대조불가)
PRD_000156,아크릴지비츠,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000181,중철노트,material,EXTRA,,MAT_000260,placeholder expected 존재(직접대조불가)
PRD_000181,중철노트,material,EXTRA,,MAT_000072,placeholder expected 존재(직접대조불가)
PRD_000246,타이벡 삼각 파우치,material,EXTRA,,MAT_000319,
PRD_000246,타이벡 삼각 파우치,material,EXTRA,,MAT_000320,
PRD_000058,반칼원형스티커,material,EXTRA,,MAT_000155,
PRD_000058,반칼원형스티커,material,EXTRA,,MAT_000084,
PRD_000058,반칼원형스티커,material,EXTRA,,MAT_000156,
PRD_000157,아크릴네임택,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000060,반칼직사각스티커,material,EXTRA,,MAT_000155,
PRD_000060,반칼직사각스티커,material,EXTRA,,MAT_000084,
PRD_000060,반칼직사각스티커,material,EXTRA,,MAT_000156,
PRD_000201,레더스트랩키링,material,EXTRA,,MAT_000275,
PRD_000201,레더스트랩키링,material,EXTRA,,MAT_000276,
PRD_000195,벨벳쿠션,material,EXTRA,,MAT_000272,
PRD_000195,벨벳쿠션,material,EXTRA,,MAT_000271,
PRD_000274,타이벡보냉보틀백,material,EXTRA,,MAT_000319,
PRD_000274,타이벡보냉보틀백,material,EXTRA,,MAT_000320,
PRD_000077,레더 하드커버책자,material,EXTRA,,MAT_000002,placeholder expected 존재(직접대조불가)
PRD_000077,레더 하드커버책자,material,EXTRA,,MAT_000003,placeholder expected 존재(직접대조불가)
PRD_000077,레더 하드커버책자,material,EXTRA,,MAT_000001,placeholder expected 존재(직접대조불가)
PRD_000228,하트 이미지피켓,material,EXTRA,,MAT_000316,
PRD_000024,포토카드,material,EXTRA,,MAT_000082,placeholder expected 존재(직접대조불가)
PRD_000116,벽걸이캘린더,material,EXTRA,,MAT_000253,placeholder expected 존재(직접대조불가)
PRD_000069,무선책자,material,MISSING,__IMPORT__6종,(actual 0행),placeholder-MISSING
PRD_000175,만년다이어리(레더소프트커버),material,MISSING,MAT_000008,,
PRD_000175,만년다이어리(레더소프트커버),material,EXTRA,,MAT_000186,
PRD_000166,아크릴카라비너,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000176,먼슬리플래너,material,EXTRA,,MAT_000260,placeholder expected 존재(직접대조불가)
PRD_000176,먼슬리플래너,material,EXTRA,,MAT_000072,placeholder expected 존재(직접대조불가)
PRD_000192,규조토코스터,material,EXTRA,,MAT_000266,
PRD_000192,규조토코스터,material,EXTRA,,MAT_000267,
PRD_000230,레더 플랫 파우치,material,EXTRA,,MAT_000319,
PRD_000230,레더 플랫 파우치,material,EXTRA,,MAT_000320,
PRD_000094,엽서북,material,EXTRA,,MAT_000092,placeholder expected 존재(직접대조불가)
PRD_000026,종이슬로건,material,EXTRA,,MAT_000082,placeholder expected 존재(직접대조불가)
PRD_000110,엽서캘린더,material,MISSING,MAT_000107,,
PRD_000110,엽서캘린더,material,MISSING,__IMPORT__10종,(actual 0행),placeholder-MISSING
PRD_000188,레더코스터,material,EXTRA,,MAT_000264,
PRD_000188,레더코스터,material,EXTRA,,MAT_000263,
PRD_000113,탁상형캘린더,material,EXTRA,,MAT_000253,placeholder expected 존재(직접대조불가)
PRD_000014,우드행거,material,EXTRA,,MAT_000228,
PRD_000014,우드행거,material,EXTRA,,MAT_000230,
PRD_000014,우드행거,material,EXTRA,,MAT_000231,
PRD_000045,인쇄헤더택,material,EXTRA,,MAT_000091,placeholder expected 존재(직접대조불가)
PRD_000234,레더 스트링 파우치,material,EXTRA,,MAT_000319,
PRD_000183,틴거울,material,EXTRA,,MAT_000262,
PRD_000208,슬로건,material,EXTRA,,MAT_000290,
PRD_000208,슬로건,material,EXTRA,,MAT_000291,
PRD_000150,아크릴스마트톡,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000072,하드커버책자,material,EXTRA,,MAT_000002,placeholder expected 존재(직접대조불가)
PRD_000072,하드커버책자,material,EXTRA,,MAT_000003,placeholder expected 존재(직접대조불가)
PRD_000072,하드커버책자,material,EXTRA,,MAT_000001,placeholder expected 존재(직접대조불가)
PRD_000172,만년다이어리(소프트커버),material,EXTRA,,MAT_000260,placeholder expected 존재(직접대조불가)
PRD_000247,타이벡 스트링 파우치,material,EXTRA,,MAT_000319,
PRD_000247,타이벡 스트링 파우치,material,EXTRA,,MAT_000327,
PRD_000247,타이벡 스트링 파우치,material,EXTRA,,MAT_000320,
PRD_000232,레더 삼각 파우치,material,EXTRA,,MAT_000319,
PRD_000232,레더 삼각 파우치,material,EXTRA,,MAT_000320,
PRD_000015,만년스탬프 리필잉크,material,EXTRA,,MAT_000235,
PRD_000015,만년스탬프 리필잉크,material,EXTRA,,MAT_000239,
PRD_000015,만년스탬프 리필잉크,material,EXTRA,,MAT_000237,
PRD_000015,만년스탬프 리필잉크,material,EXTRA,,MAT_000234,
PRD_000015,만년스탬프 리필잉크,material,EXTRA,,MAT_000238,
PRD_000015,만년스탬프 리필잉크,material,EXTRA,,MAT_000232,
PRD_000015,만년스탬프 리필잉크,material,EXTRA,,MAT_000236,
PRD_000164,아크릴코롯토,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000061,반칼띠지스티커,material,EXTRA,,MAT_000155,
PRD_000061,반칼띠지스티커,material,EXTRA,,MAT_000084,
PRD_000061,반칼띠지스티커,material,EXTRA,,MAT_000156,
PRD_000277,타이벡 보냉에코백,material,EXTRA,,MAT_000332,
PRD_000064,소량자유형스티커,material,EXTRA,,MAT_000155,
PRD_000064,소량자유형스티커,material,EXTRA,,MAT_000084,
PRD_000064,소량자유형스티커,material,EXTRA,,MAT_000156,
PRD_000114,미니탁상형캘린더,material,EXTRA,,MAT_000253,placeholder expected 존재(직접대조불가)
PRD_000238,레더 아이패드/노트북 파우치,material,EXTRA,,MAT_000323,
PRD_000238,레더 아이패드/노트북 파우치,material,EXTRA,,MAT_000325,
PRD_000238,레더 아이패드/노트북 파우치,material,EXTRA,,MAT_000324,
PRD_000254,레더 볼륨 미니파우치,material,EXTRA,,MAT_000329,
PRD_000254,레더 볼륨 미니파우치,material,EXTRA,,MAT_000330,
PRD_000264,레더숄더백,material,EXTRA,,MAT_000332,
PRD_000048,접지리플렛,material,MISSING,__IMPORT__47종,(actual 0행),placeholder-MISSING
PRD_000178,스프링수첩,material,EXTRA,,MAT_000260,placeholder expected 존재(직접대조불가)
PRD_000178,스프링수첩,material,EXTRA,,MAT_000072,placeholder expected 존재(직접대조불가)
PRD_000152,아크릴명찰,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000097,떡메모지,material,EXTRA,,MAT_000073,placeholder expected 존재(직접대조불가)
PRD_000214,자석북마크,material,EXTRA,,MAT_000294,
PRD_000273,타이벡 양면 백팩,material,EXTRA,,MAT_000319,
PRD_000273,타이벡 양면 백팩,material,EXTRA,,MAT_000320,
PRD_000007,와이어링,material,EXTRA,,MAT_000212,
PRD_000007,와이어링,material,EXTRA,,MAT_000213,
PRD_000007,와이어링,material,EXTRA,,MAT_000210,
PRD_000153,아크릴명찰(골드실버),material,EXTRA,,MAT_000195,placeholder expected 존재(직접대조불가)
PRD_000153,아크릴명찰(골드실버),material,EXTRA,,MAT_000196,placeholder expected 존재(직접대조불가)
PRD_000047,소량전단지,material,MISSING,__IMPORT__47종,(actual 0행),placeholder-MISSING
PRD_000271,캔버스숄더백,material,EXTRA,,MAT_000332,
PRD_000267,린넨 에코백,material,EXTRA,,MAT_000332,
PRD_000267,린넨 에코백,material,EXTRA,,MAT_000333,
PRD_000179,메모패드,material,EXTRA,,MAT_000260,placeholder expected 존재(직접대조불가)
PRD_000179,메모패드,material,EXTRA,,MAT_000072,placeholder expected 존재(직접대조불가)
PRD_000161,판아크릴,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000204,미니CD앨범,material,EXTRA,,MAT_000281,
PRD_000268,캔버스심플백,material,EXTRA,,MAT_000334,
PRD_000146,아크릴키링,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000158,아크릴 포카키링,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000028,미니접지카드,material,MISSING,__IMPORT__14종,(actual 0행),placeholder-MISSING
PRD_000279,메쉬 에코백,material,EXTRA,,MAT_000333,
PRD_000200,핀버튼,material,EXTRA,,MAT_000273,
PRD_000200,핀버튼,material,EXTRA,,MAT_000274,
PRD_000162,아크릴포카스탠드,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000032,코팅명함,material,EXTRA,,MAT_000081,placeholder expected 존재(직접대조불가)
PRD_000032,코팅명함,material,EXTRA,,MAT_000082,placeholder expected 존재(직접대조불가)
PRD_000111,벽걸이캘린더,material,MISSING,MAT_000107,,
PRD_000111,벽걸이캘린더,material,EXTRA,,MAT_000253,placeholder expected 존재(직접대조불가)
PRD_000117,와이드벽걸이캘린더,material,MISSING,MAT_000093,,
PRD_000117,와이드벽걸이캘린더,material,MISSING,MAT_000112,,
PRD_000117,와이드벽걸이캘린더,material,EXTRA,,MAT_000253,
PRD_000066,합판도무송스티커,material,EXTRA,,MAT_000155,
PRD_000066,합판도무송스티커,material,EXTRA,,MAT_000084,
PRD_000066,합판도무송스티커,material,EXTRA,,MAT_000156,
PRD_000019,투명엽서,material,MISSING,MAT_000147,,
PRD_000019,투명엽서,material,MISSING,MAT_000144,,
PRD_000019,투명엽서,material,EXTRA,,MAT_000178,
PRD_000276,타이벡 에코백,material,EXTRA,,MAT_000332,
PRD_000177,스프링노트,material,EXTRA,,MAT_000260,placeholder expected 존재(직접대조불가)
PRD_000177,스프링노트,material,EXTRA,,MAT_000072,placeholder expected 존재(직접대조불가)
PRD_000013,우드봉,material,EXTRA,,MAT_000226,
PRD_000013,우드봉,material,EXTRA,,MAT_000227,
PRD_000013,우드봉,material,EXTRA,,MAT_000224,
PRD_000197,미니매트,material,MISSING,MAT_000212,,
PRD_000197,미니매트,material,MISSING,MAT_000213,,
PRD_000197,미니매트,material,EXTRA,,MAT_000255,
PRD_000197,미니매트,material,EXTRA,,MAT_000256,
PRD_000174,만년다이어리(레더하드커버),material,MISSING,MAT_000008,,
PRD_000174,만년다이어리(레더하드커버),material,EXTRA,,MAT_000186,
PRD_000278,메쉬 토트백,material,EXTRA,,MAT_000333,
PRD_000203,LED투명키캡키링,material,EXTRA,,MAT_000280,
PRD_000203,LED투명키캡키링,material,EXTRA,,MAT_000279,
PRD_000203,LED투명키캡키링,material,EXTRA,,MAT_000277,
PRD_000203,LED투명키캡키링,material,EXTRA,,MAT_000278,
PRD_000008,천정고리,material,EXTRA,,MAT_000214,
PRD_000043,인쇄배경지(OPP봉투타입),material,EXTRA,,MAT_000091,placeholder expected 존재(직접대조불가)
PRD_000233,레더 볼륨 파우치,material,EXTRA,,MAT_000321,
PRD_000233,레더 볼륨 파우치,material,EXTRA,,MAT_000322,
PRD_000149,아크릴집게,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000033,스탠다드명함,material,EXTRA,,MAT_000074,placeholder expected 존재(직접대조불가)
PRD_000033,스탠다드명함,material,EXTRA,,MAT_000091,placeholder expected 존재(직접대조불가)
PRD_000033,스탠다드명함,material,EXTRA,,MAT_000082,placeholder expected 존재(직접대조불가)
PRD_000033,스탠다드명함,material,EXTRA,,MAT_000092,placeholder expected 존재(직접대조불가)
PRD_000033,스탠다드명함,material,EXTRA,,MAT_000081,placeholder expected 존재(직접대조불가)
PRD_000189,코르크코스터,material,EXTRA,,MAT_000263,
PRD_000068,중철책자,material,MISSING,__IMPORT__13종,(actual 0행),placeholder-MISSING
PRD_000240,캔버스 삼각 파우치,material,EXTRA,,MAT_000319,
PRD_000240,캔버스 삼각 파우치,material,EXTRA,,MAT_000320,
PRD_000191,린넨패브릭코스터,material,EXTRA,,MAT_000265,
PRD_000012,우드거치대,material,EXTRA,,MAT_000222,
PRD_000062,반칼팬시스티커,material,EXTRA,,MAT_000155,
PRD_000062,반칼팬시스티커,material,EXTRA,,MAT_000084,
PRD_000062,반칼팬시스티커,material,EXTRA,,MAT_000156,
PRD_000070,PUR책자,material,MISSING,__IMPORT__0종(부재),(actual 0행),placeholder-MISSING
PRD_000226,아크릴쉐이커코롯토,material,EXTRA,,MAT_000311,
PRD_000226,아크릴쉐이커코롯토,material,EXTRA,,MAT_000309,
PRD_000226,아크릴쉐이커코롯토,material,EXTRA,,MAT_000313,
PRD_000249,메쉬슬림파우치,material,EXTRA,,MAT_000319,
PRD_000249,메쉬슬림파우치,material,EXTRA,,MAT_000320,
PRD_000140,무광시트커팅,material,MISSING,MAT_000212,,
PRD_000140,무광시트커팅,material,MISSING,MAT_000213,,
PRD_000140,무광시트커팅,material,EXTRA,,MAT_000255,
PRD_000140,무광시트커팅,material,EXTRA,,MAT_000256,
PRD_000252,레더 슬림 미니파우치,material,EXTRA,,MAT_000329,
PRD_000252,레더 슬림 미니파우치,material,EXTRA,,MAT_000330,
PRD_000038,형압명함,material,MISSING,__IMPORT__0종(부재),(actual 0행),placeholder-MISSING
PRD_000173,만년다이어리(하드커버),material,EXTRA,,MAT_000260,placeholder expected 존재(직접대조불가)
PRD_000167,아크릴코롯토,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000255,레더 원형 미니파우치,material,EXTRA,,MAT_000331,
PRD_000180,메모패드(내지커스텀) 준비중,material,EXTRA,,MAT_000073,placeholder expected 존재(직접대조불가)
PRD_000190,우드코스터,material,EXTRA,,MAT_000264,
PRD_000190,우드코스터,material,EXTRA,,MAT_000263,
PRD_000112,와이드벽걸이캘린더,material,EXTRA,,MAT_000253,
PRD_000039,투명명함,material,MISSING,MAT_000147,,
PRD_000039,투명명함,material,MISSING,MAT_000144,,
PRD_000039,투명명함,material,EXTRA,,MAT_000178,
PRD_000182,떡메모지,material,EXTRA,,MAT_000073,placeholder expected 존재(직접대조불가)
PRD_000269,캔버스 포켓심플백,material,EXTRA,,MAT_000335,
PRD_000027,2단접지카드,material,MISSING,__IMPORT__14종,(actual 0행),placeholder-MISSING
PRD_000160,아크릴자유형스탠드,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000052,반칼 자유형 스티커,material,EXTRA,,MAT_000155,
PRD_000052,반칼 자유형 스티커,material,EXTRA,,MAT_000084,
PRD_000052,반칼 자유형 스티커,material,EXTRA,,MAT_000156,
PRD_000213,틴케이스,material,EXTRA,,MAT_000293,
PRD_000216,투명클립보드,material,EXTRA,,MAT_000296,
PRD_000216,투명클립보드,material,EXTRA,,MAT_000295,
PRD_000243,린넨 스트링 파우치,material,EXTRA,,MAT_000326,
PRD_000243,린넨 스트링 파우치,material,EXTRA,,MAT_000319,
PRD_000243,린넨 스트링 파우치,material,EXTRA,,MAT_000320,
PRD_000165,포카코롯토,material,EXTRA,,MAT_000192,placeholder expected 존재(직접대조불가)
PRD_000245,타이벡 슬림 파우치,material,EXTRA,,MAT_000319,
PRD_000245,타이벡 슬림 파우치,material,EXTRA,,MAT_000320,
PRD_000143,미러아크릴스티커,material,MISSING,MAT_000210,,
PRD_000143,미러아크릴스티커,material,EXTRA,,MAT_000259,
PRD_000202,키캡키링,material,EXTRA,,MAT_000278,
PRD_000202,키캡키링,material,EXTRA,,MAT_000277,
PRD_000202,키캡키링,material,EXTRA,,MAT_000279,
PRD_000241,캔버스 스트랩 라벨파우치,material,MISSING,MAT_000213,,
PRD_000241,캔버스 스트랩 라벨파우치,material,EXTRA,,MAT_000256,
PRD_000198,피크닉매트,material,MISSING,MAT_000212,,
PRD_000198,피크닉매트,material,MISSING,MAT_000213,,
PRD_000198,피크닉매트,material,EXTRA,,MAT_000255,
PRD_000198,피크닉매트,material,EXTRA,,MAT_000256,
