code,display_name,raw_value_json,unit,semantic_axis,product_bindings,price_dependent,source,note
MAT_000116,린넨커버 216g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,11,Y,both,price_dep_rows=1
MAT_000117,스타화이트(하이테크) 238g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,4,Y,both,price_dep_rows=1
MAT_000118,클래식 크래스트 스티플 270g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,7,Y,both,price_dep_rows=1
MAT_000120,매직터치(백색) 250g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,3,Y,both,price_dep_rows=1
MAT_000121,켄도 250g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,4,Y,both,price_dep_rows=1
MAT_000123,띤또레또 200g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000122"", ""width"": ""464.00"", ""height"": ""320.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,10,Y,both,price_dep_rows=1
MAT_000124,띤또레또 250g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": ""MAT_000122"", ""width"": ""464.00"", ""height"": ""320.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,4,Y,both,price_dep_rows=1
MAT_000125,한지 170g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,8,Y,both,price_dep_rows=1
MAT_000126,스코트랜드 220g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,4,Y,both,price_dep_rows=1
MAT_000127,스타드림(다이아몬드) 240g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,7,Y,both,price_dep_rows=3
MAT_000128,스타드림(실버) 240g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,5,Y,both,price_dep_rows=1
MAT_000129,스타드림(골드) 240g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,5,Y,both,price_dep_rows=1
MAT_000130,스타드림(로즈쿼츠) 240g,"{""mat_typ_cd"": ""MAT_TYPE.01"", ""upr_mat_cd"": null, ""width"": ""316.00"", ""height"": ""467.00"", ""depth"": null, ""bdl_qty"": null}",,디지털인쇄용지,3,Y,both,price_dep_rows=3
