sheet,구분,상품명,prd_cd,사이즈옵션,재단사이즈,가격,수량min,수량max,수량incr,구간할인테이블,선택옵션,선택가격,가공,가공가격,추가상품,추가가격,ID,MES
굿즈파우치,폰케이스,블랙젤리,,아이폰11프로,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰11프로맥스,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰12미니,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰12프로,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰12프로맥스,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰13,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰13미니,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰13프로,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰13프로맥스,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰14★,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰14미니★,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰14프로★,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰14프로맥스★,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰15★,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰15프로★,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰15프로맥스★,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,블랙젤리,,아이폰15플러스★,,13000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S22),,12000.0,,,,7150원 + 맥세이프 3850,,,맥세이프추가,6500.0,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S22플러스),,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S22울트라),,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S23)★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S23플러스)★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S23울트라)★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S24)★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S24플러스)★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,삼성(갤럭시S24울트라)★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰12미니,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰12프로,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰12프로맥스,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰13,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰13미니,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰13프로,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰13프로맥스,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰14★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰14미니★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰14프로★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰14프로맥스★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰15★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰15프로★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰15프로맥스★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,임팩트 젤하드,,아이폰15플러스★,,12000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,에어팟케이스★,,에어팟1/2세대,,11000.0,,,,무광 6600,,,,,,,,
굿즈파우치,폰케이스,에어팟케이스★,,에어팟3세대,,11000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,에어팟케이스★,,에어팟프로,,11000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,에어팟케이스★,,에어팟프로2세대,,11000.0,,,,,,,,,,,,
굿즈파우치,폰케이스,버즈케이스★,,버즈,,11000.0,,,,,하판(블랙),,,,,,,
굿즈파우치,폰케이스,버즈케이스★,,버즈라이브,,11000.0,,,,,하판(화이트),,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,70 x 200 mm (50장),,1100.0,1.0,100.0,1.0,,,,,,,,,012-0004
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,80 x 100 mm (50장),,1100.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,80 x 120 mm (50장),,1100.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,80 x 180 mm (50장),,1100.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,90 x 120 mm (50장),,1100.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,100 x 100 mm (50장),,1100.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,100 x 200 mm (50장),,1200.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,110 x 160 mm (50장),,1200.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,130 x 200 mm (50장),,1400.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,160 x 230 mm (50장),,1500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP접착봉투,PRD_000001,230 x 350 mm (50장),,3250.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,60 x 90 mm (20장),,600.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,60 x 90 mm (50장),,900.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,80 x 100 mm (50장),,1000.0,1.0,100.0,1.0,,,,,,,,,012-0005
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,80 x 120 mm (50장),,1000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,80 x 180 mm (50장),,1100.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,110 x 160 mm (50장),,1200.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,110 x 250 mm (50장),,1300.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,140 x 180 mm (50장),,1400.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,140 x 200 mm (50장),,1400.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,150 x 150 mm (50장),,1300.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,OPP비접착봉투,PRD_000002,160 x 250 mm (50장),,1500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,트래싱지 카드봉투,,160 x 110 mm (20장),,6000.0,1.0,100.0,1.0,,,,,,,,,012-0009
상품악세사리,봉투/케이스,트래싱지 카드봉투,,160 x 110 mm (40장),,12000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,트래싱지 카드봉투,,160 x 110 mm (100장),,28000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,트래싱지 카드봉투,,100 x 100 mm (20장),,6800.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,트래싱지 카드봉투,,100 x 100 mm (40장),,13600.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,트래싱지 카드봉투,,100 x 100 mm (100장),,32000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,트래싱지 카드봉투,,70 x 100 mm (30장),,3600.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,트래싱지 카드봉투,,70 x 100 mm (100장),,10000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,카드봉투,PRD_000004,화이트 165 x 115 mm (10장),,1000.0,1.0,100.0,1.0,,,,,,,,,012-0007
상품악세사리,봉투/케이스,카드봉투,PRD_000004,블랙 165 x 115 mm (10장),,1500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,캘린더봉투,PRD_000005,240 x 230 mm (10장),,2500.0,1.0,100.0,1.0,,,,,,,,,012-0008
상품악세사리,봉투/케이스,캘린더봉투,PRD_000005,150 x 310 mm (10장),,2400.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,볼체인,PRD_000006,오렌지 (3개1팩),,1000.0,1.0,100.0,1.0,,,,,,,,,012-0015
상품악세사리,봉투/케이스,볼체인,PRD_000006,핑크 (3개1팩),,1000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,볼체인,PRD_000006,핫핑크 (3개1팩),,1000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,볼체인,PRD_000006,민트그린 (3개1팩),,1000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,볼체인,PRD_000006,블루 (3개1팩),,1000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,볼체인,PRD_000006,바이올렛 (3개1팩),,1000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,볼체인,PRD_000006,블랙 (3개1팩),,1000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,볼체인,PRD_000006,화이트 (3개1팩),,1000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,와이어링,PRD_000007,실버,,500.0,1.0,100.0,1.0,,,,,,,,,012-0016
상품악세사리,봉투/케이스,와이어링,PRD_000007,화이트,,500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,와이어링,PRD_000007,블랙,,500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,천정고리,PRD_000008,2개1세트,,6500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,투명케이스,PRD_000009,PP투명케이스 42 x 57 x 20 mm (10개),,3000.0,1.0,100.0,1.0,,,,,,,,,012-0006
상품악세사리,봉투/케이스,투명케이스,PRD_000009,PP투명케이스 75 x 75 x 15 mm (10개),,3000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,투명케이스,PRD_000009,PP투명케이스 75 x 110 x 15 mm (10개),,3500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,봉투/케이스,행택끈,PRD_000010,사각검정 (100개),,3000.0,1.0,100.0,1.0,,,,,,,,,012-0018
상품악세사리,봉투/케이스,행택끈,PRD_000010,사각백색 (100개),,3000.0,1.0,100.0,1.0,,,,,,,,,012-0017
상품악세사리,봉투/케이스,행택끈,PRD_000010,사각마사 (100개),,4000.0,1.0,100.0,1.0,,,,,,,,,012-0019
상품악세사리,봉투/케이스,자석고정용고무판,PRD_000011,20 x 20 (20개입),,1000.0,1.0,100.0,1.0,,,,,,,,,012-0011
상품악세사리,상품액세서리,우드거치대,PRD_000012,120mm (4mm홈) 내추럴,,4000.0,1.0,100.0,1.0,,,,,,,,,012-0012
상품악세사리,상품액세서리,우드봉,PRD_000013,270mm + 면끈,,7000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,우드봉,PRD_000013,360mm + 면끈,,9800.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,우드봉,PRD_000013,480mm + 면끈,,12000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,우드행거,PRD_000014,230mm + 면끈,,16000.0,1.0,100.0,1.0,,,,,,,,,012-0013
상품악세사리,상품액세서리,우드행거,PRD_000014,320mm + 면끈,,18000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,우드행거,PRD_000014,440mm + 면끈,,20000.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,만년스탬프 리필잉크,PRD_000015,청보라 (5cc),,2500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,만년스탬프 리필잉크,PRD_000015,빨강 (5cc),,2500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,만년스탬프 리필잉크,PRD_000015,검정 (5cc),,2500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,만년스탬프 리필잉크,PRD_000015,파랑 (5cc),,2500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,만년스탬프 리필잉크,PRD_000015,초록 (5cc),,2500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,만년스탬프 리필잉크,PRD_000015,핑크 (5cc),,2500.0,1.0,100.0,1.0,,,,,,,,,
상품악세사리,상품액세서리,만년스탬프 리필잉크,PRD_000015,노랑 (5cc),,2500.0,1.0,100.0,1.0,,,,,,,,,
