sql_file,sql_table,natural_key,source_csv,source_ref
03_t_prc_formula_components.sql,t_prc_formula_components,PRF_BANNER_NORMAL|COMP_BANNER_ADD_LUMBER_LE900,t_prc_formula_components.csv,PRF_BANNER_NORMAL/COMP_BANNER_ADD_LUMBER_LE900
03_t_prc_formula_components.sql,t_prc_formula_components,PRF_BANNER_NORMAL|COMP_BANNER_ADD_LUMBER_GT900,t_prc_formula_components.csv,PRF_BANNER_NORMAL/COMP_BANNER_ADD_LUMBER_GT900
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000323,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:B246
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000403,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:E247
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000320,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:B248
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_FIN_HEATCUT|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:K246
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_FIN_EYELET4|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:K247
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_FIN_EYELET6|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:K248
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_FIN_EYELET8|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:K249
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_FIN_DTAPE|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:K250
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_FIN_SEW|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:K251
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_ADD_QBANG4|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:N247
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_ADD_STRING4|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:N248
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_ADD_LUMBER_LE900|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:N249
04_t_prc_component_prices.sql,t_prc_component_prices,COMP_BANNER_ADD_LUMBER_GT900|opt-flat,t_prc_component_prices_INSERTABLE.csv,price-poster-sign-l1.csv:B26:N250
05_t_prd_product_price_formulas.sql,t_prd_product_price_formulas,PRD_000138|PRF_BANNER_NORMAL,t_prd_product_price_formulas.csv,PRD_000138/PRF_BANNER_NORMAL
06_t_prd_product_option_groups.sql,t_prd_product_option_groups,PRD_000138|OG-GAGONG,t_prd_product_option_groups.csv,OG-GAGONG
06_t_prd_product_option_groups.sql,t_prd_product_option_groups,PRD_000138|OG-CHUGA,t_prd_product_option_groups.csv,OG-CHUGA
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-GAGONG-YEOLJAEDAN,t_prd_product_options.csv,OP-GAGONG-YEOLJAEDAN
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-GAGONG-TAGONG4,t_prd_product_options.csv,OP-GAGONG-TAGONG4
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-GAGONG-TAGONG6,t_prd_product_options.csv,OP-GAGONG-TAGONG6
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-GAGONG-TAGONG8,t_prd_product_options.csv,OP-GAGONG-TAGONG8
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-GAGONG-YANGMYEONTAPE,t_prd_product_options.csv,OP-GAGONG-YANGMYEONTAPE
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-GAGONG-BONGMISING,t_prd_product_options.csv,OP-GAGONG-BONGMISING
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-CHUGA-NONE,t_prd_product_options.csv,OP-CHUGA-NONE
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-CHUGA-QBANG4,t_prd_product_options.csv,OP-CHUGA-QBANG4
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-CHUGA-STRING4,t_prd_product_options.csv,OP-CHUGA-STRING4
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-CHUGA-GAKMOK-LE900,t_prd_product_options.csv,OP-CHUGA-GAKMOK-LE900
07_t_prd_product_options.sql,t_prd_product_options,PRD_000138|OP-CHUGA-GAKMOK-GT900,t_prd_product_options.csv,OP-CHUGA-GAKMOK-GT900
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-GAGONG-TAGONG4|1,t_prd_product_option_items.csv,OP-GAGONG-TAGONG4#1→PROC_000079
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-GAGONG-TAGONG6|1,t_prd_product_option_items.csv,OP-GAGONG-TAGONG6#1→PROC_000079
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-GAGONG-TAGONG8|1,t_prd_product_option_items.csv,OP-GAGONG-TAGONG8#1→PROC_000079
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-GAGONG-YANGMYEONTAPE|2,t_prd_product_option_items.csv,OP-GAGONG-YANGMYEONTAPE#2→PROC_000081
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-GAGONG-BONGMISING|2,t_prd_product_option_items.csv,OP-GAGONG-BONGMISING#2→PROC_000080
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-QBANG4|2,t_prd_product_option_items.csv,OP-CHUGA-QBANG4#2→PROC_000081
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-STRING4|2,t_prd_product_option_items.csv,OP-CHUGA-STRING4#2→PROC_000081
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-GAKMOK-LE900|3,t_prd_product_option_items.csv,OP-CHUGA-GAKMOK-LE900#3→PROC_000081
08_t_prd_product_option_items.sql,t_prd_product_option_items,PRD_000138|OP-CHUGA-GAKMOK-GT900|3,t_prd_product_option_items.csv,OP-CHUGA-GAKMOK-GT900#3→PROC_000081
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000538,t_siz_sizes_BLOCKED.csv,SIZ_000538
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000539,t_siz_sizes_BLOCKED.csv,SIZ_000539
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000540,t_siz_sizes_BLOCKED.csv,SIZ_000540
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000541,t_siz_sizes_BLOCKED.csv,SIZ_000541
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000542,t_siz_sizes_BLOCKED.csv,SIZ_000542
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000543,t_siz_sizes_BLOCKED.csv,SIZ_000543
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000544,t_siz_sizes_BLOCKED.csv,SIZ_000544
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000545,t_siz_sizes_BLOCKED.csv,SIZ_000545
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000546,t_siz_sizes_BLOCKED.csv,SIZ_000546
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000547,t_siz_sizes_BLOCKED.csv,SIZ_000547
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000548,t_siz_sizes_BLOCKED.csv,SIZ_000548
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000549,t_siz_sizes_BLOCKED.csv,SIZ_000549
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000550,t_siz_sizes_BLOCKED.csv,SIZ_000550
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000551,t_siz_sizes_BLOCKED.csv,SIZ_000551
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000554,t_siz_sizes_BLOCKED.csv,SIZ_000554
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000555,t_siz_sizes_BLOCKED.csv,SIZ_000555
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000556,t_siz_sizes_BLOCKED.csv,SIZ_000556
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000557,t_siz_sizes_BLOCKED.csv,SIZ_000557
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000558,t_siz_sizes_BLOCKED.csv,SIZ_000558
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000559,t_siz_sizes_BLOCKED.csv,SIZ_000559
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000560,t_siz_sizes_BLOCKED.csv,SIZ_000560
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000561,t_siz_sizes_BLOCKED.csv,SIZ_000561
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000562,t_siz_sizes_BLOCKED.csv,SIZ_000562
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000563,t_siz_sizes_BLOCKED.csv,SIZ_000563
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000564,t_siz_sizes_BLOCKED.csv,SIZ_000564
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000565,t_siz_sizes_BLOCKED.csv,SIZ_000565
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000566,t_siz_sizes_BLOCKED.csv,SIZ_000566
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000567,t_siz_sizes_BLOCKED.csv,SIZ_000567
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000568,t_siz_sizes_BLOCKED.csv,SIZ_000568
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000569,t_siz_sizes_BLOCKED.csv,SIZ_000569
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000572,t_siz_sizes_BLOCKED.csv,SIZ_000572
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000573,t_siz_sizes_BLOCKED.csv,SIZ_000573
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000574,t_siz_sizes_BLOCKED.csv,SIZ_000574
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000575,t_siz_sizes_BLOCKED.csv,SIZ_000575
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000576,t_siz_sizes_BLOCKED.csv,SIZ_000576
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000577,t_siz_sizes_BLOCKED.csv,SIZ_000577
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000578,t_siz_sizes_BLOCKED.csv,SIZ_000578
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000579,t_siz_sizes_BLOCKED.csv,SIZ_000579
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000580,t_siz_sizes_BLOCKED.csv,SIZ_000580
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000581,t_siz_sizes_BLOCKED.csv,SIZ_000581
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000582,t_siz_sizes_BLOCKED.csv,SIZ_000582
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000583,t_siz_sizes_BLOCKED.csv,SIZ_000583
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000584,t_siz_sizes_BLOCKED.csv,SIZ_000584
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000585,t_siz_sizes_BLOCKED.csv,SIZ_000585
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000586,t_siz_sizes_BLOCKED.csv,SIZ_000586
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000587,t_siz_sizes_BLOCKED.csv,SIZ_000587
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000588,t_siz_sizes_BLOCKED.csv,SIZ_000588
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000589,t_siz_sizes_BLOCKED.csv,SIZ_000589
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000590,t_siz_sizes_BLOCKED.csv,SIZ_000590
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000591,t_siz_sizes_BLOCKED.csv,SIZ_000591
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000592,t_siz_sizes_BLOCKED.csv,SIZ_000592
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000593,t_siz_sizes_BLOCKED.csv,SIZ_000593
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000594,t_siz_sizes_BLOCKED.csv,SIZ_000594
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000595,t_siz_sizes_BLOCKED.csv,SIZ_000595
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000596,t_siz_sizes_BLOCKED.csv,SIZ_000596
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000597,t_siz_sizes_BLOCKED.csv,SIZ_000597
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000598,t_siz_sizes_BLOCKED.csv,SIZ_000598
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000599,t_siz_sizes_BLOCKED.csv,SIZ_000599
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000600,t_siz_sizes_BLOCKED.csv,SIZ_000600
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000601,t_siz_sizes_BLOCKED.csv,SIZ_000601
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000602,t_siz_sizes_BLOCKED.csv,SIZ_000602
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000603,t_siz_sizes_BLOCKED.csv,SIZ_000603
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000604,t_siz_sizes_BLOCKED.csv,SIZ_000604
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000605,t_siz_sizes_BLOCKED.csv,SIZ_000605
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000606,t_siz_sizes_BLOCKED.csv,SIZ_000606
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000607,t_siz_sizes_BLOCKED.csv,SIZ_000607
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000608,t_siz_sizes_BLOCKED.csv,SIZ_000608
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000609,t_siz_sizes_BLOCKED.csv,SIZ_000609
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000610,t_siz_sizes_BLOCKED.csv,SIZ_000610
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000611,t_siz_sizes_BLOCKED.csv,SIZ_000611
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000612,t_siz_sizes_BLOCKED.csv,SIZ_000612
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000613,t_siz_sizes_BLOCKED.csv,SIZ_000613
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000614,t_siz_sizes_BLOCKED.csv,SIZ_000614
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000615,t_siz_sizes_BLOCKED.csv,SIZ_000615
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000616,t_siz_sizes_BLOCKED.csv,SIZ_000616
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000617,t_siz_sizes_BLOCKED.csv,SIZ_000617
_blocked/B01_t_siz_sizes.sql,t_siz_sizes,SIZ_000618,t_siz_sizes_BLOCKED.csv,SIZ_000618
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000554,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C246
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000572,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D246
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000588,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E246
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000603,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F246
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000538,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B247
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000555,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C247
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000573,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D247
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000604,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F247
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000556,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C248
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000574,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D248
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000589,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E248
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000605,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F248
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000539,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B249
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000557,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C249
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000575,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D249
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000590,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E249
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000606,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F249
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000540,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B250
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000558,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C250
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000576,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D250
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000591,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E250
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000607,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F250
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000541,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B251
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000559,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C251
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000577,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D251
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000592,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E251
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000608,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F251
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000542,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B252
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000560,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C252
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000578,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D252
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000593,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E252
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000609,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F252
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000543,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B253
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000561,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C253
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000579,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:D253
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000594,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:E253
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000610,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:F253
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000544,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:B254
_blocked/B02_t_prc_component_prices.sql,t_prc_component_prices,COMP_POSTER_BANNER_NORMAL|SIZ_000562,t_prc_component_prices_BLOCKED.csv,price-poster-sign-l1.csv:B26:C254
