prd_cd,mat_cd,usage_cd,dep_proc_cd,dflt_yn,disp_seq,reg_dt,upd_dt
PRD_000039,MAT_000178,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000040,MAT_000138,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000040,MAT_000139,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000040,MAT_000140,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000040,MAT_000141,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000041,MAT_000072,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000041,MAT_000078,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000041,MAT_000088,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000041,MAT_000105,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000042,MAT_000107,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000042,MAT_000118,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000042,MAT_000121,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000042,MAT_000125,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000042,MAT_000128,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000042,MAT_000129,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000042,MAT_000240,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000042,MAT_000241,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000043,MAT_000091,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000044,MAT_000091,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000045,MAT_000091,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000046,MAT_000109,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000049,MAT_000078,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000049,MAT_000091,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000049,MAT_000105,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000049,MAT_000107,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000049,MAT_000109,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000050,MAT_000159,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000050,MAT_000168,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000050,MAT_000169,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000051,MAT_000149,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000052,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000052,MAT_000153,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000052,MAT_000155,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000052,MAT_000156,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000052,MAT_000242,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000053,MAT_000162,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000054,MAT_000163,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000055,MAT_000154,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000056,MAT_000243,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000057,MAT_000154,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000058,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000058,MAT_000153,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000058,MAT_000155,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000058,MAT_000156,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000058,MAT_000242,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000059,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000059,MAT_000153,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000059,MAT_000155,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000059,MAT_000156,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000059,MAT_000242,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000060,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000060,MAT_000153,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000060,MAT_000155,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000060,MAT_000156,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000060,MAT_000242,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000061,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000061,MAT_000153,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000061,MAT_000155,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000061,MAT_000156,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000061,MAT_000242,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000062,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000062,MAT_000153,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000062,MAT_000155,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000062,MAT_000156,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000062,MAT_000242,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000063,MAT_000162,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000064,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000064,MAT_000153,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000064,MAT_000155,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000064,MAT_000156,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000064,MAT_000242,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000065,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000065,MAT_000242,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000066,MAT_000084,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000066,MAT_000153,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000066,MAT_000155,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000066,MAT_000156,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000066,MAT_000170,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000066,MAT_000171,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000067,MAT_000167,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000071,MAT_000013,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000071,MAT_000014,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000071,MAT_000015,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000071,MAT_000244,USAGE.05,,Y,1,2026-06-03 12:46:02.974607,
PRD_000071,MAT_000245,USAGE.05,,Y,1,2026-06-03 12:46:02.974607,
PRD_000072,MAT_000001,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000072,MAT_000002,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000072,MAT_000003,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000072,MAT_000246,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000077,MAT_000001,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000077,MAT_000002,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000077,MAT_000003,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000077,MAT_000186,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000082,MAT_000001,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000082,MAT_000002,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000082,MAT_000003,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000082,MAT_000004,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000082,MAT_000013,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000082,MAT_000014,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000082,MAT_000015,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000082,MAT_000246,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000088,MAT_000001,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000088,MAT_000002,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000088,MAT_000003,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000088,MAT_000004,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000088,MAT_000186,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000088,MAT_000247,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000088,MAT_000248,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000088,MAT_000249,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000094,MAT_000092,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000094,MAT_000109,USAGE.01,,Y,1,2026-06-03 12:46:02.974607,
PRD_000097,MAT_000073,USAGE.01,,Y,1,2026-06-03 12:46:02.974607,
PRD_000100,MAT_000005,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000100,MAT_000006,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000100,MAT_000007,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000100,MAT_000105,USAGE.01,,Y,1,2026-06-03 12:46:02.974607,
PRD_000100,MAT_000186,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000100,MAT_000250,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000100,MAT_000251,USAGE.03,,Y,1,2026-06-03 12:46:02.974607,
PRD_000108,MAT_000252,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000108,MAT_000253,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000109,MAT_000253,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000109,MAT_000254,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000111,MAT_000253,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000112,MAT_000093,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000112,MAT_000111,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000112,MAT_000112,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000112,MAT_000253,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000113,MAT_000107,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000113,MAT_000253,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000114,MAT_000107,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000114,MAT_000253,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000115,MAT_000107,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000116,MAT_000107,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000116,MAT_000253,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000117,MAT_000111,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000117,MAT_000253,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000118,MAT_000176,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000119,MAT_000177,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000120,MAT_000178,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000121,MAT_000179,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000122,MAT_000180,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000123,MAT_000181,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000124,MAT_000184,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000125,MAT_000185,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000126,MAT_000186,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000127,MAT_000187,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000127,MAT_000188,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000128,MAT_000183,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000133,MAT_000185,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000134,MAT_000184,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000135,MAT_000178,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000136,MAT_000178,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000137,MAT_000183,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000138,MAT_000182,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000139,MAT_000183,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000140,MAT_000255,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000140,MAT_000256,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000141,MAT_000257,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000142,MAT_000255,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000142,MAT_000256,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000143,MAT_000258,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000143,MAT_000259,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000145,MAT_000178,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000146,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000147,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000148,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000149,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000150,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000151,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000152,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000153,MAT_000195,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000153,MAT_000196,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000154,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000155,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000156,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000157,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000158,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000159,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000160,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000161,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000162,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000163,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000164,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000165,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000166,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000167,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000169,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000171,MAT_000192,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000172,MAT_000260,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000173,MAT_000260,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000174,MAT_000186,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000175,MAT_000186,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000176,MAT_000072,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000176,MAT_000260,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000177,MAT_000072,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000177,MAT_000260,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000177,MAT_000261,USAGE.01,,Y,1,2026-06-03 12:46:02.974607,
PRD_000178,MAT_000072,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000178,MAT_000260,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000178,MAT_000261,USAGE.01,,Y,1,2026-06-03 12:46:02.974607,
PRD_000179,MAT_000072,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000179,MAT_000260,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000179,MAT_000261,USAGE.01,,Y,1,2026-06-03 12:46:02.974607,
PRD_000180,MAT_000073,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000181,MAT_000072,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000181,MAT_000260,USAGE.02,,Y,1,2026-06-03 12:46:02.974607,
PRD_000181,MAT_000261,USAGE.01,,Y,1,2026-06-03 12:46:02.974607,
PRD_000182,MAT_000073,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000183,MAT_000262,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000184,MAT_000262,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000188,MAT_000263,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000188,MAT_000264,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000189,MAT_000263,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000190,MAT_000263,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000190,MAT_000264,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000191,MAT_000265,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000192,MAT_000266,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000192,MAT_000267,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000193,MAT_000143,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000193,MAT_000146,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000193,MAT_000255,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000193,MAT_000268,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000194,MAT_000269,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000194,MAT_000270,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000195,MAT_000271,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000195,MAT_000272,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000197,MAT_000255,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000197,MAT_000256,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000198,MAT_000255,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000198,MAT_000256,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000200,MAT_000273,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000200,MAT_000274,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000201,MAT_000275,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000201,MAT_000276,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000202,MAT_000277,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000202,MAT_000278,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000202,MAT_000279,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000203,MAT_000277,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000203,MAT_000278,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000203,MAT_000279,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000203,MAT_000280,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000204,MAT_000281,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000206,MAT_000282,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000206,MAT_000283,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000206,MAT_000284,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000206,MAT_000285,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
PRD_000206,MAT_000286,USAGE.07,,Y,1,2026-06-03 12:46:02.974607,
