적용일	공정	가로 (mm)	세로 (mm)	수량(이상)	고정	비고
2026-06-01	PROC_000155	10	80	600	33200.00	소형 박가공비 등급C·가로10이하×세로80이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	600	20600.00	소형 박가공비 등급A·가로20이하×세로20이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	600	33200.00	소형 박가공비 등급C·가로20이하×세로60이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	600	29000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	600	20600.00	소형 박가공비 등급A·가로10이하×세로20이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	600	37400.00	소형 박가공비 등급D·가로40이하×세로40이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	600	41600.00	소형 박가공비 등급E·가로40이하×세로60이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	600	29000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	600	20600.00	소형 박가공비 등급A·가로10이하×세로10이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	600	41600.00	소형 박가공비 등급E·가로40이하×세로80이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	600	20600.00	소형 박가공비 등급A·가로40이하×세로10이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	600	20600.00	소형 박가공비 등급A·가로20이하×세로10이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	600	29000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	600	20600.00	소형 박가공비 등급A·가로10이하×세로40이하·수량600이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	700	37400.00	소형 박가공비 등급C·가로20이하×세로60이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	700	47200.00	소형 박가공비 등급E·가로40이하×세로80이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	700	22700.00	소형 박가공비 등급A·가로10이하×세로20이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	700	42300.00	소형 박가공비 등급D·가로40이하×세로40이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	700	22700.00	소형 박가공비 등급A·가로20이하×세로20이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	700	42300.00	소형 박가공비 등급D·가로20이하×세로80이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	700	22700.00	소형 박가공비 등급A·가로10이하×세로40이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	700	37400.00	소형 박가공비 등급C·가로10이하×세로80이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	700	22700.00	소형 박가공비 등급A·가로10이하×세로10이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	700	47200.00	소형 박가공비 등급E·가로40이하×세로60이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	700	32500.00	소형 박가공비 등급B·가로20이하×세로40이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	700	32500.00	소형 박가공비 등급B·가로40이하×세로20이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	700	22700.00	소형 박가공비 등급A·가로20이하×세로10이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	700	32500.00	소형 박가공비 등급B·가로10이하×세로60이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	700	22700.00	소형 박가공비 등급A·가로40이하×세로10이하·수량700이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	800	52800.00	소형 박가공비 등급E·가로40이하×세로60이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	800	41600.00	소형 박가공비 등급C·가로10이하×세로80이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	800	24800.00	소형 박가공비 등급A·가로10이하×세로10이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	800	41600.00	소형 박가공비 등급C·가로20이하×세로60이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	800	24800.00	소형 박가공비 등급A·가로10이하×세로40이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	800	47200.00	소형 박가공비 등급D·가로40이하×세로40이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	800	24800.00	소형 박가공비 등급A·가로20이하×세로10이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	800	24800.00	소형 박가공비 등급A·가로40이하×세로10이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	800	52800.00	소형 박가공비 등급E·가로40이하×세로80이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	800	24800.00	소형 박가공비 등급A·가로10이하×세로20이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	800	36000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	800	36000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	800	47200.00	소형 박가공비 등급D·가로20이하×세로80이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	800	36000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	800	24800.00	소형 박가공비 등급A·가로20이하×세로20이하·수량800이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	900	26900.00	소형 박가공비 등급A·가로10이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	900	39500.00	소형 박가공비 등급B·가로10이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	900	52100.00	소형 박가공비 등급D·가로40이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	900	45800.00	소형 박가공비 등급C·가로10이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	900	58400.00	소형 박가공비 등급E·가로40이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	900	39500.00	소형 박가공비 등급B·가로40이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	900	26900.00	소형 박가공비 등급A·가로20이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	900	26900.00	소형 박가공비 등급A·가로10이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	900	45800.00	소형 박가공비 등급C·가로20이하×세로60이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	900	26900.00	소형 박가공비 등급A·가로20이하×세로20이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	900	26900.00	소형 박가공비 등급A·가로40이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	900	58400.00	소형 박가공비 등급E·가로40이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	900	26900.00	소형 박가공비 등급A·가로10이하×세로10이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	900	39500.00	소형 박가공비 등급B·가로20이하×세로40이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	900	52100.00	소형 박가공비 등급D·가로20이하×세로80이하·수량900이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	1000	50000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	1000	57000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	1000	29000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	1000	29000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	1000	57000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	1000	43000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	1000	64000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	1000	43000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	1000	29000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	1000	29000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	1000	50000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	1000	29000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	1000	64000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	1000	43000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	1000	29000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량1000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	2000	50000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	2000	50000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	2000	50000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	2000	120000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	2000	120000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	2000	78000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	2000	78000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	2000	78000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	2000	50000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	2000	106000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	2000	92000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	2000	92000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	2000	106000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	2000	50000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	2000	50000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량2000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	3000	71000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	3000	71000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	3000	71000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	3000	71000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	3000	113000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	3000	134000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	3000	71000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	3000	113000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	3000	134000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	3000	155000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	3000	71000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	3000	113000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	3000	155000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	3000	176000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	3000	176000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량3000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	4000	148000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	4000	148000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	4000	176000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	4000	92000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	4000	232000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	4000	204000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	4000	92000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	4000	92000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	4000	92000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	4000	204000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	4000	92000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	4000	176000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	4000	232000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	4000	148000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	4000	92000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량4000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	10	5000	113000.00	소형 박가공비 등급A·가로40이하×세로10이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	10	5000	113000.00	소형 박가공비 등급A·가로10이하×세로10이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	60	5000	218000.00	소형 박가공비 등급C·가로20이하×세로60이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	5000	218000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	5000	183000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	5000	113000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	5000	113000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	5000	253000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	5000	113000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	60	5000	288000.00	소형 박가공비 등급E·가로40이하×세로60이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	5000	183000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	5000	253000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	80	5000	288000.00	소형 박가공비 등급E·가로40이하×세로80이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	5000	113000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	5000	183000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량5000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	40	6000	134000.00	소형 박가공비 등급A·가로10이하×세로40이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	40	6000	218000.00	소형 박가공비 등급B·가로20이하×세로40이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	80	6000	260000.00	소형 박가공비 등급C·가로10이하×세로80이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	20	6000	134000.00	소형 박가공비 등급A·가로20이하×세로20이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	40	6000	302000.00	소형 박가공비 등급D·가로40이하×세로40이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	10	6000	134000.00	소형 박가공비 등급A·가로20이하×세로10이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	20	6000	134000.00	소형 박가공비 등급A·가로10이하×세로20이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	20	80	6000	302000.00	소형 박가공비 등급D·가로20이하×세로80이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	10	60	6000	218000.00	소형 박가공비 등급B·가로10이하×세로60이하·수량6000이상 (flatten·grade=추적)
2026-06-01	PROC_000155	40	20	6000	218000.00	소형 박가공비 등급B·가로40이하×세로20이하·수량6000이상 (flatten·grade=추적)
