comp_cd,comp_nm,판정,dim:siz_cd,dim:plt_siz_cd,dim:print_opt_cd,dim:mat_cd,dim:proc_cd,dim:opt_cd,dim:coat_side_cnt,dim:spot_side_cnt,dim:bdl_qty,dim:siz_width,dim:siz_height,dim:min_qty,권위_시트,권위_하위표,권위_축라벨,라이브_단가
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,1200,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←1200,220.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,1400,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←1400,220.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,1600,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←1600,220.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,1800,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←1800,210.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,2000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←2000,210.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,2500,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←2500,210.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,3000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←3000,210.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,3500,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←3500,210.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,4000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←4000,200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,4500,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←4500,200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,5000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←5000,200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,6000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←6000,200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,7000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←7000,200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,8000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←8000,200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,9000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←9000,190.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,10000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←10000,190.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,실재,,SIZ_000535,POPT_000001,,PROC_000004,,,,,,,1000000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←단면 · min_qty←1000000,190.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,1,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←1,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,2,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←2,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,3,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←3,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,4,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←4,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,5,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←5,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,6,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←6,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,7,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←7,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,8,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←8,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,9,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←9,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,10,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←10,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,15,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←15,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,20,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←20,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,25,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←25,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,30,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←30,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,35,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←35,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,40,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←40,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,45,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←45,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,50,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←50,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,60,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←60,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,70,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←70,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,80,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←80,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,90,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←90,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,100,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←100,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,150,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←150,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,200,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←200,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,250,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←250,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,300,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←300,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,350,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←350,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,400,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←400,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,450,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←450,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,500,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←500,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,600,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←600,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,700,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←700,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,800,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←800,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,900,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←900,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,1000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←1000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,1200,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←1200,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,1400,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←1400,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,1600,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←1600,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,1800,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←1800,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,2000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←2000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,2500,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←2500,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,3000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←3000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,3500,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←3500,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,4000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←4000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,4500,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←4500,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,5000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←5000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,6000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←6000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,7000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←7000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,8000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←8000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,9000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←9000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,10000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←10000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,누락,,SIZ_000535,POPT_000002,,PROC_000004,,,,,,,1000000,디지털인쇄비,B02,proc_cd←(블록 상수) · plt_siz_cd←디지털인쇄 출력비(3절) · print_opt_cd←양면 · min_qty←1000000,
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",5000.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",2900.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",2500.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",2200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",2000.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1900.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1700.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1500.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1300.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1080.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",950.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",810.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",760.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",680.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",680.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",680.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",540.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",540.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",540.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",540.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",540.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",380.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",350.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",330.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",300.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",270.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",250.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",220.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",190.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",190.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",190.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",4500.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",2800.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",2500.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",2000.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1700.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1500.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1300.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1100.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1000.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1200.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1150.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1080.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",1010.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",950.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",880.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",810.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",750.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",680.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",610.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",540.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",470.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",470.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",450.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",420.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",390.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",360.00
COMP_PRINT_DIGITAL_S1,디지털인쇄비,잉여,,,,,,,,,,,,,,,"(권위에 없음 — 보고만, P-2)",340.00
